,cid,brand,model,datamonth,price,biz30day,total_sold_price,model_ratings,model_rank
3979,2018101516,poya,SM,201812,3980.0,3532,8687380.0,83.42,324.0
3984,2018101516,pritech/匹奇,BA-092,201812,78.0,1191,96597.0,93.25,128.0
3992,2018101516,pza,7901,201812,153.6,7895,1537258.0199999998,95.71,57.0
4002,2018101516,real bubee,RBMJ-001,201812,1998.0,182,222076.0,61.8,508.0
4019,2018101516,real bubee,RBX-601,201812,93.72,790001,111060131.5,83.74,320.0
4022,2018101516,real bubee,RBX-605,201812,178.0,722,126760.0,65.26,505.0
4031,2018101516,real bubee,RBX-801,201812,208.53,126803,25592235.25,91.6,185.0
4038,2018101516,real bubee,RBX-904,201812,128.21,44564,8321147.61,90.35,213.0
4039,2018101516,real bubee,RBX-904吸黑头,201812,128.0,2190,280320.0,79.91,380.0
4050,2018101516,refa,麦当娜,201812,2861.33,325,795536.0,72.25,479.0
4065,2018101516,rowan,NF-AP530,201812,5000.0,41,251014.0,,
4092,2018101516,runve/嫩芙,3D光子嫩肤面膜仪,201812,288.0,781,290338.77,85.5,300.0
4140,2018101516,runve/嫩芙,AR-388,201812,172.58,7080,1719898.7899999998,94.8,81.0
4156,2018101516,runve/嫩芙,AR-686,201812,991.0,470,466216.0,96.43,41.0
4186,2018101516,runve/嫩芙,AR-781,201812,396.72,18675,7881960.0,90.89,199.0
4203,2018101516,runve/嫩芙,AR-782,201812,683.0,493,335645.0,78.09,411.0
4210,2018101516,sa.ad.na,SS003,201812,42.0,154,6648.0,72.84,458.0
4219,2018101516,sa.ad.na,马卡龙,201812,39.0,1536,59904.0,75.42,440.0
4233,2018101516,sangho/桑厚,6.0,201812,177.02,624,112767.4,75.87,434.0
4238,2018101516,sangho/桑厚,TBSQ/12X0880,201812,179.3,7310,1654471.3499999999,97.11,17.0
4260,2018101516,sangho/桑厚,TBS超声波,201812,720.0,2591,2022246.49,90.37,210.0
4283,2018101516,sangho/桑厚,TBS超声波8026,201812,201.6,29370,8585523.69,93.26,126.0
4303,2018101516,seemask,LED生物光面膜,201812,3733.25,1057,4225178.53,75.31,441.0
4308,2018101516,shendiao,新款光谱仪,201812,948.6,337,348452.0,68.92,494.0
4310,2018101516,shendiao,氢氧仪,201812,1600.0,8,12800.0,78.06,413.0
4313,2018101516,shendiao,注氧仪,201812,400.0,131,52400.0,95.22,68.0
4339,2018101516,show young,SY-D500,201812,643.84,2135,1406479.0,94.39,94.0
4342,2018101516,show young,SY-S350-DZ,201812,888.0,155,126300.0,73.81,451.0
4344,2018101516,show young,SY-S35定,201812,1509.6,249,375890.39,87.56,274.0
4345,2018101516,silk’n,001,201812,2799.0,264,738936.0,76.88,423.0
4383,2018101516,silk’n,FACE TITE,201812,1783.32,7179,19153687.37,81.28,353.0
4398,2018101516,silk’n,FACE TITE 2.0,201812,2792.55,9613,28001027.0,82.37,336.0
4399,2018101516,silk’n,TIGHTRA,201812,2815.67,156,439244.0,94.96,74.0
4402,2018101516,sionme,SM-7688,201812,219.6,288,68212.8,94.02,103.0
4415,2018101516,skg,3208,201812,1299.0,74,95426.0,78.14,410.0
4429,2018101516,skg,3224,201812,604.34,1509,932291.0,90.52,206.0
4430,2018101516,skg,3629,201812,245.53,718,176292.0,,
4461,2018101516,skg,4112,201812,369.0,2193,825415.24,85.85,295.0
4467,2018101516,skinlex,S-10,201812,9950.0,516,5895150.0,78.14,404.0
4474,2018101516,slo/释爱,SLO-018,201812,600.0,448,184529.2,89.51,236.0
