,cid,cidname,brand,model,funcid,target,target_ratings,target_rank,target_pos,target_neu,target_neg,target_total,target_rate,target_rate_rank
199,2019070912,果冻/布丁,生和堂,雪梨枇杷膏,3446,口感,88.89,55,124,1,9,134,0.9253731343283582,64
959,2019070912,果冻/布丁,雅客,雅客心动珍礼果冻,3447,性价比,96.38,11,148,10,2,160,0.925,38
586,2019070912,果冻/布丁,良品铺子,椰果布丁720G,3444,味道,92.33,68,740,10,50,800,0.925,113
799,2019070912,果冻/布丁,菲诺,YWYZD_1,3446,口感,82.81,76,37,0,3,40,0.925,65
242,2019070912,果冻/布丁,喜之郎,蜜桔果肉果冻大袋 990G/袋,3443,包装,88.57,107,85,1,6,92,0.9239130434782609,125
887,2019070912,果冻/布丁,esthe pro labo,胶原蛋白果冻,3447,性价比,86.19,69,36,1,2,39,0.9230769230769231,39
194,2019070912,果冻/布丁,clever mama/巧妈妈,乳酸菌布丁,3447,性价比,87.58,65,60,1,4,65,0.9230769230769231,40
577,2019070912,果冻/布丁,御食园,果冻爽,3446,口感,91.47,42,60,3,2,65,0.9230769230769231,66
730,2019070912,果冻/布丁,忘不了,果板果冻,3443,包装,85.45,127,24,1,1,26,0.9230769230769231,126
836,2019070912,果冻/布丁,韩乐,韩乐优酪果冻2KG,3455,分量,87.62,8,107,0,9,116,0.9224137931034483,9
608,2019070912,果冻/布丁,clever mama/巧妈妈,老酸奶布丁,3446,口感,84.45,71,47,0,4,51,0.9215686274509803,67
488,2019070912,果冻/布丁,喜之郎,果冻200G*10,3444,味道,90.44,90,246,3,18,267,0.9213483146067416,114
213,2019070912,果冻/布丁,樱桃小丸子,海藻冻,3444,味道,87.36,121,117,0,10,127,0.9212598425196851,115
513,2019070912,果冻/布丁,麦心诺,明星款果粉,3447,性价比,86.08,70,35,1,2,38,0.9210526315789473,41
65,2019070912,果冻/布丁,莎拉米露,果冻米酒系列,3444,味道,82.99,165,35,0,3,38,0.9210526315789473,116
463,2019070912,果冻/布丁,moca-king/摩咔金,乳酸菌布丁500G,3445,质量,82.31,129,35,0,3,38,0.9210526315789473,128
761,2019070912,果冻/布丁,喜之郎,果汁果冻/乳酸果冻495G*4袋,3444,味道,82.91,166,35,0,3,38,0.9210526315789473,117
465,2019070912,果冻/布丁,moca-king/摩咔金,乳酸菌布丁500G,3447,性价比,89.02,57,35,2,1,38,0.9210526315789473,42
60,2019070912,果冻/布丁,酷语,酵素,3452,清肠排便效果,86.08,14,35,1,2,38,0.9210526315789473,3
701,2019070912,果冻/布丁,喜之郎,果冻360G,3443,包装,89.97,99,408,0,35,443,0.9209932279909706,127
919,2019070912,果冻/布丁,韩乐,优酪果冻1.75KG,3443,包装,87.1,117,58,1,4,63,0.9206349206349206,128
886,2019070912,果冻/布丁,esthe pro labo,胶原蛋白果冻,3446,口感,84.25,73,46,0,4,50,0.92,68
911,2019070912,果冻/布丁,喜之郎,CICI果粒爽,3444,味道,86.46,135,46,1,3,50,0.92,118
442,2019070912,果冻/布丁,千逢,玫瑰果冻,3454,外观,91.13,9,23,2,0,25,0.92,5
6,2019070912,果冻/布丁,喜之郎,蜜桔果肉果冻990G*2袋,3447,性价比,92.8,34,69,4,2,75,0.92,43
95,2019070912,果冻/布丁,喜之郎,果肉果冻200G*16,3444,味道,80.04,188,23,0,2,25,0.92,119
658,2019070912,果冻/布丁,萌萌星,酸奶布丁,3444,味道,88.01,112,138,0,12,150,0.92,120
226,2019070912,果冻/布丁,larbee/蜡笔小新,果肉果冻,3444,味道,86.6,132,46,1,3,50,0.92,121
461,2019070912,果冻/布丁,moca-king/摩咔金,乳酸菌布丁500G,3443,包装,85.76,124,80,0,7,87,0.9195402298850575,129
783,2019070912,果冻/布丁,喜之郎,什锦果肉果冻200G,3443,包装,90.96,93,444,5,34,483,0.9192546583850931,130
45,2019070912,果冻/布丁,sx/世熙堂,酵素果冻,3452,清肠排便效果,90.25,6,91,3,5,99,0.9191919191919192,4
598,2019070912,果冻/布丁,喜之郎,乳酸什锦果冻360G*5袋,3444,味道,90.84,84,284,4,21,309,0.919093851132686,122
298,2019070912,果冻/布丁,喜之郎,CICI果汁果冻爽150G,3443,包装,82.25,146,34,0,3,37,0.918918918918919,131
153,2019070912,果冻/布丁,喜之郎,乳酸果冻360G*5袋,3443,包装,82.48,145,34,0,3,37,0.918918918918919,132
702,2019070912,果冻/布丁,喜之郎,果冻360G,3444,味道,90.75,87,537,5,43,585,0.9179487179487179,123
200,2019070912,果冻/布丁,生和堂,雪梨枇杷膏,3447,性价比,96.2,13,805,49,23,877,0.9179019384264538,44
211,2019070912,果冻/布丁,乖乖瘦,1盒蓝莓果冻,3452,清肠排便效果,88.83,9,89,2,6,97,0.9175257731958762,5
460,2019070912,果冻/布丁,maizhao/唛兆,阿Q果冻,3455,分量,90.5,6,22,2,0,24,0.9166666666666666,10
104,2019070912,果冻/布丁,纤秀堂,SC10635021200617,3446,口感,84.31,72,22,1,1,24,0.9166666666666666,69
100,2019070912,果冻/布丁,淘吉,淘吉果冻布丁,3443,包装,78.88,152,22,0,2,24,0.9166666666666666,133
250,2019070912,果冻/布丁,旺旺,ALICE QUEEN果汁果冻480G,3444,味道,88.54,108,44,2,2,48,0.9166666666666666,124
805,2019070912,果冻/布丁,call me queen/叫我女王,洛神花果冻,3447,性价比,93.86,29,108,7,3,118,0.9152542372881356,45
410,2019070912,果冻/布丁,梦雨果,JSGD001,3443,包装,84.17,131,43,0,4,47,0.9148936170212766,134
835,2019070912,果冻/布丁,韩乐,韩乐优酪果冻2KG,3447,性价比,97.2,8,193,16,2,211,0.9146919431279621,46
399,2019070912,果冻/布丁,爱飘飘,酵素果冻果粉,3447,性价比,94.06,27,3031,111,172,3314,0.9146047073023537,47
316,2019070912,果冻/布丁,盛香珍,蒟蒻果冻,3444,味道,90.87,83,85,4,4,93,0.9139784946236559,125
840,2019070912,果冻/布丁,喜之郎,果冻360G*5袋,3447,性价比,92.29,41,85,5,3,93,0.9139784946236559,48
709,2019070912,果冻/布丁,喜之郎,果冻90G*30 整箱,3444,味道,87.5,118,159,0,15,174,0.9137931034482759,126
278,2019070912,果冻/布丁,佳达,拖肥,3456,零食,84.7,9,63,0,6,69,0.9130434782608695,10
903,2019070912,果冻/布丁,喜之郎,什锦果冻360G*2袋 乳酸味儿童布丁零食小吃休闲食品大礼包,3444,味道,82.76,168,42,0,4,46,0.9130434782608695,127
938,2019070912,果冻/布丁,喜之郎,水晶之恋果冻400G*5袋,3444,味道,78.49,196,21,0,2,23,0.9130434782608695,128
924,2019070912,果冻/布丁,韩乐,优酪果冻1.75KG,3455,分量,79.17,12,21,0,2,23,0.9130434782608695,11
31,2019070912,果冻/布丁,喜之郎,草莓味果冻90克,3443,包装,78.34,154,21,0,2,23,0.9130434782608695,135
690,2019070912,果冻/布丁,超友味,柠檬红茶果冻,3443,包装,76.83,158,21,0,2,23,0.9130434782608695,136
33,2019070912,果冻/布丁,喜之郎,果汁果冻150G,3443,包装,78.19,155,21,0,2,23,0.9130434782608695,137
157,2019070912,果冻/布丁,旺旺,蒟篛果冻,3444,味道,89.82,98,230,4,18,252,0.9126984126984127,129
352,2019070912,果冻/布丁,樱桃小丸子,礼盒系列心型,3444,味道,82.35,170,41,0,4,45,0.9111111111111111,130
812,2019070912,果冻/布丁,喜之郎,香橙味果冻90克,3443,包装,87.5,113,123,1,11,135,0.9111111111111111,138
387,2019070912,果冻/布丁,bocca/牧家,气球布丁,3443,包装,86.9,119,92,1,8,101,0.9108910891089109,139
25,2019070912,果冻/布丁,three squirrels/三只松鼠,垦丁的晚霞果味果冻360G,3446,口感,87.2,60,112,1,10,123,0.9105691056910569,70
705,2019070912,果冻/布丁,喜之郎,果冻360G,3447,性价比,97.58,3,345,30,4,379,0.9102902374670184,49
495,2019070912,果冻/布丁,花匙,洛神花酵素果冻,3448,功能,89.81,68,80,4,4,88,0.9090909090909091,70
811,2019070912,果冻/布丁,tarami,香浓组合,3444,味道,80.52,183,30,0,3,33,0.9090909090909091,131
931,2019070912,果冻/布丁,乖乖瘦,益生菌果冻,3452,清肠排便效果,87.56,12,50,2,3,55,0.9090909090909091,6
508,2019070912,果冻/布丁,中露,SOHO STAR果冻380G,3454,外观,95.63,1,49,5,0,54,0.9074074074074074,6
692,2019070912,果冻/布丁,苏晴子,CM7005,3443,包装,86.7,121,147,0,15,162,0.9074074074074074,140
571,2019070912,果冻/布丁,cocon/可康,多口味果冻 含椰果 480G,3447,性价比,92.37,39,49,4,1,54,0.9074074074074074,50
312,2019070912,果冻/布丁,christine/克莉丝汀,套装,3446,口感,84.5,70,39,1,3,43,0.9069767441860465,71
176,2019070912,果冻/布丁,优洽,酵素果冻,3447,性价比,94.04,28,155,11,5,171,0.9064327485380117,51
193,2019070912,果冻/布丁,clever mama/巧妈妈,乳酸菌布丁,3446,口感,83.64,74,58,0,6,64,0.90625,72
907,2019070912,果冻/布丁,cocon/可康,椰果果冻80G*3杯,3444,味道,88.53,109,76,3,5,84,0.9047619047619048,132
712,2019070912,果冻/布丁,喜之郎,果冻90G*30 整箱,3455,分量,81.37,11,38,0,4,42,0.9047619047619048,12
179,2019070912,果冻/布丁,喜之郎,150G/包,3443,包装,85.22,128,65,1,6,72,0.9027777777777778,141
612,2019070912,果冻/布丁,喜之郎,蜜桔果肉果冻散500G,3444,味道,81.1,181,37,0,4,41,0.9024390243902439,133
66,2019070912,果冻/布丁,喜之郎,果冻2500G,3444,味道,83.65,159,37,1,3,41,0.9024390243902439,134
80,2019070912,果冻/布丁,clever mama/巧妈妈,鸡蛋布甸实惠装750G,3454,外观,94.3,5,37,4,0,41,0.9024390243902439,7
332,2019070912,果冻/布丁,旺旺,维多粒,3443,包装,83.65,135,37,1,3,41,0.9024390243902439,142
838,2019070912,果冻/布丁,喜之郎,果冻360G*5袋,3444,味道,87.38,120,157,2,15,174,0.9022988505747126,135
207,2019070912,果冻/布丁,乖乖瘦,1盒蓝莓果冻,3445,质量,88.55,116,173,4,15,192,0.9010416666666666,129
950,2019070912,果冻/布丁,tarami,0卡,3444,味道,80.42,185,36,0,4,40,0.9,136
906,2019070912,果冻/布丁,cocon/可康,椰果果冻80G*3杯,3443,包装,78.85,153,27,0,3,30,0.9,143
920,2019070912,果冻/布丁,韩乐,优酪果冻1.75KG,3444,味道,87.94,114,206,3,20,229,0.8995633187772926,137
720,2019070912,果冻/布丁,喜之郎,CICI可吸果冻750G*3袋组合,3447,性价比,87.75,63,71,3,5,79,0.8987341772151899,52
178,2019070912,果冻/布丁,优洽,酵素果冻,3452,清肠排便效果,88.43,10,115,4,9,128,0.8984375,7
466,2019070912,果冻/布丁,盛香珍,盛香珍蒟蒻265G*2包,3444,味道,84.17,155,53,1,5,59,0.8983050847457628,138
823,2019070912,果冻/布丁,clever mama/巧妈妈,奶酪布丁,3443,包装,81.5,149,44,0,5,49,0.8979591836734694,144
322,2019070912,果冻/布丁,expressions,蓝莓酵素果冻条,3448,功能,95.84,30,315,28,8,351,0.8974358974358975,71
50,2019070912,果冻/布丁,贝兴,贝兴 益生菌粉 1.5G/袋*10袋*2盒套餐,3447,性价比,97.25,7,295,30,4,329,0.8966565349544073,53
447,2019070912,果冻/布丁,樱桃小丸子,果冻布丁,3445,质量,81.07,131,43,0,5,48,0.8958333333333334,130
389,2019070912,果冻/布丁,bocca/牧家,气球布丁,3445,质量,81.01,132,43,0,5,48,0.8958333333333334,131
711,2019070912,果冻/布丁,喜之郎,果冻90G*30 整箱,3447,性价比,90.08,56,77,5,4,86,0.8953488372093024,54
477,2019070912,果冻/布丁,优洽,SOSO果冻,3448,功能,94.8,39,1220,89,54,1363,0.8950843727072634,72
73,2019070912,果冻/布丁,clever mama/巧妈妈,芝士布丁,3444,味道,85.46,143,34,2,2,38,0.8947368421052632,139
191,2019070912,果冻/布丁,clever mama/巧妈妈,乳酸菌布丁,3444,味道,89.39,102,450,11,42,503,0.8946322067594433,140
968,2019070912,果冻/布丁,梦美颜,酵素果冻,3443,包装,77.48,156,25,0,3,28,0.8928571428571429,145
436,2019070912,果冻/布丁,雪之恋,雪之恋果冻50G*10个,3444,味道,77.35,199,25,0,3,28,0.8928571428571429,141
180,2019070912,果冻/布丁,喜之郎,150G/包,3444,味道,89.81,99,50,4,2,56,0.8928571428571429,142
381,2019070912,果冻/布丁,百变女郎,A果冻,3447,性价比,92.53,36,50,5,1,56,0.8928571428571429,55
646,2019070912,果冻/布丁,larbee/蜡笔小新,2.1KG果冻,3443,包装,88.95,104,325,9,30,364,0.8928571428571429,146
416,2019070912,果冻/布丁,喜之郎,CICI果汁果冻15包,3443,包装,83.67,133,58,1,6,65,0.8923076923076924,147
902,2019070912,果冻/布丁,喜之郎,什锦果冻360G*2袋 乳酸味儿童布丁零食小吃休闲食品大礼包,3443,包装,79.56,150,33,0,4,37,0.8918918918918919,148
653,2019070912,果冻/布丁,徐福记,C的酷,3444,味道,87.85,116,213,5,21,239,0.891213389121339,143
351,2019070912,果冻/布丁,樱桃小丸子,礼盒系列心型,3443,包装,83.3,139,57,1,6,64,0.890625,149
740,2019070912,果冻/布丁,盛香珍,DRQ3包组合果冻,3445,质量,76.72,134,24,0,3,27,0.8888888888888888,132
597,2019070912,果冻/布丁,喜之郎,乳酸什锦果冻360G*5袋,3443,包装,85.69,126,120,2,13,135,0.8888888888888888,150
568,2019070912,果冻/布丁,cocon/可康,多口味果冻 含椰果 480G,3443,包装,81.54,148,56,0,7,63,0.8888888888888888,151
329,2019070912,果冻/布丁,expressions,胶原蛋白果冻,3447,性价比,92.8,35,144,12,6,162,0.8888888888888888,56
853,2019070912,果冻/布丁,旺旺,吸吸冰,3444,味道,83.49,161,40,2,3,45,0.8888888888888888,144
760,2019070912,果冻/布丁,喜之郎,果汁果冻/乳酸果冻495G*4袋,3443,包装,76.98,157,24,0,3,27,0.8888888888888888,152
3,2019070912,果冻/布丁,喜之郎,蜜桔果肉果冻990G*2袋,3443,包装,86.42,122,111,3,11,125,0.888,153
197,2019070912,果冻/布丁,生和堂,雪梨枇杷膏,3444,味道,87.45,119,647,3,79,729,0.887517146776406,145
269,2019070912,果冻/布丁,moca-king/摩咔金,舞动吧组合250G*3盒,3447,性价比,95.71,15,386,38,11,435,0.8873563218390804,57
749,2019070912,果冻/布丁,福慕堂,酵素果冻,3447,性价比,84.6,75,47,2,4,53,0.8867924528301887,58
225,2019070912,果冻/布丁,larbee/蜡笔小新,果肉果冻,3443,包装,82.12,147,46,1,5,52,0.8846153846153846,154
620,2019070912,果冻/布丁,优洽,红果冻,3452,清肠排便效果,84.3,18,46,2,4,52,0.8846153846153846,8
752,2019070912,果冻/布丁,纤秀堂,3333,3448,功能,75.92,74,23,0,3,26,0.8846153846153846,73
388,2019070912,果冻/布丁,bocca/牧家,气球布丁,3444,味道,90.38,92,429,21,35,485,0.8845360824742268,146
136,2019070912,果冻/布丁,orihiro/欧力喜乐,果汁蒟蒻可吸果冻,3447,性价比,87.73,64,61,4,4,69,0.8840579710144928,59
502,2019070912,果冻/布丁,clever mama/巧妈妈,鸡蛋布甸,3446,口感,79.1,81,38,0,5,43,0.8837209302325582,73
718,2019070912,果冻/布丁,喜之郎,CICI可吸果冻750G*3袋组合,3444,味道,84.56,150,182,0,24,206,0.883495145631068,147
731,2019070912,果冻/布丁,忘不了,果板果冻,3444,味道,85.82,141,83,3,8,94,0.8829787234042553,148
883,2019070912,果冻/布丁,esthe pro labo,胶原蛋白果冻,3443,包装,83.31,138,60,1,7,68,0.8823529411764706,155
965,2019070912,果冻/布丁,广元堂,SOSO酵素果冻,3447,性价比,88.85,58,45,4,2,51,0.8823529411764706,60
596,2019070912,果冻/布丁,larbee/蜡笔小新,2.2KG果冻,3444,味道,80.22,187,45,0,6,51,0.8823529411764706,149
777,2019070912,果冻/布丁,cocon/可康,椰纤果肉果冻,3447,性价比,93.11,32,148,14,6,168,0.8809523809523809,61
390,2019070912,果冻/布丁,bocca/牧家,气球布丁,3446,口感,91.26,43,59,6,2,67,0.8805970149253731,74
63,2019070912,果冻/布丁,喜之郎,蜜桔果肉果冻散称500G,3445,质量,90.63,106,22,3,0,25,0.88,133
301,2019070912,果冻/布丁,喜之郎,CICI果汁果冻爽150G,3447,性价比,83.87,76,22,2,1,25,0.88,62
480,2019070912,果冻/布丁,柳月,咖啡布丁,3444,味道,81.25,179,44,1,5,50,0.88,150
956,2019070912,果冻/布丁,雅客,雅客心动珍礼果冻,3444,味道,86.83,130,286,6,33,325,0.88,151
433,2019070912,果冻/布丁,盛香珍,荔枝果冻,3447,性价比,75.05,88,22,0,3,25,0.88,63
266,2019070912,果冻/布丁,moca-king/摩咔金,舞动吧组合250G*3盒,3444,味道,87.87,115,1375,21,167,1563,0.8797184900831734,152
872,2019070912,果冻/布丁,秀尔魅,酵素果冻蓝莓味道,3447,性价比,90.41,53,65,6,3,74,0.8783783783783784,64
629,2019070912,果冻/布丁,盈茂,拖肥,3444,味道,84.1,156,65,2,7,74,0.8783783783783784,153
151,2019070912,果冻/布丁,easy fun,零卡果冻,3446,口感,78.62,83,43,0,6,49,0.8775510204081632,75
133,2019070912,果冻/布丁,orihiro/欧力喜乐,果汁蒟蒻可吸果冻,3444,味道,88.12,111,329,13,33,375,0.8773333333333333,154
640,2019070912,果冻/布丁,旺旺,吸的冻,3444,味道,82.83,167,92,1,12,105,0.8761904761904762,155
469,2019070912,果冻/布丁,旺旺,摇滚冻,3444,味道,88.78,106,318,15,30,363,0.8760330578512396,156
429,2019070912,果冻/布丁,乖乖瘦,酵素果冻,3452,清肠排便效果,89.62,8,35,4,1,40,0.875,9
236,2019070912,果冻/布丁,绿瘦,酵素果冻系列,3448,功能,74.89,75,28,0,4,32,0.875,74
443,2019070912,果冻/布丁,chacheer/洽洽,蒟蒻果汁果冻,3444,味道,73.96,216,21,0,3,24,0.875,157
333,2019070912,果冻/布丁,旺旺,维多粒,3444,味道,81.64,176,49,1,6,56,0.875,158
467,2019070912,果冻/布丁,盛香珍,纤维果冻组合,3444,味道,83.55,160,21,2,1,24,0.875,159
857,2019070912,果冻/布丁,喜之郎,散装果冻,3444,味道,82.33,171,77,1,10,88,0.875,160
647,2019070912,果冻/布丁,larbee/蜡笔小新,2.1KG果冻,3444,味道,87.29,125,773,16,95,884,0.8744343891402715,161
156,2019070912,果冻/布丁,旺旺,蒟篛果冻,3443,包装,84.32,130,284,0,41,325,0.8738461538461538,156
274,2019070912,果冻/布丁,佳达,拖肥,3446,口感,82.64,77,55,2,6,63,0.873015873015873,76
763,2019070912,果冻/布丁,larbee/蜡笔小新,2.3KG果冻,3444,味道,84.06,157,55,3,5,63,0.873015873015873,162
545,2019070912,果冻/布丁,米嬉,酵素果冻系列,3452,清肠排便效果,84.88,17,48,3,4,55,0.8727272727272727,10
649,2019070912,果冻/布丁,larbee/蜡笔小新,2.1KG果冻,3446,口感,81.13,78,82,0,12,94,0.8723404255319149,77
142,2019070912,果冻/布丁,喜之郎,乳酸果冻360G,3444,味道,83.08,164,34,2,3,39,0.8717948717948718,163
417,2019070912,果冻/布丁,喜之郎,CICI果汁果冻15包,3444,味道,85.66,142,88,4,9,101,0.8712871287128713,164
628,2019070912,果冻/布丁,盈茂,拖肥,3443,包装,75.42,163,27,0,4,31,0.8709677419354839,157
824,2019070912,果冻/布丁,clever mama/巧妈妈,奶酪布丁,3444,味道,84.41,152,108,3,13,124,0.8709677419354839,165
81,2019070912,果冻/布丁,喜之郞,乳酸果冻360G,3444,味道,78.85,192,27,1,3,31,0.8709677419354839,166
791,2019070912,果冻/布丁,杏花楼,冻冻果,3444,味道,84.38,153,74,3,8,85,0.8705882352941177,167
913,2019070912,果冻/布丁,妍致,乳酸果冻,3443,包装,71.41,172,20,0,3,23,0.8695652173913043,158
23,2019070912,果冻/布丁,three squirrels/三只松鼠,垦丁的晚霞果味果冻360G,3444,味道,86.56,133,599,12,78,689,0.8693759071117562,168
787,2019070912,果冻/布丁,喜之郎,什锦果肉果冻200G,3453,果肉,85.21,4,33,3,2,38,0.868421052631579,5
187,2019070912,果冻/布丁,otaku/御宅女,酵素果,3447,性价比,86.2,68,26,3,1,30,0.8666666666666667,65
268,2019070912,果冻/布丁,moca-king/摩咔金,舞动吧组合250G*3盒,3446,口感,83.1,75,201,1,30,232,0.8663793103448276,78
946,2019070912,果冻/布丁,喜之郎,网红抖音款,3444,味道,78.58,193,32,1,4,37,0.8648648648648649,169
818,2019070912,果冻/布丁,慕方,慕方蓝莓酵素果冻,3448,功能,72.05,76,19,0,3,22,0.8636363636363636,75
621,2019070912,果冻/布丁,巨峰,葡萄果冻,3443,包装,76.77,159,38,0,6,44,0.8636363636363636,159
908,2019070912,果冻/布丁,cocon/可康,椰果果冻80G*3杯,3445,质量,72.05,136,19,0,3,22,0.8636363636363636,134
566,2019070912,果冻/布丁,tarami,零卡组合,3444,味道,78.54,195,56,0,9,65,0.8615384615384616,170
574,2019070912,果冻/布丁,御食园,果冻爽,3443,包装,82.75,143,149,2,22,173,0.861271676300578,160
503,2019070912,果冻/布丁,clever mama/巧妈妈,鸡蛋布甸,3447,性价比,85.91,71,99,6,10,115,0.8608695652173913,66
531,2019070912,果冻/布丁,菲诺,椰子冻,3444,味道,88.26,110,142,11,12,165,0.8606060606060606,171
435,2019070912,果冻/布丁,萌萌星,酸奶布丁225G,3444,味道,81.3,178,55,2,7,64,0.859375,172
832,2019070912,果冻/布丁,韩乐,韩乐优酪果冻2KG,3444,味道,86.83,129,646,24,82,752,0.8590425531914894,173
759,2019070912,果冻/布丁,佰思宜,圣诞节礼包,3447,性价比,85.45,72,24,3,1,28,0.8571428571428571,67
120,2019070912,果冻/布丁,盛香珍,优酪果园果冻1000G,3447,性价比,80.69,83,42,2,5,49,0.8571428571428571,68
441,2019070912,果冻/布丁,老城南,200G柠檬冻冻糖,3444,味道,71.65,225,18,0,3,21,0.8571428571428571,174
159,2019070912,果冻/布丁,旺旺,蒟篛果冻,3446,口感,73.04,90,24,0,4,28,0.8571428571428571,79
251,2019070912,果冻/布丁,旺旺,ALICE QUEEN果汁果冻480G,3445,质量,75.08,135,30,0,5,35,0.8571428571428571,135
529,2019070912,果冻/布丁,cocon/可康,420G*4,3447,性价比,92.93,33,53,8,1,62,0.8548387096774194,69
476,2019070912,果冻/布丁,优洽,SOSO果冻,3447,性价比,91.64,48,176,20,10,206,0.8543689320388349,70
272,2019070912,果冻/布丁,佳达,拖肥,3444,味道,86.53,134,878,31,119,1028,0.8540856031128404,175
873,2019070912,果冻/布丁,秀尔魅,酵素果冻蓝莓味道,3448,功能,91.06,60,573,54,45,672,0.8526785714285714,76
898,2019070912,果冻/布丁,munwaving/美飘飘,酵素果冻盒装,3451,排毒效果,91.07,3,23,4,0,27,0.8518518518518519,6
500,2019070912,果冻/布丁,clever mama/巧妈妈,鸡蛋布甸,3444,味道,84.66,149,424,12,63,499,0.8496993987975952,176
216,2019070912,果冻/布丁,樱桃小丸子,樱桃小丸子,3444,味道,82.54,169,208,4,33,245,0.8489795918367347,177
261,2019070912,果冻/布丁,call me queen/叫我女王,胶原蛋白/洛神花/燕窝果冻,3452,清肠排便效果,92.18,5,292,35,17,344,0.8488372093023255,11
813,2019070912,果冻/布丁,喜之郎,香橙味果冻90克,3444,味道,78.58,194,84,0,15,99,0.8484848484848485,178
849,2019070912,果冻/布丁,新巧风,鸡蛋布丁,3444,味道,76.01,209,28,1,4,33,0.8484848484848485,179
182,2019070912,果冻/布丁,喜之郎,150G/包,3447,性价比,79.16,85,22,2,2,26,0.8461538461538461,71
973,2019070912,果冻/布丁,喜之郎,CICI果汁果冻爽15袋,3444,味道,79.16,190,22,2,2,26,0.8461538461538461,180
76,2019070912,果冻/布丁,clever mama/巧妈妈,鸡蛋布甸实惠装750G,3444,味道,84.91,146,691,21,105,817,0.8457772337821298,181
12,2019070912,果冻/布丁,平野,芝士味/焦糖味布丁,3444,味道,89.19,103,230,22,20,272,0.8455882352941176,182
446,2019070912,果冻/布丁,樱桃小丸子,果冻布丁,3444,味道,83.72,158,153,7,21,181,0.8453038674033149,183
78,2019070912,果冻/布丁,clever mama/巧妈妈,鸡蛋布甸实惠装750G,3446,口感,79.96,80,120,1,21,142,0.8450704225352113,80
245,2019070912,果冻/布丁,喜之郎,蜜桔果肉果冻大袋 990G/袋,3447,性价比,81.23,81,38,3,4,45,0.8444444444444444,72
677,2019070912,果冻/布丁,良品铺子,日式纸袋果冻,3446,口感,81.02,79,70,3,10,83,0.8433734939759037,81
149,2019070912,果冻/布丁,easy fun,零卡果冻,3444,味道,85.12,145,225,12,30,267,0.8426966292134831,184
779,2019070912,果冻/布丁,喜之郎,果冻90G,3444,味道,79.77,189,123,1,22,146,0.8424657534246576,185
209,2019070912,果冻/布丁,乖乖瘦,1盒蓝莓果冻,3447,性价比,94.51,23,96,16,2,114,0.8421052631578947,73
427,2019070912,果冻/布丁,乖乖瘦,酵素果冻,3447,性价比,88.74,59,32,5,1,38,0.8421052631578947,74
299,2019070912,果冻/布丁,喜之郎,CICI果汁果冻爽150G,3444,味道,73.36,217,32,0,6,38,0.8421052631578947,186
404,2019070912,果冻/布丁,爱飘飘,酵素果冻果粉,3452,清肠排便效果,89.88,7,935,87,89,1111,0.8415841584158416,12
933,2019070912,果冻/布丁,韩乐,优酪果冻2.5KG,3444,味道,87.13,127,58,7,4,69,0.8405797101449275,187
786,2019070912,果冻/布丁,喜之郎,什锦果肉果冻200G,3447,性价比,79.24,84,58,2,9,69,0.8405797101449275,75
26,2019070912,果冻/布丁,three squirrels/三只松鼠,垦丁的晚霞果味果冻360G,3447,性价比,84.84,74,105,8,12,125,0.84,76
563,2019070912,果冻/布丁,果延嗖,果延嗖酵素果冻,3447,性价比,90.37,55,21,4,0,25,0.84,77
679,2019070912,果冻/布丁,良品铺子,日式纸袋果冻,3453,果肉,74.57,8,42,0,8,50,0.84,6
219,2019070912,果冻/布丁,樱桃小丸子,樱桃小丸子,3454,外观,92.03,8,26,5,0,31,0.8387096774193549,8
624,2019070912,果冻/布丁,巨峰,葡萄果冻,3446,口感,77.82,84,26,2,3,31,0.8387096774193549,82
807,2019070912,果冻/布丁,call me queen/叫我女王,洛神花果冻,3449,养颜效果,84.52,9,31,4,2,37,0.8378378378378378,1
644,2019070912,果冻/布丁,喜之郎,果冻条,3444,味道,78.15,198,36,2,5,43,0.8372093023255814,188
662,2019070912,果冻/布丁,chacheer/洽洽,混合果冻-糖果装,3444,味道,83.16,163,252,10,39,301,0.8372093023255814,189
122,2019070912,果冻/布丁,良品铺子,米酿,3444,味道,84.45,151,359,17,53,429,0.8368298368298368,190
958,2019070912,果冻/布丁,雅客,雅客心动珍礼果冻,3446,口感,74.26,89,41,0,8,49,0.8367346938775511,83
843,2019070912,果冻/布丁,orihiro/欧力喜乐,双拼果冻,3444,味道,75.58,210,41,1,7,49,0.8367346938775511,191
664,2019070912,果冻/布丁,chacheer/洽洽,混合果冻-糖果装,3446,口感,76.43,86,46,1,8,55,0.8363636363636363,84
519,2019070912,果冻/布丁,小腰精,酵素果冻,3447,性价比,92.07,42,218,31,12,261,0.8352490421455939,78
456,2019070912,果冻/布丁,maizhao/唛兆,阿Q果冻,3444,味道,80.65,182,147,4,25,176,0.8352272727272727,192
660,2019070912,果冻/布丁,natural is best/自然派,芒果果冻,3444,味道,72.95,221,20,1,3,24,0.8333333333333334,193
771,2019070912,果冻/布丁,菲诺,YZD02,3446,口感,78.81,82,75,2,13,90,0.8333333333333334,85
914,2019070912,果冻/布丁,妍致,乳酸果冻,3444,味道,71.67,224,35,0,7,42,0.8333333333333334,194
222,2019070912,果冻/布丁,喜之郎,苹果味果冻,3444,味道,76.36,204,70,0,14,84,0.8333333333333334,195
