,cid,brand,model,datamonth,price,biz30day,total_sold_price,model_ratings,model_rank
1966,2019090610,epson/爱普生,CB-W42,201908,5499.33,56,315317.32,72.84,376.0
1989,2019090610,epson/爱普生,CB-X05,201908,3251.61,3492,11864837.360000001,84.99,202.0
2012,2019090610,epson/爱普生,CB-X05E,201908,3517.09,5687,20386992.249999996,92.3,58.0
2033,2019090610,epson/爱普生,CH-TW5400,201908,3594.95,3351,17773118.41,87.84,152.0
2074,2019090610,epson/爱普生,CH-TW6300,201908,6356.17,313,2889095.8000000003,82.1,263.0
2094,2019090610,epson/爱普生,CH-TW650,201908,5205.94,996,5220069.09,83.72,232.0
2113,2019090610,evieo/神画,F1,201908,4499.0,460,2273140.0,84.56,210.0
2130,2019090610,evieo/神画,F1 PRO,201908,5999.0,62,392838.0,64.44,421.0
2146,2019090610,evieo/神画,Q1,201908,2999.0,2015,6493045.0,90.29,101.0
2184,2019090610,evieo/神画,TT-P亮黑,201908,2499.0,880,2455626.0300000003,81.79,269.0
2214,2019090610,evieo/神画,TT-P商务版,201908,2499.0,3104,9324659.91,88.65,130.0
2227,2019090610,e家乐,.E08.,201908,351.47,3163,1269686.42,87.42,162.0
2232,2019090610,e家乐,A8.C,201908,345.6,76,26265.6,81.95,267.0
2237,2019090610,e家乐,A8C.2,201908,345.6,915,316223.99999999994,74.61,361.0
2260,2019090610,e家乐,E02.,201908,1258.28,235,331641.25000000006,85.65,190.0
2282,2019090610,e家乐,E08WIFI版,201908,358.8,236,109297.67999999998,70.25,395.0
2293,2019090610,e家乐,Q7',201908,957.6,248,265666.80000000005,76.34,345.0
2309,2019090610,e家乐,Q7..,201908,603.08,51983,30010922.12,95.39,8.0
2312,2019090610,e家乐,Q7.A,201908,957.6,60,57456.0,86.81,173.0
2340,2019090610,fujitsu/富士通,FA100,201908,1274.17,16228,26429187.869999997,93.85,29.0
2358,2019090610,fujitsu/富士通,FA200,201908,1231.63,3366,5286402.92,87.58,160.0
2369,2019090610,hisense/海信,80L5D,201908,21999.0,176,3015713.0,63.69,423.0
2411,2019090610,hitachi/日立,K29E,201908,3049.15,1976,5865848.06,86.58,176.0
2444,2019090610,inovel/艾洛维,V75,201908,20398.8,569,11157462.420000004,79.12,304.0
2464,2019090610,jmgo/坚果,1895,201908,10970.15,429,4383091.0,78.61,314.0
2478,2019090610,jmgo/坚果,4K激光电视U1,201908,11706.69,4572,34255334.0,91.32,74.0
2485,2019090610,jmgo/坚果,4K激光电视U1（火乐）,201908,16565.67,217,3194560.2,78.35,319.0
2507,2019090610,jmgo/坚果,A6,201908,2345.63,351,495258.6,83.27,244.0
2525,2019090610,jmgo/坚果,A6定制版,201908,1832.33,109,163948.46999999997,78.17,322.0
2544,2019090610,jmgo/坚果,C6,201908,2522.62,1880,4513895.05,82.72,251.0
2549,2019090610,jmgo/坚果,C7,201908,2595.83,69,169099.95,58.46,431.0
2571,2019090610,jmgo/坚果,D6_H,201908,4999.0,2480,12394921.0,70.17,397.0
2590,2019090610,jmgo/坚果,G3,201908,3450.99,18451,51302169.07000001,92.83,42.0
2618,2019090610,jmgo/坚果,G3 PRO,201908,4099.0,400,1946284.0,77.39,333.0
2644,2019090610,jmgo/坚果,G7,201908,2977.42,48811,149098876.0,93.73,31.0
2648,2019090610,jmgo/坚果,H70,201908,6988.0,22,155636.0,70.22,396.0
2677,2019090610,jmgo/坚果,J6,201908,3748.5,1931,7781029.57,84.38,215.0
2701,2019090610,jmgo/坚果,J6S,201908,3922.62,18922,77935811.78999999,91.5,72.0
2705,2019090610,jmgo/坚果,J7S,201908,4284.5,3070,13287880.5,91.2,83.0
2729,2019090610,jmgo/坚果,JG-J7,201908,3482.43,23992,102962012.57999998,94.72,17.0
2747,2019090610,jmgo/坚果,L6-H,201908,4611.98,1482,7151962.6,85.02,201.0
2793,2019090610,jmgo/坚果,M6,201908,1940.15,8640,17587546.61,94.6,18.0
2821,2019090610,jmgo/坚果,P2,201908,3295.22,5719,17674899.939999998,92.15,63.0
2825,2019090610,jmgo/坚果,P3,201908,3755.45,2901,9578538.0,85.58,191.0
2852,2019090610,jmgo/坚果,R8,201908,2254.96,384,932654.5,87.61,158.0
2885,2019090610,jmgo/坚果,S1 PRO,201908,11398.8,433,12774036.14,84.93,204.0
2910,2019090610,jmgo/坚果,U1,201908,11385.37,400,6234278.95,90.05,104.0
2924,2019090610,jmgo/坚果,V9,201908,6357.77,1560,10851240.19,90.48,98.0
2943,2019090610,jmgo/坚果,W700,201908,3345.67,460,1676593.89,73.51,370.0
2957,2019090610,jmgo/坚果,W730,201908,5999.0,776,3870607.4699999997,84.61,209.0
2967,2019090610,jmgo/坚果,X3,201908,6693.41,3706,24871983.19,89.08,120.0
2972,2019090610,jmgo/坚果,微果 J30-2C0,201908,1997.48,15902,29686568.0,92.4,53.0
2975,2019090610,jmgo/坚果,微果H6,201908,2112.39,5450,11587320.75,88.49,137.0
2980,2019090610,jmgo/坚果,微果I6,201908,1873.87,2631,4751378.55,89.81,108.0
2984,2019090610,kixin,K5升级版,201908,1729.0,16648,27646398.0,89.29,118.0
2990,2019090610,lamela/拉米拉,X200,201908,1966.68,3231,6242694.319999999,94.84,14.0
3030,2019090610,lejiada/乐佳达,YG300,201908,318.0,168,47162.36,60.43,427.0
3057,2019090610,lg,PH450UG,201908,3797.17,168,761122.5899999999,79.1,305.0
3072,2019090610,lightbrother/光影兄弟,W7,201908,1593.29,13904,22989467.0,91.7,68.0
3083,2019090610,lightbrother/光影兄弟,W7S,201908,1724.0,88,154894.78000000003,72.88,375.0
3100,2019090610,lmix,P12,201908,1629.94,54793,92873230.25,91.19,84.0
3116,2019090610,lmix,P15,201908,1776.15,3567,6183954.02,86.91,169.0
3158,2019090610,mego,G6,201908,1899.98,3920,7088412.15,78.99,307.0
3184,2019090610,mego,G6(S高配版),201908,2199.0,77,175307.0,42.05,432.0
3224,2019090610,nec,CD1100X,201908,2835.0,466,1259922.5,80.59,284.0
3240,2019090610,nec,NP-CD1010H,201908,4220.2,280,1141314.2,77.88,328.0
3282,2019090610,nec,NP-CD1110,201908,1975.92,2388,5451774.64,80.24,291.0
3302,2019090610,nec,NP-CD2116X,201908,3999.0,79,391192.60000000003,78.89,310.0
3318,2019090610,nec,NP-CD3105H,201908,4999.0,113,567479.8,65.48,419.0
3363,2019090610,nec,NP-U321H+,201908,8999.0,240,3767010.7400000007,79.58,298.0
3373,2019090610,nec,其他/OTHER,201908,2750.0,37,79730.20000000001,72.84,376.0
3414,2019090610,optoma/奥图码,HD260S,201908,4659.0,889,4881719.0,75.91,350.0
3424,2019090610,optoma/奥图码,HD300,201908,4508.9,360,1557594.4799999997,82.35,259.0
3427,2019090610,optoma/奥图码,HD39HDR,201908,5419.0,162,898388.0,79.61,297.0
3470,2019090610,optoma/奥图码,HDF575,201908,6099.0,247,1486745.0,91.25,82.0
3478,2019090610,optoma/奥图码,I5+,201908,4499.0,115,748985.0,69.11,406.0
3492,2019090610,optoma/奥图码,S341,201908,2362.0,228,566391.6100000001,83.47,235.0
3521,2019090610,optoma/奥图码,SL1,201908,3099.0,169,448201.0,68.78,407.0
3538,2019090610,optoma/奥图码,UHD566,201908,10499.0,209,2406807.57,86.54,177.0
3548,2019090610,optoma/奥图码,UHD588,201908,5187.25,58,564562.2,78.17,322.0
3557,2019090610,optoma/奥图码,X316ST,201908,3721.88,269,968493.5000000001,77.95,327.0
3596,2019090610,optoma/奥图码,X341,201908,3044.96,283,785866.5500000002,89.68,110.0
3606,2019090610,panasonic/松下,PT-UX315C,201908,3474.04,748,2644589.07,78.91,309.0
3612,2019090610,panasonic/松下,PT-WW3600L,201908,5318.31,68,360425.38,91.3,77.0
3638,2019090610,panasonic/松下,PT-WX3400,201908,2849.0,427,1531217.8199999998,71.41,390.0
3646,2019090610,panasonic/松下,PT-WX3400L,201908,3611.62,1081,2905870.75,84.71,206.0
3652,2019090610,panasonic/松下,PT-WX3900L,201908,5070.99,73,394705.83999999997,83.47,234.0
3664,2019090610,philips/飞利浦,PPX5110CN,201908,1603.58,1255,2171398.59,75.94,349.0
3670,2019090610,podoor,N5,201908,2999.0,918,2753082.0,87.99,148.0
3676,2019090610,podoor,N5挑战者,201908,3044.0,497,1515163.29,82.58,254.0
3682,2019090610,podoor,T5,201908,1799.0,252,453348.0,81.55,274.0
3692,2019090610,podoor,投影仪,201908,1589.0,2095,3381620.81,90.16,103.0
3709,2019090610,poner saund/轰天炮,33-06W,201908,1077.68,13894,13282743.819999998,92.49,52.0
3732,2019090610,poner saund/轰天炮,DLP-100WM,201908,1299.0,483,626864.4900000001,84.27,217.0
3788,2019090610,poner saund/轰天炮,DLP-600,201908,2399.0,307,704662.0,72.67,382.0
3844,2019090610,poner saund/轰天炮,DLP-800,201908,2399.0,2413,5455608.84,83.47,236.0
3875,2019090610,poner saund/轰天炮,DLP-800W,201908,2384.5,1387,3239658.0,78.58,315.0
3892,2019090610,poner saund/轰天炮,DLP900W,201908,2399.0,102,244098.0,59.37,429.0
3941,2019090610,poner saund/轰天炮,GP-9,201908,460.93,18222,10537326.31,90.27,102.0
3947,2019090610,poner saund/轰天炮,GP18,201908,320.63,5210,1832849.41,88.58,132.0
3994,2019090610,poner saund/轰天炮,LED-33,201908,926.94,5289,3195152.81,87.03,164.0
4050,2019090610,poner saund/轰天炮,LED-86+,201908,1048.39,61943,87030883.10000002,93.31,35.0
4089,2019090610,poner saund/轰天炮,LED-86+ WIFI,201908,1232.34,53393,80169338.58999999,95.77,5.0
4126,2019090610,poner saund/轰天炮,LED-96,201908,1164.91,10087,14263440.249999998,93.56,33.0
4165,2019090610,poner saund/轰天炮,LED-96+,201908,1527.0,14105,19213060.78,95.24,11.0
4202,2019090610,poner saund/轰天炮,LED-96G,201908,1527.62,68312,95957272.86999999,95.37,9.0
4205,2019090610,poner saund/轰天炮,M11,201908,1526.09,4628,6971686.0,92.62,48.0
4209,2019090610,poner saund/轰天炮,M12,201908,1347.37,3575,4863775.87,91.29,80.0
4221,2019090610,poner saund/轰天炮,M2,201908,1158.09,61844,91894718.0,94.46,20.0
4244,2019090610,poner saund/轰天炮,M4,201908,1253.51,13826,23119967.76,90.84,88.0
4272,2019090610,poner saund/轰天炮,M5,201908,1307.5,31663,35135848.03999999,95.65,7.0
4281,2019090610,poner saund/轰天炮,M6,201908,1584.43,10798,15801546.92,94.15,23.0
4286,2019090610,poner saund/轰天炮,M6S,201908,1832.5,250,462200.0,73.84,366.0
4290,2019090610,poner saund/轰天炮,M8,201908,1642.68,772,1241738.6199999999,80.81,282.0
4296,2019090610,poner saund/轰天炮,M9,201908,1458.22,6375,9389600.719999999,88.92,122.0
4300,2019090610,poner saund/轰天炮,S160,201908,1508.38,10134,15000772.309999999,90.88,87.0
4312,2019090610,rigal,603升级版,201908,1819.0,25374,45355426.0,92.19,62.0
4346,2019090610,rigal,806,201908,1413.33,24108,24844210.68,92.38,54.0
4388,2019090610,rigal,RD--601,201908,2394.0,1886,4572927.76,83.35,239.0
4432,2019090610,rigal,RD--805,201908,744.75,793,473762.08,77.34,336.0
4477,2019090610,rigal,RD--806,201908,407.17,350656,241001227.63,94.08,24.0
4494,2019090610,rigal,RD-602,201908,2771.77,3055,8473059.0,89.74,109.0
4499,2019090610,rigal,RD-603,201908,2119.0,205,422895.0,79.24,302.0
4504,2019090610,rigal,RD-603增强版,201908,2119.0,229,466601.0,88.51,136.0
4538,2019090610,rigal,RD-605,201908,1838.74,2591,3844273.53,89.3,117.0
4550,2019090610,rigal,RD-606,201908,1560.31,13934,20612743.62,91.6,70.0
4557,2019090610,rigal,RD-611,201908,1810.77,3606,6306275.369999999,78.22,321.0
4602,2019090610,rigal,RD-80,201908,1090.0,866,804107.36,73.62,369.0
4647,2019090610,rigal,RD-806增强版,201908,1085.96,43033,55825445.919999994,91.3,78.0
4651,2019090610,rigal,RD-806旗舰版,201908,1780.0,60,96121.67,85.85,187.0
4671,2019090610,rigal,RD-807,201908,1380.0,6396,7672621.529999999,90.59,95.0
4685,2019090610,rigal,RD-807升级版,201908,1694.0,5994,9939098.0,94.85,13.0
4727,2019090610,rigal,RD-808,201908,1653.71,16630,24931663.080000006,93.87,28.0
4765,2019090610,rigal,RD-810,201908,467.13,5847,2897140.0600000005,90.66,91.0
4778,2019090610,rigal,RD-819,201908,1662.53,165,265852.41000000003,80.24,290.0
4802,2019090610,rigal,RD-822,201908,1453.17,4927,7640501.83,88.22,142.0
4837,2019090610,rigal,RD-825,201908,958.3,63562,72568161.69,96.13,4.0
4841,2019090610,rigal,RD-825/,201908,973.37,209,196465.47,83.72,231.0
4870,2019090610,rigal,RD-828,201908,1558.57,22093,20228442.47,94.04,25.0
4886,2019090610,rigal,RD-829,201908,454.8,1785,700952.3999999999,92.1,64.0
4898,2019090610,rigal,RD-850,201908,1508.0,265,83991.33,82.92,249.0
4904,2019090610,rigal,RD~606,201908,1745.18,61,94467.79999999999,76.1,347.0
4922,2019090610,rigal,RD~819,201908,1451.55,11651,16191018.87,89.99,106.0
4947,2019090610,rigal,卓越&尊享,201908,822.0,166,150412.2,82.65,253.0
4973,2019090610,robot go,M6,201908,1438.8,1072,1504182.7100000002,79.62,296.0
4999,2019090610,robot go,S6S,201908,2765.67,1507,4778813.57,82.85,250.0
5023,2019090610,robot go,T6,201908,2749.0,728,2008279.23,82.45,257.0
5046,2019090610,robot go,U8,201908,1805.25,1014,1696067.24,85.06,200.0
5072,2019090610,robot go,X9,201908,1798.8,21890,32379171.59,87.86,150.0
5128,2019090610,roova,HD1200,201908,1188.0,75604,115104012.13000001,87.81,154.0
5184,2019090610,roova,朗曼C5升级版,201908,2398.8,14125,39062848.2,80.85,281.0
5187,2019090610,sast/先科,LCD1000A,201908,968.6,859,805887.87,88.16,145.0
5199,2019090610,sast/先科,P07-D,201908,1351.88,12441,17664616.94,94.42,21.0
5204,2019090610,signyean/希影,S2,201908,1798.8,1846,3374344.82,91.29,81.0
5209,2019090610,skyworth/创维,D1,201908,3793.12,256,1024023.0,78.75,312.0
5212,2019090610,skyworth/创维,LP1802,201908,1899.0,28,53172.0,73.18,373.0
5224,2019090610,skyworth/创维,LP1803,201908,1624.0,1382,2448823.52,80.87,280.0
5229,2019090610,skyworth/创维,P1-PRO,201908,1499.0,905,1356595.0,86.81,174.0
5235,2019090610,skyworth/创维,P2,201908,1897.41,6555,13051744.75,86.86,171.0
5238,2019090610,skyworth/创维,S3,201908,6219.83,128,747477.8500000001,72.53,384.0
5254,2019090610,sony/索尼,MP-CD1,201908,2998.58,911,3236899.61,83.83,226.0
5285,2019090610,sony/索尼,MP-CL1,201908,3599.0,530,2478141.5100000002,78.98,308.0
5305,2019090610,sony/索尼,VPL-DX221,201908,2932.82,1847,5309774.24,87.02,165.0
5335,2019090610,sony/索尼,VPL-EX430,201908,3503.02,133,455636.34999999986,73.43,371.0
5365,2019090610,sony/索尼,VPL-EX433,201908,3482.91,3414,10590714.730000002,86.89,170.0
5395,2019090610,sony/索尼,VPL-EX453,201908,4918.83,210,1018504.0,86.44,178.0
5423,2019090610,sony/索尼,VPL-EX570,201908,5010.85,193,1265058.18,70.88,391.0
5462,2019090610,sony/索尼,VPL-HW48,201908,12699.5,122,1689165.6099999999,85.72,189.0
5477,2019090610,touchjet,S1智触版,201908,2088.0,442,930006.0,88.35,140.0
5500,2019090610,touchjet,T2,201908,3288.0,579,2075525.5000000002,79.54,299.0
5523,2019090610,touchjet,XB1,201908,1888.0,453,1056961.2,83.44,237.0
5542,2019090610,tumetimes,T5,201908,999.0,5349,9250546.09,83.37,238.0
5590,2019090610,tumetimes,TMT-1024,201908,349.0,19809,11897114.439999998,87.59,159.0
5632,2019090610,tumetimes,TMT-K806.,201908,399.0,13815,7756351.269999997,89.03,121.0
5642,2019090610,tumetimes,X3,201908,379.0,140,68659.6,70.77,393.0
5647,2019090610,ukcsis,T 9,201908,1615.67,494,387261.83999999997,82.99,248.0
5664,2019090610,ukcsis,T6,201908,1318.8,10336,14084741.27,94.47,19.0
5705,2019090610,vez,E6,201908,1299.0,11443,14469701.809999999,84.47,213.0
5709,2019090610,vez,T9,201908,1799.0,29,52371.0,69.4,403.0
5739,2019090610,vez,乐BOX,201908,1199.0,80,100270.0,68.44,409.0
5749,2019090610,viewsonic/优派,M1+,201908,2238.95,446,1007157.51,83.16,245.0
5754,2019090610,viewsonic/优派,M6,201908,2158.8,13,25426.4,67.32,414.0
5776,2019090610,viewsonic/优派,PA502S,201908,2403.75,102,274584.06999999995,68.68,408.0
5780,2019090610,whaley/微鲸,WP20E2A,201908,1699.0,365,592153.0,76.97,339.0
5783,2019090610,whaley/微鲸,WP20E2B,201908,2699.0,218,588382.0,71.42,389.0
5805,2019090610,whaley/微鲸,WP33M1A,201908,4888.14,287,1402789.0,81.76,270.0
5831,2019090610,whaley/微鲸,WP45F1B,201908,2282.17,1339,3773128.0,88.52,135.0
5837,2019090610,wowoto/窝窝头,S6,201908,4499.0,28,124672.0,83.14,246.0
5868,2019090610,xbygimi/极米科技,G03V,201908,3743.07,878,3134718.0,81.81,268.0
5892,2019090610,xbygimi/极米科技,G03V黑金版,201908,4094.45,488,1876202.0,61.17,426.0
5916,2019090610,xbygimi/极米科技,G04V,201908,4010.11,1192,4630708.0,84.03,222.0
5940,2019090610,xbygimi/极米科技,XG09S,201908,22299.0,184,5289816.0,75.27,356.0
5990,2019090610,xbygimi/极米科技,XH04A,201908,2864.97,15762,38625145.26,90.56,96.0
6007,2019090610,xbygimi/极米科技,XH05L,201908,2479.28,1150,3277846.0,79.98,294.0
6028,2019090610,xbygimi/极米科技,XHAD01,201908,4386.74,47143,204125070.0,92.26,60.0
6033,2019090610,xbygimi/极米科技,XHAD22,201908,3926.11,1852,6765702.12,84.87,205.0
6048,2019090610,xbygimi/极米科技,XHC06,201908,2541.33,881,4466190.149999999,88.19,143.0
6055,2019090610,xbygimi/极米科技,XHCU01,201908,2000.8,297,606803.0,80.35,288.0
6069,2019090610,xbygimi/极米科技,XJ02P,201908,14385.94,1079,14651037.25,78.31,320.0
6073,2019090610,xbygimi/极米科技,XJ02P 套装版,201908,22499.0,125,2413987.5300000003,77.61,331.0
6088,2019090610,xbygimi/极米科技,XJ03A,201908,3167.14,58219,181945991.0,93.2,38.0
6098,2019090610,xbygimi/极米科技,XJ03D,201908,5448.09,434,2271806.0,65.13,420.0
6108,2019090610,xbygimi/极米科技,XJ03V,201908,2314.37,5291,12635121.0,85.36,193.0
6129,2019090610,xbygimi/极米科技,XJ07P,201908,18261.77,125,2507496.12,74.48,362.0
6138,2019090610,xbygimi/极米科技,XJ13V,201908,1931.05,6793,13200353.0,91.4,73.0
6142,2019090610,xiaomi/小米,MJJGTYDS02FM,201908,2360.32,1214,2953625.5,82.39,258.0
6157,2019090610,xiaomi/小米,米家投影仪,201908,3317.89,4607,16804436.009999998,76.97,340.0
6165,2019090610,xiaomi/小米,米家投影仪青春版,201908,2356.24,12322,29515214.5,86.93,167.0
6173,2019090610,xiaomi/小米,米家激光投影4K,201908,12514.74,1213,13027361.680000002,72.71,381.0
6183,2019090610,ximico/西米可,H3,201908,818.67,2411,1820369.0899999999,82.52,256.0
6186,2019090610,ximico/西米可,S3,201908,512.22,1705,748328.51,80.1,293.0
6200,2019090610,ximico/西米可,T5,201908,948.84,2208,1075367.05,86.31,181.0
6241,2019090610,zte/中兴,SPRO2,201908,1799.0,944,2849845.0,74.27,365.0
6246,2019090610,万德成,C5,201908,1437.6,6662,10260478.490000002,88.79,125.0
6280,2019090610,万德成,VV19.,201908,406.8,6660,2916537.8900000006,90.65,92.0
6289,2019090610,万德成,VV20,201908,1668.0,366,653518.0,71.71,388.0
6324,2019090610,万德成,VV26,201908,1152.0,29726,42818583.76,92.55,49.0
