,cid,cidname,brand,model,funcid,target,target_ratings,target_rank,target_pos,target_neu,target_neg,target_total,target_rate,target_rate_rank
212,2018112614,家用工具组套,科麦斯,实用工具23件套,3427,性价比,93.65,44,33,0,0,33,1.0,7
344,2018112614,家用工具组套,科麦斯,工具箱组套,3427,性价比,93.77,43,34,0,0,34,1.0,8
147,2018112614,家用工具组套,戈麦斯,TYK-01,3437,性能,91.22,1,7,0,0,7,1.0,3
128,2018112614,家用工具组套,科麦斯,超强动力冲击钻工具组合套装,3428,功能,94.09,9,36,0,0,36,1.0,4
58,2018112614,家用工具组套,戈麦斯,MT,3428,功能,91.19,15,28,0,0,28,1.0,5
144,2018112614,家用工具组套,戈麦斯,TYK-01,3430,品类,90.77,19,22,0,0,22,1.0,10
69,2018112614,家用工具组套,芝浦,冲击钻+组套工具,3433,外观,90.37,26,21,0,0,21,1.0,10
237,2018112614,家用工具组套,戈麦斯,锂电钻工具套装,3430,品类,90.37,20,21,0,0,21,1.0,11
299,2018112614,家用工具组套,哲登,ZD-068,3426,质量,94.56,12,47,0,0,47,1.0,2
162,2018112614,家用工具组套,科麦斯,暴龙系列工具箱,3433,外观,94.57,23,39,0,0,39,1.0,11
328,2018112614,家用工具组套,佛兰仕,工具箱套装-001,3432,做工,94.57,9,40,0,0,40,1.0,3
188,2018112614,家用工具组套,crest/瑞德,电钻套装,3426,质量,96.91,6,85,0,0,85,1.0,3
271,2018112614,家用工具组套,龙韵,GJT0201011,3428,功能,92.35,13,27,0,0,27,1.0,6
122,2018112614,家用工具组套,科麦斯,工具箱套装,3429,款式,98.25,3,200,0,0,200,1.0,6
111,2018112614,家用工具组套,卡瓦尼,套装,3429,款式,98.4,2,238,0,0,238,1.0,7
220,2018112614,家用工具组套,亚得力,13,3433,外观,98.24,9,127,0,0,127,1.0,12
246,2018112614,家用工具组套,戈麦斯,TYK,3428,功能,97.63,2,92,0,0,92,1.0,7
146,2018112614,家用工具组套,戈麦斯,TYK-01,3433,外观,98.46,6,143,0,0,143,1.0,13
133,2018112614,家用工具组套,科麦斯,超强动力冲击钻工具组合套装,3433,外观,98.81,5,189,0,0,189,1.0,14
114,2018112614,家用工具组套,卡瓦尼,套装,3433,外观,98.91,4,204,0,0,204,1.0,15
78,2018112614,家用工具组套,科麦斯,王者电钻工具组合套装,3437,性能,80.59,6,13,0,0,13,1.0,4
326,2018112614,家用工具组套,佛兰仕,工具箱套装-001,3427,性价比,97.45,15,88,0,0,88,1.0,9
249,2018112614,家用工具组套,戈麦斯,TYK,3433,外观,97.77,13,98,0,0,98,1.0,16
280,2018112614,家用工具组套,哲登,ZD-061,3432,做工,97.79,2,108,0,0,108,1.0,4
240,2018112614,家用工具组套,戈麦斯,锂电钻工具套装,3433,外观,97.85,10,102,0,0,102,1.0,17
25,2018112614,家用工具组套,晶思达,JSDGJX,3433,外观,98.32,7,145,0,0,145,1.0,18
5,2018112614,家用工具组套,佛兰仕,CP-001,3430,品类,97.99,1,110,0,0,110,1.0,12
125,2018112614,家用工具组套,科麦斯,工具箱套装,3433,外观,98.25,8,152,0,0,152,1.0,19
235,2018112614,家用工具组套,戈麦斯,锂电钻工具套装,3428,功能,98.47,1,144,0,0,144,1.0,8
245,2018112614,家用工具组套,戈麦斯,TYK,3427,性价比,99.12,2,450,0,1,451,0.9977827050997783,10
109,2018112614,家用工具组套,卡瓦尼,套装,3427,性价比,99.34,1,837,0,2,839,0.9976162097735399,11
317,2018112614,家用工具组套,科麦斯,组合款,3433,外观,99.46,2,1811,0,5,1816,0.9972466960352423,20
113,2018112614,家用工具组套,卡瓦尼,套装,3432,做工,99.38,1,361,1,0,362,0.9972375690607734,5
46,2018112614,家用工具组套,科麦斯,锂电钻工具组合套装,3433,外观,99.22,3,1074,0,4,1078,0.9962894248608535,21
143,2018112614,家用工具组套,戈麦斯,TYK-01,3429,款式,98.46,1,191,0,1,192,0.9947916666666666,8
15,2018112614,家用工具组套,ak,家装组套,3430,品类,97.91,2,187,0,1,188,0.9946808510638298,13
43,2018112614,家用工具组套,科麦斯,锂电钻工具组合套装,3430,品类,97.83,3,184,0,1,185,0.9945945945945946,14
184,2018112614,家用工具组套,科麦斯,巨无霸,3433,外观,97.81,11,179,0,1,180,0.9944444444444445,22
38,2018112614,家用工具组套,闽豹,手动家用工具套装,3433,外观,97.75,14,176,0,1,177,0.9943502824858758,23
308,2018112614,家用工具组套,木子,工具箱组套,3432,做工,97.62,3,164,0,1,165,0.9939393939393939,6
257,2018112614,家用工具组套,亚得力,超强铝头电钻套装,3432,做工,97.54,4,161,0,1,162,0.9938271604938271,7
8,2018112614,家用工具组套,佛兰仕,CP-001,3433,外观,97.78,12,249,0,2,251,0.9920318725099602,24
129,2018112614,家用工具组套,科麦斯,超强动力冲击钻工具组合套装,3429,款式,97.12,8,246,0,2,248,0.9919354838709677,9
141,2018112614,家用工具组套,戈麦斯,TYK-01,3427,性价比,98.59,6,855,0,7,862,0.9918793503480279,12
108,2018112614,家用工具组套,卡瓦尼,套装,3426,质量,98.4,4,595,0,5,600,0.9916666666666667,4
303,2018112614,家用工具组套,木子,工具箱组套,3426,质量,98.4,2,594,0,5,599,0.991652754590985,5
251,2018112614,家用工具组套,亚得力,超强铝头电钻套装,3426,质量,98.64,1,712,1,5,718,0.9916434540389972,6
247,2018112614,家用工具组套,戈麦斯,TYK,3429,款式,97.77,5,114,1,0,115,0.991304347826087,10
270,2018112614,家用工具组套,龙韵,GJT0201011,3427,性价比,98.08,11,562,0,6,568,0.9894366197183099,13
142,2018112614,家用工具组套,戈麦斯,TYK-01,3428,功能,96.98,3,178,0,2,180,0.9888888888888889,9
252,2018112614,家用工具组套,亚得力,超强铝头电钻套装,3427,性价比,98.74,3,441,3,2,446,0.9887892376681614,14
234,2018112614,家用工具组套,戈麦斯,锂电钻工具套装,3427,性价比,98.44,8,691,2,6,699,0.9885550786838341,15
239,2018112614,家用工具组套,戈麦斯,锂电钻工具套装,3432,做工,97.35,5,256,0,3,259,0.9884169884169884,8
248,2018112614,家用工具组套,戈麦斯,TYK,3432,做工,97.34,6,255,0,3,258,0.9883720930232558,9
74,2018112614,家用工具组套,科麦斯,王者电钻工具组合套装,3430,品类,96.79,6,168,0,2,170,0.9882352941176471,15
312,2018112614,家用工具组套,科麦斯,组合款,3428,功能,95.12,6,81,0,1,82,0.9878048780487805,10
236,2018112614,家用工具组套,戈麦斯,锂电钻工具套装,3429,款式,96.52,11,156,0,2,158,0.9873417721518988,11
32,2018112614,家用工具组套,闽豹,手动家用工具套装,3427,性价比,98.55,7,1009,4,9,1022,0.987279843444227,16
135,2018112614,家用工具组套,艾瑞泽,ARZTZ-15,3427,性价比,97.18,20,77,1,0,78,0.9871794871794872,17
314,2018112614,家用工具组套,科麦斯,组合款,3430,品类,97.82,4,302,1,3,306,0.9869281045751634,16
93,2018112614,家用工具组套,佛兰仕,锂电组套0,3427,性价比,97.3,18,150,1,1,152,0.9868421052631579,18
14,2018112614,家用工具组套,ak,家装组套,3429,款式,93.04,24,445,0,6,451,0.9866962305986696,12
166,2018112614,家用工具组套,久克,JYZT12,3430,品类,97.03,5,73,1,0,74,0.9864864864864865,17
66,2018112614,家用工具组套,芝浦,冲击钻+组套工具,3427,性价比,94.42,38,68,0,1,69,0.9855072463768116,19
145,2018112614,家用工具组套,戈麦斯,TYK-01,3432,做工,97.34,7,402,0,6,408,0.9852941176470589,10
348,2018112614,家用工具组套,fogo/富格,AA,3427,性价比,95.82,32,132,0,2,134,0.9850746268656716,20
2,2018112614,家用工具组套,佛兰仕,CP-001,3427,性价比,98.35,9,970,5,10,985,0.9847715736040609,21
117,2018112614,家用工具组套,卡瓦尼,套装,3439,扭矩,94.08,1,64,0,1,65,0.9846153846153847,3
110,2018112614,家用工具组套,卡瓦尼,套装,3428,功能,96.49,4,192,0,3,195,0.9846153846153847,11
16,2018112614,家用工具组套,ak,家装组套,3431,材质,96.3,1,182,0,3,185,0.9837837837837838,5
276,2018112614,家用工具组套,哲登,ZD-061,3426,质量,96.18,9,175,0,3,178,0.9831460674157303,7
195,2018112614,家用工具组套,科麦斯,专业百样工具组合套装,3433,外观,96.27,18,58,1,0,59,0.9830508474576272,25
29,2018112614,家用工具组套,泓雷,1004,3427,性价比,97.04,23,229,1,3,233,0.9828326180257511,22
197,2018112614,家用工具组套,ak,E082,3427,性价比,97.16,21,286,1,4,291,0.9828178694158075,23
290,2018112614,家用工具组套,apollo/希孟,粉色家用39件/40件,3429,款式,90.33,27,55,0,1,56,0.9821428571428571,13
182,2018112614,家用工具组套,科麦斯,巨无霸,3430,品类,92.91,14,53,0,1,54,0.9814814814814815,18
304,2018112614,家用工具组套,木子,工具箱组套,3427,性价比,97.36,17,358,2,5,365,0.9808219178082191,24
327,2018112614,家用工具组套,佛兰仕,工具箱套装-001,3429,款式,95.1,22,51,0,1,52,0.9807692307692307,14
106,2018112614,家用工具组套,久克,LSJY-70,3427,性价比,92.65,51,51,0,1,52,0.9807692307692307,25
20,2018112614,家用工具组套,晶思达,JSDGJX,3427,性价比,98.74,4,663,9,4,676,0.9807692307692307,26
49,2018112614,家用工具组套,科麦斯,锂电钻工具组合套装,3439,扭矩,92.02,5,50,0,1,51,0.9803921568627451,4
277,2018112614,家用工具组套,哲登,ZD-061,3427,性价比,98.64,5,295,5,1,301,0.9800664451827242,27
73,2018112614,家用工具组套,科麦斯,王者电钻工具组合套装,3429,款式,97.16,7,835,2,15,852,0.9800469483568075,15
179,2018112614,家用工具组套,科麦斯,巨无霸,3427,性价比,97.52,14,484,3,7,494,0.979757085020243,28
41,2018112614,家用工具组套,科麦斯,锂电钻工具组合套装,3428,功能,95.99,5,241,0,5,246,0.9796747967479674,12
12,2018112614,家用工具组套,ak,家装组套,3427,性价比,97.36,16,815,2,15,832,0.9795673076923077,29
339,2018112614,家用工具组套,闽豹,家用工具套装,3427,性价比,96.58,28,236,1,4,241,0.979253112033195,30
313,2018112614,家用工具组套,科麦斯,组合款,3429,款式,97.7,6,2305,2,47,2354,0.9791843670348344,16
101,2018112614,家用工具组套,芝浦,锂电钻+工具套装,3427,性价比,95.66,33,185,0,4,189,0.9788359788359788,31
21,2018112614,家用工具组套,晶思达,JSDGJX,3429,款式,96.41,14,227,0,5,232,0.978448275862069,17
189,2018112614,家用工具组套,crest/瑞德,电钻套装,3427,性价比,94.33,40,45,1,0,46,0.9782608695652174,32
232,2018112614,家用工具组套,apollo/希孟,DT0773N1,3427,性价比,91.76,53,45,0,1,46,0.9782608695652174,33
217,2018112614,家用工具组套,亚得力,13,3430,品类,93.89,12,88,0,2,90,0.9777777777777777,19
174,2018112614,家用工具组套,卡夫威尔,H1041A,3426,质量,91.59,19,44,0,1,45,0.9777777777777777,8
283,2018112614,家用工具组套,hold,HY-N,3426,质量,91.03,20,43,0,1,44,0.9772727272727273,9
33,2018112614,家用工具组套,闽豹,手动家用工具套装,3428,功能,91.34,14,43,0,1,44,0.9772727272727273,13
71,2018112614,家用工具组套,科麦斯,王者电钻工具组合套装,3427,性价比,97.68,13,1816,10,33,1859,0.9768692845615923,34
148,2018112614,家用工具组套,戈麦斯,TYK-01,3438,劲力,91.22,1,42,0,1,43,0.9767441860465116,2
233,2018112614,家用工具组套,戈麦斯,锂电钻工具套装,3426,质量,96.96,5,856,2,19,877,0.976054732041049,10
85,2018112614,家用工具组套,久克,JYTZ71,3427,性价比,93.56,45,81,0,2,83,0.9759036144578314,35
127,2018112614,家用工具组套,科麦斯,超强动力冲击钻工具组合套装,3427,性价比,96.63,27,646,1,15,662,0.9758308157099698,36
311,2018112614,家用工具组套,科麦斯,组合款,3427,性价比,98.13,10,6847,62,113,7022,0.9750783252634577,37
292,2018112614,家用工具组套,apollo/希孟,粉色家用39件/40件,3433,外观,90.33,27,38,0,1,39,0.9743589743589743,26
4,2018112614,家用工具组套,佛兰仕,CP-001,3429,款式,95.63,20,399,1,10,410,0.973170731707317,18
191,2018112614,家用工具组套,科麦斯,专业百样工具组合套装,3427,性价比,97.18,19,288,4,4,296,0.972972972972973,38
18,2018112614,家用工具组套,ak,家装组套,3433,外观,92.77,25,72,0,2,74,0.972972972972973,27
181,2018112614,家用工具组套,科麦斯,巨无霸,3429,款式,97.81,4,251,2,5,258,0.9728682170542635,19
121,2018112614,家用工具组套,科麦斯,工具箱套装,3427,性价比,96.65,26,592,4,13,609,0.9720853858784894,39
149,2018112614,家用工具组套,戈麦斯,TYK-01,3439,扭矩,92.41,4,68,0,2,70,0.9714285714285714,5
159,2018112614,家用工具组套,科麦斯,暴龙系列工具箱,3427,性价比,94.81,36,102,1,2,105,0.9714285714285714,40
42,2018112614,家用工具组套,科麦斯,锂电钻工具组合套装,3429,款式,96.43,13,1354,1,39,1394,0.9713055954088953,20
60,2018112614,家用工具组套,戈麦斯,MT,3432,做工,93.7,10,134,0,4,138,0.9710144927536232,11
68,2018112614,家用工具组套,芝浦,冲击钻+组套工具,3432,做工,89.05,19,33,0,1,34,0.9705882352941176,12
11,2018112614,家用工具组套,ak,家装组套,3426,质量,96.63,7,2240,3,65,2308,0.9705372616984402,11
176,2018112614,家用工具组套,bosch/博世,家用多功能五金工具箱108件套,3427,性价比,93.23,48,97,0,3,100,0.97,41
152,2018112614,家用工具组套,dpei/赣春,GC16/68,3432,做工,88.74,22,32,0,1,33,0.9696969696969697,13
175,2018112614,家用工具组套,bosch/博世,家用多功能五金工具箱108件套,3426,质量,95.1,11,288,0,9,297,0.9696969696969697,12
119,2018112614,家用工具组套,亚得力,06,3427,性价比,97.7,12,95,3,0,98,0.9693877551020408,42
214,2018112614,家用工具组套,亚得力,13,3427,性价比,97.11,22,1775,16,41,1832,0.9688864628820961,43
227,2018112614,家用工具组套,sj/上匠,牛筋包工具套装,3434,工具包,88.29,1,31,0,1,32,0.96875,1
102,2018112614,家用工具组套,芝浦,锂电钻+工具套装,3429,款式,96.09,16,60,0,2,62,0.967741935483871,21
207,2018112614,家用工具组套,crest/瑞德,105888,3430,品类,91.33,18,59,0,2,61,0.9672131147540983,20
105,2018112614,家用工具组套,久克,LSJY-70,3426,质量,93.2,17,116,0,4,120,0.9666666666666667,13
57,2018112614,家用工具组套,戈麦斯,MT,3427,性价比,95.2,35,284,2,8,294,0.9659863945578231,44
95,2018112614,家用工具组套,佛兰仕,锂电组套0,3432,做工,92.46,11,84,0,3,87,0.9655172413793104,14
40,2018112614,家用工具组套,科麦斯,锂电钻工具组合套装,3427,性价比,96.72,25,3581,24,104,3709,0.9654893502291723,45
244,2018112614,家用工具组套,戈麦斯,TYK,3426,质量,95.25,10,559,0,20,579,0.9654576856649395,14
56,2018112614,家用工具组套,戈麦斯,MT,3426,质量,98.4,3,166,6,0,172,0.9651162790697675,15
262,2018112614,家用工具组套,捷顺,组合工具套装,3427,性价比,95.93,30,440,4,12,456,0.9649122807017544,46
150,2018112614,家用工具组套,dpei/赣春,GC16/68,3426,质量,94.18,14,136,1,4,141,0.9645390070921985,16
164,2018112614,家用工具组套,久克,JYZT12,3427,性价比,95.86,31,725,4,23,752,0.964095744680851,47
52,2018112614,家用工具组套,久克,JK0016,3427,性价比,93.84,42,107,1,3,111,0.963963963963964,48
192,2018112614,家用工具组套,科麦斯,专业百样工具组合套装,3429,款式,96.27,15,130,1,4,135,0.9629629629629629,22
82,2018112614,家用工具组套,捷顺,家用工具组合套装,3427,性价比,94.48,37,233,1,8,242,0.9628099173553719,49
210,2018112614,家用工具组套,crest/瑞德,105888,3433,外观,90.09,28,51,0,2,53,0.9622641509433962,28
34,2018112614,家用工具组套,闽豹,手动家用工具套装,3429,款式,95.74,18,276,1,10,287,0.9616724738675958,23
275,2018112614,家用工具组套,龙韵,GJT0201011,3433,外观,89.58,29,49,0,2,51,0.9607843137254902,29
0,2018112614,家用工具组套,stanley/史丹利,MC-058-23,3426,质量,85.36,34,24,0,1,25,0.96,17
3,2018112614,家用工具组套,佛兰仕,CP-001,3428,功能,93.09,11,96,1,3,100,0.96,14
116,2018112614,家用工具组套,卡瓦尼,套装,3438,劲力,85.45,5,24,0,1,25,0.96,3
180,2018112614,家用工具组套,科麦斯,巨无霸,3428,功能,85.45,18,24,0,1,25,0.96,15
17,2018112614,家用工具组套,ak,家装组套,3432,做工,94.82,8,621,1,25,647,0.9598145285935085,15
160,2018112614,家用工具组套,科麦斯,暴龙系列工具箱,3429,款式,94.57,23,47,0,2,49,0.9591836734693877,24
98,2018112614,家用工具组套,久克,JKZK8,3427,性价比,90.76,56,70,0,3,73,0.958904109589041,50
334,2018112614,家用工具组套,sj/上匠,家用工具套装,3427,性价比,93.13,49,185,0,8,193,0.9585492227979274,51
287,2018112614,家用工具组套,fogo/富格,GJTZ1001,3432,做工,83.95,26,23,0,1,24,0.9583333333333334,16
120,2018112614,家用工具组套,科麦斯,工具箱套装,3426,质量,94.32,13,638,0,28,666,0.9579579579579579,18
331,2018112614,家用工具组套,dpei/赣春,GC-16.2,3427,性价比,94.34,39,269,2,10,281,0.9572953736654805,52
346,2018112614,家用工具组套,sj/上匠,牛筋包组套,3427,性价比,84.2,62,22,0,1,23,0.9565217391304348,53
67,2018112614,家用工具组套,芝浦,冲击钻+组套工具,3429,款式,90.37,26,22,0,1,23,0.9565217391304348,25
151,2018112614,家用工具组套,dpei/赣春,GC16/68,3427,性价比,88.66,59,44,0,2,46,0.9565217391304348,54
186,2018112614,家用工具组套,久克,JKDZ1,3427,性价比,94.0,41,110,2,3,115,0.9565217391304348,55
353,2018112614,家用工具组套,stanley/史丹利,MC-045-23,3430,品类,82.94,22,21,0,1,22,0.9545454545454546,21
196,2018112614,家用工具组套,ak,E082,3426,质量,94.17,15,823,1,40,864,0.9525462962962963,19
89,2018112614,家用工具组套,亚得力,07,3430,品类,82.97,21,20,0,1,21,0.9523809523809523,22
107,2018112614,家用工具组套,久克,LSJY-70,3432,做工,83.78,27,20,0,1,21,0.9523809523809523,17
103,2018112614,家用工具组套,芝浦,锂电钻+工具套装,3432,做工,91.21,13,78,0,4,82,0.9512195121951219,18
231,2018112614,家用工具组套,apollo/希孟,DT0773N1,3426,质量,91.64,18,136,0,7,143,0.951048951048951,20
13,2018112614,家用工具组套,ak,家装组套,3428,功能,94.41,8,38,2,0,40,0.95,16
263,2018112614,家用工具组套,捷顺,组合工具套装,3429,款式,76.39,31,75,0,4,79,0.9493670886075949,26
340,2018112614,家用工具组套,闽豹,家用工具套装,3429,款式,92.84,25,55,1,2,58,0.9482758620689655,27
10,2018112614,家用工具组套,佛兰仕,CP-001,3438,劲力,90.1,2,73,0,4,77,0.948051948051948,4
215,2018112614,家用工具组套,亚得力,13,3428,功能,93.98,10,36,2,0,38,0.9473684210526315,17
140,2018112614,家用工具组套,戈麦斯,TYK-01,3426,质量,93.61,16,894,1,49,944,0.9470338983050848,21
242,2018112614,家用工具组套,戈麦斯,锂电钻工具套装,3438,劲力,86.08,4,35,0,2,37,0.9459459459459459,5
72,2018112614,家用工具组套,科麦斯,王者电钻工具组合套装,3428,功能,90.36,16,105,0,6,111,0.9459459459459459,18
88,2018112614,家用工具组套,亚得力,07,3427,性价比,91.6,54,122,1,6,129,0.9457364341085271,56
294,2018112614,家用工具组套,车大大,002,3427,性价比,92.44,52,86,2,3,91,0.945054945054945,57
201,2018112614,家用工具组套,ak,E082,3431,材质,88.91,6,68,0,4,72,0.9444444444444444,6
27,2018112614,家用工具组套,科麦斯,25V锂电钻套装,3427,性价比,89.29,58,34,1,1,36,0.9444444444444444,58
325,2018112614,家用工具组套,佛兰仕,工具箱套装-001,3426,质量,87.56,24,50,0,3,53,0.9433962264150944,22
199,2018112614,家用工具组套,ak,E082,3429,款式,88.91,28,129,1,7,137,0.9416058394160584,28
183,2018112614,家用工具组套,科麦斯,巨无霸,3432,做工,91.63,12,296,0,19,315,0.9396825396825397,19
205,2018112614,家用工具组套,crest/瑞德,105888,3427,性价比,92.88,50,561,4,33,598,0.9381270903010034,59
124,2018112614,家用工具组套,科麦斯,工具箱套装,3432,做工,89.64,18,169,0,12,181,0.9337016574585635,20
154,2018112614,家用工具组套,厚政,610,3427,性价比,90.69,57,121,2,7,130,0.9307692307692308,60
137,2018112614,家用工具组套,艾瑞泽,ZHTZ,3426,质量,86.95,28,66,0,5,71,0.9295774647887324,23
350,2018112614,家用工具组套,fogo/富格,AA,3432,做工,83.48,28,39,0,3,42,0.9285714285714286,21
139,2018112614,家用工具组套,bosch/博世,12/66/108件套,3426,质量,84.01,40,37,0,3,40,0.925,24
158,2018112614,家用工具组套,科麦斯,暴龙系列工具箱,3426,质量,87.95,23,119,0,10,129,0.9224806201550387,25
202,2018112614,家用工具组套,ak,E082,3432,做工,88.8,21,187,0,16,203,0.9211822660098522,22
216,2018112614,家用工具组套,亚得力,13,3429,款式,95.41,21,291,0,25,316,0.9208860759493671,29
238,2018112614,家用工具组套,戈麦斯,锂电钻工具套装,3431,材质,80.04,7,23,0,2,25,0.92,7
316,2018112614,家用工具组套,科麦斯,组合款,3432,做工,90.94,14,2622,6,232,2860,0.9167832167832168,23
206,2018112614,家用工具组套,crest/瑞德,105888,3429,款式,88.36,30,159,0,15,174,0.9137931034482759,30
282,2018112614,家用工具组套,deli/得力,3702,3426,质量,78.49,52,21,0,2,23,0.9130434782608695,26
76,2018112614,家用工具组套,科麦斯,王者电钻工具组合套装,3432,做工,89.95,16,760,2,71,833,0.9123649459783914,24
211,2018112614,家用工具组套,科麦斯,实用工具23件套,3426,质量,81.14,45,31,0,3,34,0.9117647058823529,27
272,2018112614,家用工具组套,龙韵,GJT0201011,3429,款式,88.63,29,101,1,9,111,0.9099099099099099,31
321,2018112614,家用工具组套,科麦斯,组合款,3438,劲力,77.46,8,20,0,2,22,0.9090909090909091,6
289,2018112614,家用工具组套,apollo/希孟,粉色家用39件/40件,3427,性价比,84.11,63,60,0,6,66,0.9090909090909091,61
225,2018112614,家用工具组套,sj/上匠,牛筋包工具套装,3427,性价比,85.46,61,80,0,8,88,0.9090909090909091,62
132,2018112614,家用工具组套,科麦斯,超强动力冲击钻工具组合套装,3432,做工,88.81,20,270,3,25,298,0.9060402684563759,25
131,2018112614,家用工具组套,科麦斯,超强动力冲击钻工具组合套装,3431,材质,76.32,10,19,0,2,21,0.9047619047619048,8
310,2018112614,家用工具组套,科麦斯,组合款,3426,质量,89.78,22,6248,21,660,6929,0.9017174195410593,28
165,2018112614,家用工具组套,久克,JYZT12,3429,款式,75.33,32,128,2,12,142,0.9014084507042254,32
352,2018112614,家用工具组套,stanley/史丹利,MC-045-23,3427,性价比,86.05,60,79,2,7,88,0.8977272727272727,63
265,2018112614,家用工具组套,捷顺,组合工具套装,3431,材质,76.39,9,26,0,3,29,0.896551724137931,9
285,2018112614,家用工具组套,fogo/富格,GJTZ1001,3426,质量,90.55,21,95,6,5,106,0.8962264150943396,29
228,2018112614,家用工具组套,fixman/菲克斯曼,BT46,3426,质量,86.84,29,309,1,36,346,0.8930635838150289,30
