,cid,brand,model,datamonth,price,biz30day,total_sold_price,model_ratings,model_rank
1074,2019091609,panasonic/松下,V-M771C,201908,2249.0,1973,3752376.08,95.33,132.0
1079,2019091609,philips/飞利浦,191,201908,3598.08,854,2620235.0,96.56,101.0
1084,2019091609,philips/飞利浦,ALPHA,201908,2395.38,147,343996.0,,
1093,2019091609,philips/飞利浦,智能锁ALPHA,201908,2518.99,3139,5832496.0,95.58,126.0
1103,2019091609,pintos/品多,M1,201908,3279.0,2202,1893401.42,97.43,71.0
1113,2019091609,rnbn,F8-S,201908,1399.0,4994,6986606.0,97.42,72.0
1117,2019091609,rnbn,X9,201908,1699.0,199,338101.0,87.13,223.0
1125,2019091609,rynx/凌仕,H13,201908,476.06,12174,5706678.26,93.66,152.0
1135,2019091609,rynx/凌仕,LS103,201908,1336.5,2112,2809613.0,98.95,9.0
1161,2019091609,rynx/凌仕,指纹锁晶钻A款,201908,547.67,42200,24857036.319999997,96.85,93.0
1171,2019091609,sakuracan/樱能,R9,201908,24.0,294,93332.0,,
1182,2019091609,samsung/三星,DR708 738,201908,4122.27,296,1040553.0299999999,91.67,186.0
1191,2019091609,samsung/三星,SHP--DP607,201908,3332.03,299,988599.4,,
1233,2019091609,samsung/三星,SHP-DP728,201908,2514.1,163688,394561707.5,99.01,7.0
1247,2019091609,samsung/三星,SHP-DP738,201908,2754.59,581,1899835.4100000001,,
1252,2019091609,samsung/三星,SHP-DR708,201908,4049.57,651,2442980.0,93.82,150.0
1262,2019091609,samsung/三星,SHP-DR717,201908,3899.13,628,2541503.81,,
1296,2019091609,samsung/三星,SHS-P718,201908,3298.71,8091,27313747.59,97.86,50.0
1322,2019091609,suocenor/索克罗,899F,201908,506.88,1843,1806609.25,96.54,102.0
1352,2019091609,suocenor/索克罗,9901,201908,516.47,242,204257.97999999998,88.96,212.0
1362,2019091609,szovik/索维克,F6,201908,420.0,906,380520.0,95.87,119.0
1386,2019091609,szovik/索维克,X9,201908,912.0,113,86234.67,92.08,179.0
1387,2019091609,tcl,K1S-09,201908,1678.8,1073,1801352.38,90.15,201.0
1397,2019091609,tenon/亚太天能,A2W,201908,2930.25,5085,12681140.81,97.48,67.0
1412,2019091609,tenon/亚太天能,E3,201908,1849.12,17621,41313674.87,98.15,39.0
1451,2019091609,tenon/亚太天能,V9S,201908,2228.58,23841,57202406.74,97.98,46.0
1457,2019091609,viomi/云米,LINK,201908,1222.13,9567,12102852.370000001,94.07,149.0
1462,2019091609,viomi/云米,LINK-02,201908,1292.71,241,268761.4,,
1487,2019091609,voc,.X7,201908,1899.0,5139,11016667.01,97.3,78.0
1515,2019091609,voc,K79,201908,2080.0,767,1901327.05,95.33,133.0
1543,2019091609,voc,T77F,201908,2390.0,2915,7411205.0,92.71,170.0
1571,2019091609,voc,V77F,201908,3280.0,1189,4028081.0,93.46,156.0
1583,2019091609,wwwg/吾爱吾家,W4,201908,1508.0,2872,4354976.0,90.32,200.0
1585,2019091609,xiaomi/小米,T21,201908,799.0,599,478601.0,98.18,37.0
1588,2019091609,xiaomi/小米,米家智能门锁 推拉式,201908,1604.59,3129,5172788.55,,
1597,2019091609,xiaomi/小米,米家智能门锁 标配版,201908,1298.6,52624,67086920.4,85.12,231.0
1605,2019091609,xiaomi/小米,米家智能门锁 霸王锁,201908,1517.28,3502,5388087.13,85.92,229.0
1614,2019091609,xiaomi/小米,米家智能门锁 青春版,201908,1072.46,12188,15176528.509999998,89.86,206.0
1635,2019091609,yale/耶鲁,YMH70,201908,3890.86,2246,8965640.41,93.16,163.0
1645,2019091609,ygxy/雅固兴雅,6300,201908,321.6,594,181751.75999999998,95.76,123.0
1655,2019091609,ygxy/雅固兴雅,E68S,201908,696.0,983,678741.6,97.89,48.0
1665,2019091609,ygxy/雅固兴雅,FM-02,201908,518.0,689,354809.28,96.28,110.0
1673,2019091609,yonglei optica/永磊光电,S-3,201908,688.0,602,459282.0,97.07,87.0
1678,2019091609,yonglei optica/永磊光电,Y1,201908,888.0,458,426054.0,91.24,192.0
1681,2019091609,zkat,W5D/W6D,201908,1006.8,240,241632.0,90.32,199.0
1697,2019091609,zucon,F350,201908,350.0,18070,6318280.0,94.26,147.0
1699,2019091609,中锁,玻璃门指纹锁密码单门双门,201908,345.75,1355,468491.25,98.25,33.0
1714,2019091609,云狮,YS-M02,201908,516.8,5465,3117581.6999999997,99.01,8.0
1718,2019091609,伊莱诗,YLS-YK801,201908,989.27,703,778161.75,95.99,117.0
1731,2019091609,优点智能,C1,201908,2029.38,7539,12531066.59,98.66,19.0
1733,2019091609,优点智能,C1 PLUS,201908,1199.0,1005,1204995.0,96.74,94.0
1737,2019091609,优点智能,M2,201908,1992.23,398,788656.0,,
1738,2019091609,伯瓦特,002,201908,456.0,57,25992.0,86.93,225.0
1751,2019091609,伯瓦特,B8-CM,201908,540.5,1906,1007438.0,86.87,226.0
1766,2019091609,佰仕利,802..,201908,624.76,25162,14743558.280000001,98.85,11.0
1770,2019091609,佰德龙,A8,201908,1898.0,1920,3644160.0,96.71,96.0
1799,2019091609,佰特,216,201908,153.5,19334,2991949.3400000003,98.61,20.0
1812,2019091609,佰特,6081,201908,188.0,2566,500896.0,96.86,92.0
1841,2019091609,佰特,8001,201908,134.5,10328,1323372.8900000001,96.7,97.0
1861,2019091609,佰特,8020,201908,162.67,752,134547.61,90.55,197.0
1863,2019091609,佰特,8901,201908,345.6,368,137493.0,93.38,159.0
1879,2019091609,佰飞特,8020,201908,162.67,4840,792172.8,97.82,53.0
1895,2019091609,佰飞特,8065,201908,150.5,2392,359996.0,96.18,113.0
1897,2019091609,佰飞特,8901,201908,393.6,106,41721.6,92.05,181.0
1927,2019091609,克莱思特,K20,201908,717.6,691,463554.39999999997,92.9,166.0
1928,2019091609,克莱思特,K8,201908,456.0,307,139992.0,88.08,217.0
1952,2019091609,典匠,6012,201908,1426.1,32079,44636233.419999994,98.36,30.0
1954,2019091609,典匠,6012B,201908,1436.06,191,274725.21,86.1,227.0
1960,2019091609,典匠,6037,201908,1799.06,8475,16053608.75,98.67,18.0
2002,2019091609,卡多利亚,100RF,201908,133.27,23135,3015000.72,99.1,3.0
2041,2019091609,卡多利亚,1058,201908,789.75,57683,46780608.14999999,99.08,5.0
2079,2019091609,卡多利亚,1068RF,201908,226.36,11254,2871520.5399999996,97.21,82.0
2121,2019091609,卡多利亚,1088,201908,360.0,8038,2904737.9399999995,98.54,21.0
2163,2019091609,卡多利亚,CM1068,201908,399.0,16050,6415417.82,96.59,100.0
2167,2019091609,古德莱,M10,201908,1499.0,1029,1518471.0,97.37,75.0
2168,2019091609,古金匠,P8,201908,2016.71,117,235955.06,87.68,219.0
2169,2019091609,古金匠,SP8,201908,2399.0,1030,2470970.0,96.32,109.0
2174,2019091609,君辉,190423,201908,393.6,433,170730.6,,
2191,2019091609,固特,2318,201908,500.07,1142,574445.1499999999,85.72,230.0
2198,2019091609,固特,小智指纹锁,201908,486.28,1392,672438.77,99.06,6.0
2200,2019091609,好夫人,A1,201908,774.35,253,195920.33,96.38,107.0
2202,2019091609,好夫人,A2,201908,1227.22,1229,1499260.59,98.16,38.0
2208,2019091609,安成泰,500A2,201908,688.56,361,248790.62,98.11,40.0
2219,2019091609,安成泰,S600,201908,429.81,857,346589.56,98.1,41.0
2220,2019091609,安易美,HF827,201908,108.0,4130,446040.0,95.82,121.0
2234,2019091609,小嘀,T86,201908,1941.86,1973,4877119.0,,
2239,2019091609,小益,E205 WIFI版,201908,654.21,6352,4260402.87,91.58,188.0
2243,2019091609,小益,E206,201908,1069.0,639,134411.0,,
2268,2019091609,小睿,T1,201908,339.95,3058,1157197.52,86.08,228.0
2297,2019091609,小睿,T2,201908,609.53,6867,3776498.25,96.64,99.0
2325,2019091609,小睿,T3,201908,697.36,4011,2883863.87,96.36,108.0
2359,2019091609,小睿,V7,201908,1599.0,1308,2120708.11,91.6,187.0
2382,2019091609,幻侣,D650,201908,711.4,5624,4043147.97,97.73,59.0
2388,2019091609,幻侣,DS650,201908,656.75,312,177292.47,90.98,194.0
2406,2019091609,幻侣,HL-009,201908,540.64,5799,3048585.26,96.7,98.0
2412,2019091609,幻侣,QZD700,201908,1014.27,270,246846.72,90.81,196.0
2416,2019091609,广源发,6063,201908,157.5,913,143797.5,97.26,80.0
2420,2019091609,广源发,6088,201908,194.0,595,115430.0,95.41,131.0
2421,2019091609,康利,1812,201908,160.5,347,55693.5,94.44,144.0
2430,2019091609,康廷,T66,201908,478.8,8465,4023908.39,98.78,13.0
2436,2019091609,康廷,T88,201908,828.0,291,240376.0,,
2440,2019091609,廊客,ES-S118,201908,2299.0,257,590843.0,89.09,211.0
2444,2019091609,廊客,F5-BLX,201908,1574.0,2046,3431662.0,99.1,4.0
2448,2019091609,廊客,H6,201908,1538.0,46,66428.0,,
2468,2019091609,建辉科技,JH-006,201908,24.0,11783,267553.4,98.09,42.0
2472,2019091609,建辉科技,JH-008,201908,29.8,7781,230411.59999999998,97.28,79.0
2509,2019091609,建辉科技,JH-011,201908,37.14,7952,306363.52,95.13,136.0
2549,2019091609,建辉科技,JH-EM216,201908,28.25,102903,2301643.29,98.18,36.0
2578,2019091609,得能,玻璃狗,201908,1490.61,1223,1691771.3699999996,97.44,69.0
2579,2019091609,微杏,8017,201908,957.6,1736,1662393.62,96.5,104.0
2621,2019091609,微耕,WG2081,201908,465.6,15413,7559393.769999998,94.47,143.0
2622,2019091609,忠恒,X10,201908,1680.0,215,361200.0,88.08,217.0
2636,2019091609,恒达飞,7001,201908,163.67,13173,2156024.91,98.68,17.0
2650,2019091609,恒达飞,8001FD,201908,223.0,1999,456917.0,92.6,171.0
2685,2019091609,恒阳,H-2,201908,523.52,30542,21197641.849999987,98.42,25.0
2687,2019091609,恒阳,P1,201908,528.91,359,187352.16,96.13,115.0
2705,2019091609,恒阳,R8,201908,877.98,918,1184285.84,91.45,190.0
2725,2019091609,恒阳,S1,201908,378.94,5206,1975281.3699999999,97.94,47.0
2730,2019091609,恒阳,Y1,201908,948.19,400,388011.64,97.31,77.0
2732,2019091609,惠氏,X66,201908,1349.0,592,740858.0,95.96,118.0
2733,2019091609,掌索,B800,201908,542.78,87,47221.86,89.87,205.0
2739,2019091609,新嘉诚,9901,201908,358.18,1445,537383.46,98.4,27.0
2749,2019091609,新视图,W1,201908,370.7,488,180901.6,97.49,66.0
2762,2019091609,普赛罗,PSL-505,201908,1598.0,2272,3985276.0,89.88,204.0
2774,2019091609,普赛罗,PSL-6088-1,201908,1025.08,26460,30900142.62,98.38,29.0
2783,2019091609,智家人,H06DPLUS,201908,2428.98,3904,9365945.5,89.52,208.0
2785,2019091609,智家人,MIX-C,201908,1997.56,1198,2423202.0,,
2795,2019091609,智家人,MX,201908,2963.29,1861,5579839.0,,
2798,2019091609,智家人,TOUCH-1,201908,1667.52,605,1004395.0,,
2802,2019091609,智门星,玻璃门指纹锁双开门密码锁,201908,373.0,2020,768662.0,98.07,43.0
2819,2019091609,曼亚,P8,201908,2199.94,6177,12656880.0,98.73,14.0
2835,2019091609,果加,A230,201908,838.44,395,334948.49,92.81,168.0
2858,2019091609,果加,F0,201908,119.63,3808,2381508.0,95.43,130.0
2862,2019091609,果加,M2,201908,1499.0,469,686590.0,91.37,191.0
2863,2019091609,柯越,Q8,201908,1188.88,243,288897.84,95.66,125.0
2866,2019091609,柯越,Z6,201908,1578.86,1866,2960286.31,98.43,24.0
2875,2019091609,梵蒂安,A1,201908,719.02,2735,1962998.8,98.71,16.0
2895,2019091609,梵蒂安,A8,201908,1042.23,4085,3740313.0900000012,96.99,90.0
2905,2019091609,樱花,8028,201908,1399.0,1892,2007512.0,97.15,85.0
2922,2019091609,樱花,D8,201908,1699.0,3114,5481597.0,93.61,153.0
2933,2019091609,民熔,S-188,201908,648.5,7675,4452180.52,97.01,89.0
2936,2019091609,民熔,可视门锁,201908,1185.75,1545,2144668.2199999997,97.88,49.0
2952,2019091609,洲明翰源,ZMHY-008,201908,1909.96,32805,72235723.84,97.51,65.0
2966,2019091609,牧锐,K100,201908,383.5,4401,1976489.03,96.23,112.0
2970,2019091609,猪猪猫,ZN-008,201908,1058.0,1486,1509353.0,98.41,26.0
2972,2019091609,玥玛,FP-0003,201908,480.0,97,46560.0,91.73,183.0
2999,2019091609,玥玛,NBZNMS002,201908,1686.5,694,1333752.55,95.85,120.0
3011,2019091609,玥玛,P8,201908,1959.0,155,334878.0,,
3012,2019091609,玥玛安防,FP-Y8,201908,1399.0,564,789036.0,97.77,57.0
3014,2019091609,玥玛安防,FP/Y8,201908,1199.0,31,35969.0,,
3015,2019091609,玥玛安防,Y8,201908,1499.0,129,193371.0,90.97,195.0
3028,2019091609,环瑞,LT-051,201908,238.8,1615,384149.6,93.4,158.0
3034,2019091609,盈鼎,811,201908,506.0,4019,2035767.41,98.89,10.0
3076,2019091609,睿强,RQ855,201908,458.7,16843,5254221.290000001,98.26,32.0
3080,2019091609,科技侠,SA202,201908,499.0,314,162185.4,96.16,114.0
3083,2019091609,科莱宝,H1,201908,749.7,475,439143.24,97.76,58.0
3091,2019091609,科莱宝,K12,201908,1245.53,249,282250.02,94.67,141.0
3093,2019091609,科莱宝,KLB-9018,201908,1312.62,57,90570.70999999999,,
3104,2019091609,科莱宝,KLBK15,201908,1687.61,229,251317.71999999997,93.06,164.0
3106,2019091609,索普盾,-S18,201908,1049.0,134,146266.0,70.63,236.0
3129,2019091609,索普盾,S11,201908,1799.0,4694,9165156.0,97.44,70.0
3143,2019091609,索汇尔,X1,201908,237.6,2907,1111391.46,99.2,2.0
3147,2019091609,纽士盾,Q1,201908,712.98,4036,2828147.87,97.06,88.0
3153,2019091609,纽士盾,S1,201908,798.91,452,256731.84,97.62,64.0
3169,2019091609,纽士盾,X1,201908,490.67,14401,7266351.890000001,98.19,34.0
3178,2019091609,萤石,DL15S,201908,1427.73,1298,1925602.0,88.58,215.0
3195,2019091609,萤石,DL21S,201908,2836.72,1524,4216489.100000001,89.55,207.0
3210,2019091609,萤石,DL21S/DL2S,201908,3032.33,226,630237.0700000001,,
3219,2019091609,蒂丰德,F2-A,201908,718.8,2586,1889117.7699999998,97.81,54.0
3221,2019091609,蒂丰德,Q1,201908,718.8,223,160292.4,94.58,142.0
3229,2019091609,藏吉祥,代售安居邦品牌,201908,2123.0,68,33706.0,,
3267,2019091609,诚克,K20,201908,468.0,39941,22974941.509999998,97.48,68.0
3305,2019091609,赢冠,RF9988,201908,187.2,6801,1380171.8,95.22,134.0
3343,2019091609,赢冠,YGA1SS,201908,153.71,1205,177180.02,91.47,189.0
3362,2019091609,赢领,P6,201908,1021.97,46085,33210067.54,97.8,55.0
3372,2019091609,赢领,P8,201908,1899.0,315,491610.0,93.82,150.0
3377,2019091609,邦臣,G200,201908,800.0,1865,1533216.45,98.72,15.0
3388,2019091609,邦臣,LP9,201908,355.59,2158,786834.4400000001,95.15,135.0
3391,2019091609,金点,620,201908,25.63,31731,797565.36,97.38,74.0
3410,2019091609,鑫众美,R8,201908,599.28,6072,3566887.2099999995,93.41,157.0
3429,2019091609,鑫众美,R9,201908,579.42,1091,605997.28,92.08,179.0
3441,2019091609,锁虎,H5,201908,717.6,259,204800.40000000002,92.43,174.0
3453,2019091609,锁虎,MF-1,201908,477.6,5438,2540798.4099999997,96.53,103.0
3456,2019091609,雅浩,K9,201908,990.72,2071,2108030.81,97.71,60.0
3459,2019091609,雅浩,Y-2,201908,1665.01,958,1557888.44,98.19,35.0
3473,2019091609,顶固,T1,201908,2949.0,319,960131.0,,
3475,2019091609,顺辉,GS5,201908,1078.8,1074,1158631.22,96.25,111.0
3480,2019091609,顺辉,兰博,201908,1078.8,1942,3984687.75,96.95,91.0
3481,2019091609,高雅居,一键自动平板,201908,1499.0,77,115423.0,91.73,183.0
3497,2019091609,aqara,智能指纹门锁,201908,1616.78,1855,2651987.8,93.28,162.0
3511,2019091609,blond/佰仑,8001,201908,758.0,27680,21367573.27,99.28,1.0
3530,2019091609,cadn/蝉东,X1,201908,2450.0,645,1044822.15,90.54,198.0
3542,2019091609,dessmann/德施曼,D820,201908,3899.0,1267,4311647.0,87.19,222.0
3547,2019091609,dessmann/德施曼,Q5,201908,2282.55,10389,21827883.0,97.41,73.0
3570,2019091609,dessmann/德施曼,T81,201908,1299.0,3129,4427186.0,97.64,63.0
3582,2019091609,dessmann/德施曼,T82,201908,2299.0,716,1715694.0,84.49,232.0
3590,2019091609,dessmann/德施曼,T91,201908,3399.0,1149,3612917.5,94.7,140.0
3599,2019091609,dessmann/德施曼,V5,201908,1642.75,2834,3698306.0,98.52,22.0
3628,2019091609,dorma/多玛,DMD,201908,1080.0,633,674725.02,94.39,145.0
3634,2019091609,ens,H6,201908,844.53,16905,13635289.56,92.84,167.0
3640,2019091609,beck,I1,201908,359.0,776,345952.0,90.06,202.0
