,cid,cidname,brand,model,datamonth,price,biz30day,biz30day_rank,total_sold_price,total_sold_price_rank,model_ratings,model_rank,model_pos,model_neu,model_neg,model_total,model_rate,model_rate_rank
392,50006219,电钻,大焊,DHLDZ03,201909,77.81,7911,134,722268.9400000001,208,77.98,229.0,234,3,24,261,0.896551724137931,441
525,50006219,电钻,福瑞德,新款25V,201909,193.15,195,576,39941.06,557,86.46,84.0,104,6,6,116,0.896551724137931,442
43,50006219,电钻,bosch/博世,06019F7081,201909,438.31,22091,63,9949625.330000002,26,79.22,209.0,389,2,43,434,0.8963133640552995,443
585,50006219,电钻,质造,SDZ-001,201909,69.6,3216,220,223833.59999999998,363,84.46,119.0,522,6,55,583,0.8953687821612349,444
578,50006219,电钻,芝浦,冲击钻,201909,158.57,125,598,19867.0,595,64.15,464.0,34,0,4,38,0.8947368421052632,445
582,50006219,电钻,虾牌,电动螺丝刀,201909,91.37,12961,99,1072723.9500000002,159,75.01,277.0,581,5,64,650,0.8938461538461538,446
70,50006219,电钻,bosch/博世,GSR120,201909,375.18,47579,40,18223447.67,11,81.88,167.0,941,6,106,1053,0.8936372269705603,447
366,50006219,电钻,南威,NW-CNC,201909,87.02,2064,275,179609.28,399,88.48,53.0,150,0,18,168,0.8928571428571429,448
96,50006219,电钻,delixi electric/德力西电气,DECEDAC21700,201909,192.89,1188,364,214979.08,368,62.51,479.0,50,0,6,56,0.8928571428571429,449
98,50006219,电钻,devon/大有,1515,201909,298.9,525,485,152136.06999999998,423,46.31,606.0,25,0,3,28,0.8928571428571429,450
558,50006219,电钻,美耐特,J1Z-BH-10A,201909,135.6,22702,61,2493562.05,85,80.61,186.0,466,4,52,522,0.89272030651341,451
638,50006219,电钻,龙韵,LY8701,201909,179.63,6347,150,1433925.5700000008,130,80.09,197.0,499,4,56,559,0.8926654740608229,452
75,50006219,电钻,bosch/博世,TBM3400/GBM345,201909,152.4,10002,117,1448750.9500000002,127,66.85,414.0,166,1,19,186,0.8924731182795699,453
20,50006219,电钻,boda/博大,J0Z-KP05-10,201909,381.6,1709,308,626619.31,225,74.58,287.0,141,1,16,158,0.8924050632911392,454
285,50006219,电钻,worx/威克士,WX128.1/WX128.9,201909,186.39,1475,333,289219.2700000001,323,71.02,352.0,33,0,4,37,0.8918918918918919,455
148,50006219,电钻,dongcheng/东成,J1Z-FF-10A-ZS,201909,158.05,2231,265,337588.1700000001,301,77.85,230.0,49,0,6,55,0.8909090909090909,456
257,50006219,电钻,stanley/史丹利,STDR5510,201909,185.21,2130,272,398660.33999999997,274,72.47,324.0,114,2,12,128,0.890625,457
293,50006219,电钻,worx/威克士,WX372.9,201909,451.2,1783,301,927654.62,177,68.26,389.0,57,1,6,64,0.890625,458
466,50006219,电钻,戈麦斯,GMS168V,201909,119.65,1749,304,254417.10999999993,346,66.43,425.0,65,1,7,73,0.8904109589041096,459
302,50006219,电钻,yat/亚特,Z031001,201909,97.82,35264,47,3419467.1999999997,68,82.92,146.0,1217,13,137,1367,0.8902706656912948,460
111,50006219,电钻,devon/大有,5272-LI,201909,969.64,465,504,508016.7899999999,247,45.47,613.0,16,0,2,18,0.8888888888888888,461
39,50006219,电钻,bosch/博世,06019E2080,201909,413.11,2043,277,831791.5899999999,190,57.44,534.0,16,0,2,18,0.8888888888888888,462
166,50006219,电钻,fogo/富格,10A,201909,154.51,9428,120,1620909.6300000004,117,74.85,280.0,271,7,27,305,0.8885245901639345,463
72,50006219,电钻,bosch/博世,GSR120-LI,201909,392.01,76563,22,33296909.569999997,5,81.19,178.0,1135,10,133,1278,0.8881064162754304,464
277,50006219,电钻,worx/威克士,WU130,201909,369.89,2645,244,1060841.96,163,88.07,63.0,821,13,92,926,0.8866090712742981,465
196,50006219,电钻,ken/锐奇,13RE,201909,81.97,967,398,80661.6,501,85.27,104.0,140,0,18,158,0.8860759493670886,466
610,50006219,电钻,雷铭,LMWG5-21-50,201909,438.0,987,394,432306.0,268,66.52,420.0,76,0,10,86,0.8837209302325582,467
54,50006219,电钻,bosch/博世,GBM345,201909,160.47,97664,18,15483164.13,16,84.53,116.0,3588,16,458,4062,0.8833087149187593,468
421,50006219,电钻,奥奔,AB7303-AB7307,201909,117.6,7988,132,1075822.64,157,72.23,329.0,219,1,28,248,0.8830645161290323,469
429,50006219,电钻,奥奔,AT3220,201909,147.44,14121,95,2339484.5,90,78.72,222.0,309,2,39,350,0.8828571428571429,470
374,50006219,电钻,卡瓦尼,OSW,201909,119.35,39,626,4654.6,630,74.02,297.0,45,0,6,51,0.8823529411764706,471
152,50006219,电钻,dongcheng/东成,J1Z-FF03-16A,201909,282.29,6426,149,1666773.48,114,60.24,507.0,75,0,10,85,0.8823529411764706,472
321,50006219,电钻,亚得力,锂电钻组合套装,201909,78.0,323,537,25194.0,582,46.94,603.0,15,0,2,17,0.8823529411764706,473
340,50006219,电钻,佛兰仕,超强黑冲击钻,201909,61.52,5268,178,363502.67999999993,284,72.33,327.0,164,1,21,186,0.8817204301075269,474
279,50006219,电钻,worx/威克士,WU179,201909,451.45,865,414,474299.22000000003,257,64.93,451.0,66,0,9,75,0.88,475
271,50006219,电钻,worx/威克士,30214211000,201909,238.59,2875,233,635929.8600000001,222,78.99,214.0,160,0,22,182,0.8791208791208791,476
18,50006219,电钻,boda/博大,D9-16E,201909,283.53,4093,202,1160828.4600000002,149,67.3,405.0,94,2,11,107,0.8785046728971962,477
206,50006219,电钻,l.bin/罗宾,1105,201909,82.8,504,494,41731.200000000004,553,64.09,467.0,43,1,5,49,0.8775510204081632,478
165,50006219,电钻,fogo/富格,102,201909,84.79,12007,104,1276778.57,141,73.06,313.0,229,2,30,261,0.8773946360153256,479
14,50006219,电钻,boda/博大,D1206-10,201909,192.47,5766,167,1103466.65,153,74.2,293.0,200,2,26,228,0.8771929824561403,480
581,50006219,电钻,虾牌,XP-001,201909,99.95,5172,182,529376.96,244,73.35,309.0,270,0,38,308,0.8766233766233766,481
42,50006219,电钻,bosch/博世,06019F3084,201909,556.22,45617,42,27624212.819999993,8,82.81,148.0,1014,6,139,1159,0.8748921484037964,482
611,50006219,电钻,雷铭,冲击钻,201909,165.6,65036,25,9318328.769999998,31,80.44,188.0,1774,13,242,2029,0.8743223262690981,483
265,50006219,电钻,worx/威克士,20298111000,201909,228.53,4283,198,923426.7299999997,178,69.8,365.0,153,0,22,175,0.8742857142857143,484
339,50006219,电钻,佛兰仕,手电钻-1,201909,47.25,3175,223,184639.27999999997,387,70.13,362.0,118,0,17,135,0.8740740740740741,485
479,50006219,电钻,戈麦斯,牧田,201909,56.74,666,457,42998.770000000004,549,71.87,338.0,83,0,12,95,0.8736842105263158,486
269,50006219,电钻,worx/威克士,30122011000/30120711000,201909,476.38,20770,67,10912019.609999996,23,81.93,164.0,1045,14,138,1197,0.873015873015873,487
48,50006219,电钻,bosch/博世,3500自锁,201909,187.23,6449,148,1061133.14,162,73.55,306.0,219,1,31,251,0.8725099601593626,488
422,50006219,电钻,奥奔,AB7306T,201909,411.09,2301,262,791975.0999999999,195,66.07,436.0,68,0,10,78,0.8717948717948718,489
489,50006219,电钻,易锐,YR -ZI,201909,71.26,1889,294,133899.38999999998,441,51.31,579.0,34,0,5,39,0.8717948717948718,490
62,50006219,电钻,bosch/博世,GSB16RE,201909,692.18,1238,356,725427.91,207,58.36,523.0,27,1,3,31,0.8709677419354839,491
133,50006219,电钻,dongcheng/东成,DCJZ10-10,201909,197.26,31842,51,7467215.28,37,77.78,234.0,303,2,43,348,0.8706896551724138,492
144,50006219,电钻,dongcheng/东成,FF-16,201909,251.39,7157,140,2859081.7499999995,75,71.02,351.0,222,2,31,255,0.8705882352941177,493
326,50006219,电钻,佛兰仕,FLS-LDZ,201909,110.95,2998,230,318865.7600000002,307,66.37,428.0,93,0,14,107,0.8691588785046729,494
153,50006219,电钻,dongcheng/东成,J1Z-FF05-10A,201909,142.51,27929,57,3857917.1700000004,62,62.04,485.0,245,1,36,282,0.8687943262411347,495
10,50006219,电钻,boda/博大,:J1Z-KP01-13,201909,154.02,3774,210,504091.7199999999,249,68.21,391.0,79,0,12,91,0.8681318681318682,496
194,50006219,电钻,inbof/鹰宝,F系列,201909,171.6,1400,343,314453.75000000006,309,64.88,452.0,46,0,7,53,0.8679245283018868,497
273,50006219,电钻,worx/威克士,317.3,201909,393.2,2601,247,957640.0,172,67.12,411.0,85,1,12,98,0.8673469387755102,498
141,50006219,电钻,dongcheng/东成,DZJ710-16T,201909,329.5,502,495,154040.0,419,52.78,571.0,26,1,3,30,0.8666666666666667,499
604,50006219,电钻,雷暴,VDZ40-11,201909,86.78,18622,71,1820374.8,106,69.58,367.0,169,0,26,195,0.8666666666666667,500
66,50006219,电钻,bosch/博世,GSB570/550,201909,284.4,621,470,176218.8,401,55.86,551.0,13,0,2,15,0.8666666666666667,501
150,50006219,电钻,dongcheng/东成,J1Z-FF02-6A,201909,122.93,5505,173,633237.8,224,57.25,538.0,26,0,4,30,0.8666666666666667,502
266,50006219,电钻,worx/威克士,20304811000,201909,414.99,2130,271,1287228.0299999998,138,71.25,348.0,58,0,9,67,0.8656716417910447,503
124,50006219,电钻,dongcheng/东成,00301110180,201909,411.86,3207,221,1435636.9600000002,129,62.35,482.0,32,1,4,37,0.8648648648648649,504
172,50006219,电钻,guanshi/冠仕,DX1001,201909,146.14,4739,190,694262.8999999999,214,61.56,491.0,64,1,9,74,0.8648648648648649,505
555,50006219,电钻,精菱,001,201909,64.8,10270,112,668263.2000000002,220,68.34,388.0,140,1,21,162,0.8641975308641975,506
276,50006219,电钻,worx/威克士,WU128,201909,219.66,4386,196,1791474.63,109,77.81,233.0,133,5,16,154,0.8636363636363636,507
34,50006219,电钻,bosch/博世,06011A1082,201909,305.67,667,455,201375.71999999994,379,66.56,419.0,19,0,3,22,0.8636363636363636,508
192,50006219,电钻,hitachi/日立,FDV16VB2,201909,501.37,277,557,120260.79999999999,451,50.7,583.0,19,0,3,22,0.8636363636363636,509
99,50006219,电钻,devon/大有,1816,201909,306.78,1188,363,342379.07,297,65.42,442.0,38,6,0,44,0.8636363636363636,510
229,50006219,电钻,miniq/迷你强,5156E,201909,351.0,1947,287,669902.5,219,60.85,500.0,25,1,3,29,0.8620689655172413,511
500,50006219,电钻,晶思达,JSDCJZ01,201909,140.68,14885,90,2148489.37,94,80.66,185.0,2839,56,400,3295,0.861608497723824,512
511,50006219,电钻,牧亮,52VF,201909,57.6,969,396,56822.399999999994,525,85.11,109.0,149,6,18,173,0.861271676300578,513
490,50006219,电钻,易锐,Z1J-FD-13-01,201909,58.67,103532,16,8944745.31,32,81.91,166.0,3494,46,517,4057,0.8612275080108455,514
503,50006219,电钻,欧瑞特,36VF,201909,141.02,14235,94,2393037.2399999998,88,64.4,458.0,179,1,28,208,0.8605769230769231,515
131,50006219,电钻,dongcheng/东成,DCJZ09-10/DCJZ10-10,201909,129.6,3001,229,346579.2,294,70.06,364.0,80,1,12,93,0.8602150537634409,516
608,50006219,电钻,雷铭,J02-DW02-10,201909,154.8,6683,146,871558.1700000002,183,73.09,312.0,195,1,31,227,0.8590308370044053,517
501,50006219,电钻,晶思达,充电电钻,201909,197.3,30753,52,6210352.920000001,44,83.51,130.0,3886,180,464,4530,0.8578366445916115,518
460,50006219,电钻,戈麦斯,16.8V充电钻,201909,203.77,4792,189,894821.95,181,70.11,363.0,193,4,28,225,0.8577777777777778,519
303,50006219,电钻,yat/亚特,Z031002,201909,154.8,1087,376,171740.20999999996,407,67.63,399.0,96,1,15,112,0.8571428571428571,520
59,50006219,电钻,bosch/博世,GSB120,201909,560.16,1614,319,1026082.2000000001,166,75.65,266.0,36,0,6,42,0.8571428571428571,521
67,50006219,电钻,bosch/博世,GSB600RE,201909,453.71,507,493,239469.78999999995,353,64.53,457.0,12,1,1,14,0.8571428571428571,522
76,50006219,电钻,bosch/博世,TBM3400S,201909,165.13,36471,46,6051128.3999999985,45,77.42,239.0,629,5,100,734,0.8569482288828338,523
603,50006219,电钻,雷暴,TD-10,201909,33.46,105614,15,4547900.800000002,54,76.48,251.0,433,2,71,506,0.8557312252964426,524
414,50006219,电钻,奈尔汇,6113,201909,45.6,38183,44,1741144.79,111,81.72,170.0,1192,9,193,1394,0.8550932568149211,525
274,50006219,电钻,worx/威克士,WU107,201909,384.01,1523,327,618081.7500000001,228,66.35,430.0,53,0,9,62,0.8548387096774194,526
161,50006219,电钻,dpei/赣春,12V单速 1电1充,201909,96.8,7197,138,620513.6499999999,227,66.65,416.0,126,2,20,148,0.8513513513513513,527
458,50006219,电钻,戈麦斯,12V16.8V25V充电钻,201909,117.86,14241,93,1071899.5700000003,160,69.01,373.0,200,1,34,235,0.851063829787234,528
33,50006219,电钻,bosch/博世,06011A0181,201909,350.86,16231,85,6658651.069999999,41,73.76,303.0,352,4,58,414,0.8502415458937198,529
349,50006219,电钻,全锋,D010,201909,74.1,910,408,67635.12000000001,516,78.82,219.0,17,0,3,20,0.85,530
583,50006219,电钻,虾牌,电动螺丝刀起子,201909,54.24,482152,4,39807862.94,4,83.25,139.0,8879,580,1001,10460,0.8488527724665392,531
108,50006219,电钻,devon/大有,5262-LI-12TS,201909,431.11,3827,209,1595199.6699999997,120,72.61,323.0,123,0,22,145,0.8482758620689655,532
219,50006219,电钻,makita/牧田,HP1630,201909,470.37,914,406,407246.52,272,58.2,526.0,50,1,8,59,0.847457627118644,533
40,50006219,电钻,bosch/博世,06019E2087,201909,108.0,512,489,55296.0,528,66.62,417.0,33,0,6,39,0.8461538461538461,534
270,50006219,电钻,worx/威克士,30162711000,201909,998.0,711,445,701567.0,212,63.05,473.0,33,1,5,39,0.8461538461538461,535
115,50006219,电钻,devon/大有,小强5281,201909,166.66,2680,240,571709.4600000001,235,65.97,437.0,22,1,3,26,0.8461538461538461,536
140,50006219,电钻,dongcheng/东成,DJZ460-10K,201909,179.97,2966,231,482181.6,255,64.96,449.0,33,1,5,39,0.8461538461538461,537
199,50006219,电钻,ken/锐奇,7212无刷锂电钻,201909,214.8,1901,293,733875.4000000001,204,64.35,460.0,82,0,15,97,0.845360824742268,538
74,50006219,电钻,bosch/博世,TBM3400,201909,155.14,47896,39,7014115.2,39,79.62,203.0,518,7,88,613,0.8450244698205547,539
47,50006219,电钻,bosch/博世,3400,201909,178.83,1574,325,259367.47999999998,342,60.17,508.0,16,0,3,19,0.8421052631578947,540
156,50006219,电钻,dongcheng/东成,Z1J-FF04-13,201909,199.43,1057,380,258611.75999999998,343,50.05,586.0,16,2,1,19,0.8421052631578947,541
256,50006219,电钻,stanley/史丹利,STDH7213-A9,201909,229.12,1500,331,428429.1699999998,269,65.4,443.0,47,0,9,56,0.8392857142857143,542
607,50006219,电钻,雷铭,25V冲击钻,201909,238.8,12627,101,2888960.6,73,72.94,315.0,310,7,53,370,0.8378378378378378,543
122,50006219,电钻,dongcheng/东成,003,201909,309.19,5893,166,1803642.7300000002,108,58.19,527.0,56,2,9,67,0.835820895522388,544
381,50006219,电钻,启耐,J1Z-MS-13A,201909,46.8,5271,177,246682.8,350,64.17,463.0,131,2,24,157,0.8343949044585988,545
358,50006219,电钻,力虎,LH-9901,201909,213.6,439,510,104881.44999999998,470,55.69,552.0,10,1,1,12,0.8333333333333334,546
103,50006219,电钻,devon/大有,5228.1,201909,350.79,786,425,332234.68999999994,304,57.42,536.0,10,0,2,12,0.8333333333333334,547
214,50006219,电钻,makita/牧田,6413,201909,374.9,492,496,146430.56000000003,426,61.74,489.0,10,1,1,12,0.8333333333333334,548
605,50006219,电钻,雷暴,VDZ40-7,201909,66.0,8120,130,684848.0700000001,216,65.71,441.0,90,0,18,108,0.8333333333333334,549
69,50006219,电钻,bosch/博世,GSR 120铝盒,201909,477.24,1887,296,979752.83,170,67.2,408.0,40,0,8,48,0.8333333333333334,550
589,50006219,电钻,赢领,002,201909,93.6,20644,68,2651500.82,81,70.44,360.0,423,3,82,508,0.8326771653543307,551
84,50006219,电钻,bosch/博世,博世GSB120-LI冲击钻,201909,575.24,2568,249,1257547.4999999995,142,54.02,564.0,44,0,9,53,0.8301886792452831,552
544,50006219,电钻,科麦斯,无刷锂电冲击钻,201909,754.96,315,542,227347.47,360,66.67,415.0,44,2,7,53,0.8301886792452831,553
44,50006219,电钻,bosch/博世,06019F8380,201909,907.04,5346,176,4920120.67,50,70.74,355.0,88,5,13,106,0.8301886792452831,554
31,50006219,电钻,bosch/博世,0 601 1A9 085,201909,163.29,14771,92,2494819.85,84,74.09,296.0,324,4,63,391,0.8286445012787724,555
389,50006219,电钻,哈博,锂电钻,201909,132.39,4946,184,545757.41,241,67.15,410.0,120,0,25,145,0.8275862068965517,556
97,50006219,电钻,delixi electric/德力西电气,电钻,201909,291.15,5407,174,1583585.8099999998,121,61.41,494.0,105,2,20,127,0.8267716535433071,557
483,50006219,电钻,戈麦斯,锂电钻,201909,112.87,553,478,72040.95,510,60.96,496.0,42,0,9,51,0.8235294117647058,558
498,50006219,电钻,普朗德,6613,201909,240.0,331,534,82920.0,496,56.51,545.0,14,1,2,17,0.8235294117647058,559
203,50006219,电钻,komda/凯铭达,KMD-001,201909,82.8,1098,375,90914.40000000001,488,63.03,474.0,14,0,3,17,0.8235294117647058,560
151,50006219,电钻,dongcheng/东成,J1Z-FF03-13B,201909,226.2,1715,307,398595.8999999999,275,75.03,276.0,14,0,3,17,0.8235294117647058,561
145,50006219,电钻,dongcheng/东成,FF02-13,201909,216.69,6973,144,1442352.5199999996,128,74.72,282.0,97,1,20,118,0.8220338983050848,562
9,50006219,电钻,boda/博大,1205,201909,383.2,785,426,288957.21,324,54.13,563.0,32,0,7,39,0.8205128205128205,563
504,50006219,电钻,民鑫,LD-CJ02,201909,202.8,237,564,49379.84000000002,534,38.55,627.0,9,0,2,11,0.8181818181818182,564
114,50006219,电钻,devon/大有,大有5228,201909,112.2,743,437,187878.11000000002,385,64.99,448.0,9,0,2,11,0.8181818181818182,565
360,50006219,电钻,匠米,无刷锂电钻,201909,261.6,320,539,94697.58,483,45.08,617.0,9,0,2,11,0.8181818181818182,566
162,50006219,电钻,dpei/赣春,手持充电钻,201909,97.42,1465,334,128548.32,446,53.63,567.0,27,1,5,33,0.8181818181818182,567
137,50006219,电钻,dongcheng/东成,DCJZ18-10/20-10,201909,397.55,7018,143,2538470.2,83,65.13,445.0,93,6,15,114,0.8157894736842105,568
169,50006219,电钻,fujiwara/藤原,FUJ-冲击锂电钻,201909,207.35,476,500,110314.43000000001,460,59.16,518.0,31,0,7,38,0.8157894736842105,569
628,50006219,电钻,龙韵,LY-7024SP,201909,86.81,7029,142,929755.7100000001,176,67.62,401.0,252,10,47,309,0.8155339805825242,570
602,50006219,电钻,集川,DZ-019,201909,69.6,2207,266,152211.64000000004,422,47.8,598.0,26,0,6,32,0.8125,571
3,50006219,电钻,agl/安冠龙,轻型电钻,201909,82.8,6346,151,542523.9999999999,242,58.62,521.0,52,0,12,64,0.8125,572
218,50006219,电钻,makita/牧田,DF331DWME,201909,358.44,452,507,206871.36,374,61.74,488.0,13,0,3,16,0.8125,573
432,50006219,电钻,安捷顺,手电钻,201909,154.67,644,463,71821.07,511,49.67,588.0,13,0,3,16,0.8125,574
36,50006219,电钻,bosch/博世,06011A9180,201909,200.56,1225,358,214108.49,369,59.28,516.0,30,0,7,37,0.8108108108108109,575
35,50006219,电钻,bosch/博世,06011A9083,201909,172.33,1397,344,226980.83999999997,361,68.81,377.0,30,0,7,37,0.8108108108108109,576
79,50006219,电钻,bosch/博世,TSB1300,201909,351.6,3711,211,1088386.8500000003,156,68.42,382.0,137,3,29,169,0.8106508875739645,577
431,50006219,电钻,威锐特,12,201909,82.78,2365,259,258109.75999999998,344,49.06,592.0,47,0,11,58,0.8103448275862069,578
243,50006219,电钻,rhea tool/雷亚,J1Z-JL10-01,201909,191.37,1955,286,338136.49,300,52.43,575.0,17,0,4,21,0.8095238095238095,579
176,50006219,电钻,guanshi/冠仕,T2LDZ,201909,128.0,1109,374,140471.8,435,42.38,623.0,17,0,4,21,0.8095238095238095,580
433,50006219,电钻,安捷顺,电钻,201909,83.6,1218,360,108936.39000000001,462,45.89,609.0,17,0,4,21,0.8095238095238095,581
330,50006219,电钻,佛兰仕,FLS54-2,201909,82.32,843,418,82954.51,495,44.3,620.0,21,0,5,26,0.8076923076923077,582
560,50006219,电钻,美耐特,J1Z-BH-13,201909,162.8,1968,284,247769.63999999996,349,61.8,487.0,41,1,9,51,0.803921568627451,583
174,50006219,电钻,guanshi/冠仕,DZ002,201909,76.04,6129,156,548814.91,240,59.77,513.0,49,0,12,61,0.8032786885245902,584
341,50006219,电钻,佛兰仕,锂电冲击钻001,201909,161.79,30,629,4860.0,629,48.28,594.0,12,0,3,15,0.8,585
599,50006219,电钻,钜胜,RS-550,201909,17.24,545,482,9408.84,616,64.74,453.0,12,0,3,15,0.8,586
105,50006219,电钻,devon/大有,5230-LI-12TSI,201909,423.38,2509,251,1219484.83,144,66.1,434.0,128,1,32,161,0.7950310559006211,587
613,50006219,电钻,飞将,66137,201909,57.6,2070,274,129599.15999999999,445,49.87,587.0,62,1,15,78,0.7948717948717948,588
11,50006219,电钻,boda/博大,D1-10,201909,225.6,672,453,140531.11000000004,434,54.95,557.0,23,0,6,29,0.7931034482758621,589
247,50006219,电钻,sj/上匠,SJ-6000,201909,89.1,6131,155,751042.0800000001,199,53.81,566.0,83,0,22,105,0.7904761904761904,590
289,50006219,电钻,worx/威克士,WX176,201909,595.98,2721,239,1848778.0399999996,102,57.42,535.0,48,1,12,61,0.7868852459016393,591
85,50006219,电钻,bosch/博世,博世GSR120-LI充电钻,201909,482.94,17142,79,7285040.709999999,38,68.79,378.0,287,7,71,365,0.7863013698630137,592
473,50006219,电钻,戈麦斯,三代,201909,42.84,1030,387,58803.48,523,67.17,409.0,33,1,8,42,0.7857142857142857,593
440,50006219,电钻,巩家文玩,电磨,201909,31.43,1889,295,76951.38000000002,504,45.4,614.0,18,0,5,23,0.782608695652174,594
386,50006219,电钻,哈博,DC-21,201909,165.6,1231,357,317177.72,308,45.84,610.0,21,1,5,27,0.7777777777777778,595
315,50006219,电钻,丰奇,升级款42VF,201909,43.2,752,433,32486.4,568,65.3,444.0,63,0,18,81,0.7777777777777778,596
600,50006219,电钻,雅格,ID7139,201909,106.8,15213,89,2032797.8499999999,96,63.6,469.0,295,2,84,381,0.7742782152230971,597
491,50006219,电钻,易锐,Z1J-FD-13-02,201909,70.6,511,490,45994.52,539,30.23,636.0,24,1,6,31,0.7741935483870968,598
227,50006219,电钻,metabo/麦太保,POWERMAXX BS,201909,980.4,896,411,742802.2300000002,200,51.28,580.0,20,0,6,26,0.7692307692307693,599
517,50006219,电钻,福瑞德,21V充电电钻系列,201909,273.6,1037,385,309250.7,311,44.8,619.0,20,2,4,26,0.7692307692307693,600
442,50006219,电钻,强力豹,008,201909,48.0,480,498,38782.8,560,53.97,565.0,13,0,4,17,0.7647058823529411,601
477,50006219,电钻,戈麦斯,新款蓝色12V锂电钻,201909,111.6,1135,372,136339.66999999998,438,46.71,605.0,13,0,4,17,0.7647058823529411,602
60,50006219,电钻,bosch/博世,GSB120-LI,201909,640.72,6265,153,4279104.34,57,66.44,423.0,191,1,60,252,0.7579365079365079,603
109,50006219,电钻,devon/大有,5268-LI-12TS,201909,522.77,638,465,304342.95999999996,314,66.34,431.0,21,0,7,28,0.75,604
38,50006219,电钻,bosch/博世,0601473583,201909,340.21,575,472,219037.90000000002,365,79.2,210.0,18,0,6,24,0.75,605
636,50006219,电钻,龙韵,LY3600,201909,217.2,1698,310,281938.51,329,52.64,572.0,41,1,13,55,0.7454545454545455,606
51,50006219,电钻,bosch/博世,GBM10RE/13RE,201909,434.84,1195,362,555018.58,237,36.95,629.0,11,0,4,15,0.7333333333333333,607
609,50006219,电钻,雷铭,J02-DW02-10C,201909,229.0,1048,382,184069.09999999998,389,57.84,529.0,27,0,10,37,0.7297297297297297,608
571,50006219,电钻,艾瑞泽,冲击钻,201909,90.51,1078,377,108341.98999999999,463,52.63,573.0,35,0,13,48,0.7291666666666666,609
139,50006219,电钻,dongcheng/东成,DCJZ22-10,201909,377.91,636,466,233938.82,355,65.12,446.0,8,0,3,11,0.7272727272727273,610
157,50006219,电钻,dongcheng/东成,充电式起子电钻,201909,456.03,1209,361,501258.95,250,40.07,625.0,8,0,3,11,0.7272727272727273,611
282,50006219,电钻,worx/威克士,WX101,201909,330.17,171,585,61493.59999999999,520,65.96,438.0,8,0,3,11,0.7272727272727273,612
2,50006219,电钻,agl/安冠龙,J1Z-RYT-10A,201909,58.8,552,479,31828.8,569,43.96,621.0,18,0,7,25,0.72,613
267,50006219,电钻,worx/威克士,20306811000,201909,1446.8,286,550,517430.6,245,49.04,593.0,10,0,4,14,0.7142857142857143,614
350,50006219,电钻,全锋,全锋,201909,122.88,133,594,23447.76,585,67.7,398.0,14,0,6,20,0.7,615
400,50006219,电钻,大艺,T28,201909,187.79,141,591,27371.699999999997,578,74.16,294.0,14,0,6,20,0.7,616
248,50006219,电钻,sj/上匠,锂电钻,201909,81.0,508,492,62452.17000000001,518,35.19,631.0,9,0,4,13,0.6923076923076923,617
390,50006219,电钻,坚利,SDZ00012,201909,106.8,245,562,26165.999999999996,581,30.62,634.0,9,0,4,13,0.6923076923076923,618
406,50006219,电钻,天洋,TY-36F,201909,259.0,3844,207,995596.0,169,45.62,611.0,29,0,13,42,0.6904761904761905,619
49,50006219,电钻,bosch/博世,GBM 13 RE 0601477584,201909,449.0,1507,330,737037.5,202,49.47,589.0,11,0,5,16,0.6875,620
246,50006219,电钻,shquf/泉方电气,QF020,201909,105.6,3262,218,340814.4,299,45.09,616.0,37,2,15,54,0.6851851851851852,621
412,50006219,电钻,奈尔汇,6112,201909,45.6,257,560,11719.2,611,82.77,149.0,24,12,0,36,0.6666666666666666,622
113,50006219,电钻,devon/大有,5283,201909,1094.84,188,580,242742.27000000002,352,34.3,633.0,12,0,6,18,0.6666666666666666,623
598,50006219,电钻,金诚泰,12V,201909,105.6,680,452,76216.09999999999,506,54.6,559.0,8,0,4,12,0.6666666666666666,624
73,50006219,电钻,bosch/博世,GSR120-LI/GSR108-LI,201909,371.39,4160,200,1581756.2999999998,122,67.35,404.0,23,0,13,36,0.6388888888888888,625
249,50006219,电钻,skt/斯凯特,CZ131-1,201909,94.8,420,515,44711.49,543,35.29,630.0,7,0,4,11,0.6363636363636364,626
346,50006219,电钻,俱全,CD-01,201909,106.8,521,487,55658.45999999999,527,47.87,597.0,14,0,8,22,0.6363636363636364,627
216,50006219,电钻,makita/牧田,DF330DWE,201909,229.81,658,460,292695.37,321,62.46,481.0,21,0,12,33,0.6363636363636364,628
305,50006219,电钻,yinlongdao/银龙岛,LDZ001,201909,126.3,697,449,96704.3,478,55.23,555.0,28,6,11,45,0.6222222222222222,629
154,50006219,电钻,dongcheng/东成,J1Z-FF05-10A (自锁),201909,157.85,2154,270,337587.0,302,52.01,576.0,13,0,8,21,0.6190476190476191,630
197,50006219,电钻,ken/锐奇,6410ER,201909,139.0,765,430,105136.93,469,28.07,638.0,9,0,6,15,0.6,631
24,50006219,电钻,boda/博大,MD1205-10,201909,447.94,74,616,37309.0,563,22.14,640.0,12,0,8,20,0.6,632
363,50006219,电钻,南威,108F,201909,357.6,523,486,182090.4,392,45.1,615.0,12,0,10,22,0.5454545454545454,633
486,50006219,电钻,捷顺,冲击钻,201909,189.6,805,424,153483.59000000005,420,34.78,632.0,10,0,9,19,0.5263157894736842,634
118,50006219,电钻,dewalt/得伟,DCD791,201909,1133.58,242,563,347456.3599999999,293,58.69,520.0,10,0,9,19,0.5263157894736842,635
383,50006219,电钻,哈博,12-25,201909,59.34,1244,355,79533.34,502,50.93,582.0,27,0,25,52,0.5192307692307693,636
