,cid,brand,model,datamonth,price,biz30day,total_sold_price,model_ratings,model_rank
1814,50006219,bosch/博世,GSB16RE,201909,692.18,1238,725427.91,58.36,523.0
1843,50006219,bosch/博世,GSB180,201909,610.17,8146,8330410.39,78.03,228.0
1872,50006219,bosch/博世,GSB180-LI,201909,706.8,3178,2459233.09,70.74,356.0
1914,50006219,bosch/博世,GSB550,201909,284.4,687,194373.55000000002,89.99,30.0
1931,50006219,bosch/博世,GSB570/550,201909,284.4,621,176218.8,55.86,551.0
1969,50006219,bosch/博世,GSB600RE,201909,453.71,507,239469.78999999995,64.53,457.0
1982,50006219,bosch/博世,GSR 120-LI（1B）,201909,368.4,1883,710797.6,89.79,35.0
1993,50006219,bosch/博世,GSR 120铝盒,201909,477.24,1887,979752.83,67.2,408.0
2038,50006219,bosch/博世,GSR120,201909,375.18,47579,18223447.67,81.88,167.0
2069,50006219,bosch/博世,GSR120-L,201909,430.8,700,303192.41,81.31,177.0
2112,50006219,bosch/博世,GSR120-LI,201909,392.01,76563,33296909.569999997,81.19,178.0
2157,50006219,bosch/博世,GSR120-LI/GSR108-LI,201909,371.39,4160,1581756.2999999998,67.35,404.0
2202,50006219,bosch/博世,TBM3400,201909,155.14,47896,7014115.2,79.62,203.0
2220,50006219,bosch/博世,TBM3400/GBM345,201909,152.4,10002,1448750.9500000002,66.85,414.0
2241,50006219,bosch/博世,TBM3400S,201909,165.13,36471,6051128.3999999985,77.42,239.0
2286,50006219,bosch/博世,TBM3500,201909,168.26,30728,5196966.45,85.99,97.0
2331,50006219,bosch/博世,TBM3500/3400/GBM340/GBM345,201909,156.85,3236,434431.6800000001,64.62,456.0
2376,50006219,bosch/博世,TSB1300,201909,351.6,3711,1088386.8500000003,68.42,382.0
2421,50006219,bosch/博世,TSB1300/GSB550/GSB570,201909,286.8,1507,386192.18999999994,62.5,480.0
2466,50006219,bosch/博世,TSB5500,201909,309.34,32921,10323247.22,86.74,79.0
2511,50006219,bosch/博世,TSR1080-2-LI裸机,201909,200.98,1381,244701.05,57.68,533.0
2554,50006219,bosch/博世,博世12V/10.8V充电钻,201909,416.46,12712,5412544.66,84.52,117.0
2599,50006219,bosch/博世,博世GSB120-LI冲击钻,201909,575.24,2568,1257547.4999999995,54.02,564.0
2642,50006219,bosch/博世,博世GSR120-LI充电钻,201909,482.94,17142,7285040.709999999,68.79,378.0
2644,50006219,bosch/博世,电钻,201909,665.86,152,100414.0,82.27,158.0
2654,50006219,camaton/卡玛顿,1201/1202/1602/2502,201909,173.96,56807,11278250.51,91.43,18.0
2673,50006219,camaton/卡玛顿,7133A,201909,112.34,76389,8596643.809999999,87.69,69.0
2674,50006219,canlidi,007,201909,52.56,847,44518.32,91.52,16.0
2679,50006219,cnpnhtep,电机,201909,18.9,2185,42965.82,70.56,357.0
2692,50006219,coofix/库菲,LDZ-8-2,201909,142.8,13885,1124773.21,86.27,90.0
2704,50006219,cristin/克里斯汀,CRT-DZ,201909,105.78,5222,908377.59,92.49,11.0
2715,50006219,cristin/克里斯汀,CRT-DZ-252,201909,213.12,138,41858.399999999994,54.86,558.0
2729,50006219,cristin/克里斯汀,CT-T13,201909,294.38,3167,1062772.4100000001,78.93,218.0
2734,50006219,delipow/德力普,DLP-002,201909,118.8,1800,213864.4,91.74,14.0
2741,50006219,delixi electric/德力西电气,DECEDAC21700,201909,192.89,1188,214979.08,62.51,479.0
2770,50006219,delixi electric/德力西电气,电钻,201909,291.15,5407,1583585.8099999998,61.41,494.0
2807,50006219,devon/大有,1515,201909,298.9,525,152136.06999999998,46.31,606.0
2850,50006219,devon/大有,1816,201909,306.78,1188,342379.07,65.42,442.0
2893,50006219,devon/大有,1817,201909,355.53,314,92151.53000000003,62.32,483.0
2931,50006219,devon/大有,1818,201909,288.24,696,181733.36000000002,75.33,270.0
2966,50006219,devon/大有,5227,201909,193.78,3669,1099995.6799999997,76.26,257.0
2987,50006219,devon/大有,5228.1,201909,350.79,786,332234.68999999994,57.42,536.0
3032,50006219,devon/大有,5230,201909,434.4,809,360434.0199999999,66.26,432.0
3077,50006219,devon/大有,5230-LI-12TSI,201909,423.38,2509,1219484.83,66.1,434.0
3122,50006219,devon/大有,5241,201909,275.52,5560,1704202.93,74.96,278.0
3167,50006219,devon/大有,5262,201909,174.7,6086,1623861.1599999997,77.13,242.0
3210,50006219,devon/大有,5262-LI-12TS,201909,431.11,3827,1595199.6699999997,72.61,323.0
3225,50006219,devon/大有,5268-LI-12TS,201909,522.77,638,304342.95999999996,66.34,431.0
3241,50006219,devon/大有,5268-LI-12TS/N,201909,434.82,371,145323.00000000003,69.76,366.0
3269,50006219,devon/大有,5272-LI,201909,969.64,465,508016.7899999999,45.47,613.0
3288,50006219,devon/大有,5282,201909,1025.29,634,730274.8500000001,61.66,490.0
3304,50006219,devon/大有,5283,201909,1094.84,188,242742.27000000002,34.3,633.0
3349,50006219,devon/大有,大有5228,201909,112.2,743,187878.11000000002,64.99,448.0
3394,50006219,devon/大有,小强5281,201909,166.66,2680,571709.4600000001,65.97,437.0
3439,50006219,dewalt/得伟,DCD700,201909,344.37,168,74339.72,56.7,542.0
3456,50006219,dewalt/得伟,DCD700C2,201909,417.71,320,155757.03,58.75,519.0
3479,50006219,dewalt/得伟,DCD791,201909,1133.58,242,347456.3599999999,58.69,520.0
3524,50006219,dewalt/得伟,DWD012,201909,370.4,380,130719.84999999998,47.08,601.0
3569,50006219,dewalt/得伟,DWD014,201909,347.71,362,119717.69999999998,72.13,332.0
3614,50006219,dewalt/得伟,DWD112E,201909,192.85,1567,493126.29999999993,65.78,439.0
3659,50006219,dongcheng/东成,003,201909,309.19,5893,1803642.7300000002,58.19,527.0
3689,50006219,dongcheng/东成,00301110072,201909,80.29,2432,490160.12,63.54,470.0
3706,50006219,dongcheng/东成,00301110180,201909,411.86,3207,1435636.9600000002,62.35,482.0
3736,50006219,dongcheng/东成,01301110070,201909,149.88,12213,1924846.47,76.81,246.0
3765,50006219,dongcheng/东成,01301110170,201909,258.08,2416,610233.4099999999,63.0,475.0
3767,50006219,dongcheng/东成,05-10,201909,124.86,660,82506.6,88.62,50.0
3779,50006219,dongcheng/东成,120325569,201909,130.8,757,107855.0,85.4,102.0
3792,50006219,dongcheng/东成,14.4V细手柄,201909,504.2,300,154902.95999999996,71.98,336.0
3815,50006219,dongcheng/东成,16冲击钻套装,201909,204.02,2093,472396.36,70.89,354.0
3836,50006219,dongcheng/东成,DCJZ09-10/DCJZ10-10,201909,129.6,3001,346579.2,70.06,364.0
3881,50006219,dongcheng/东成,DCJZ09-10A,201909,185.58,17314,5606425.38,80.22,195.0
3926,50006219,dongcheng/东成,DCJZ10-10,201909,197.26,31842,7467215.28,77.78,234.0
3928,50006219,dongcheng/东成,DCJZ10-10(E型）,201909,72.0,59,4248.0,86.73,81.0
3955,50006219,dongcheng/东成,DCJZ10-10B,201909,149.88,13270,2865607.7400000007,82.11,160.0
4000,50006219,dongcheng/东成,DCJZ10-10E,201909,138.08,14058,2547846.64,76.72,249.0
4028,50006219,dongcheng/东成,DCJZ18-10/20-10,201909,397.55,7018,2538470.2,65.13,445.0
4046,50006219,dongcheng/东成,DCJZ21-10,201909,308.16,3165,1096228.9,66.43,424.0
4051,50006219,dongcheng/东成,DCJZ22-10,201909,377.91,636,233938.82,65.12,446.0
4069,50006219,dongcheng/东成,DJZ460-10K,201909,179.97,2966,482181.6,64.96,449.0
4086,50006219,dongcheng/东成,DZJ710-16T,201909,329.5,502,154040.0,52.78,571.0
4114,50006219,dongcheng/东成,FF-10,201909,105.84,224,24497.879999999997,67.9,394.0
4159,50006219,dongcheng/东成,FF-10A,201909,135.74,59126,8712449.950000001,83.7,127.0
4197,50006219,dongcheng/东成,FF-16,201909,251.39,7157,2859081.7499999995,71.02,351.0
4242,50006219,dongcheng/东成,FF02-13,201909,216.69,6973,1442352.5199999996,74.72,282.0
4272,50006219,dongcheng/东成,FF03-13B/03-16A,201909,213.0,1413,293347.22,67.98,393.0
4317,50006219,dongcheng/东成,FF07-10,201909,150.57,22522,3660742.74,74.52,288.0
4347,50006219,dongcheng/东成,J1Z-FF-10A-ZS,201909,158.05,2231,337588.1700000001,77.85,230.0
4386,50006219,dongcheng/东成,J1Z-FF-6A/10A/05-10A/13,201909,12.0,1380,75604.61,65.08,447.0
4431,50006219,dongcheng/东成,J1Z-FF02-6A,201909,122.93,5505,633237.8,57.25,538.0
4476,50006219,dongcheng/东成,J1Z-FF03-13B,201909,226.2,1715,398595.8999999999,75.03,276.0
4521,50006219,dongcheng/东成,J1Z-FF03-16A,201909,282.29,6426,1666773.48,60.24,507.0
4566,50006219,dongcheng/东成,J1Z-FF05-10A,201909,142.51,27929,3857917.1700000004,62.04,485.0
4577,50006219,dongcheng/东成,J1Z-FF05-10A (自锁),201909,157.85,2154,337587.0,52.01,576.0
4606,50006219,dongcheng/东成,J1Z-FF08-10,201909,176.11,1491,264144.61,62.12,484.0
4634,50006219,dongcheng/东成,Z1J-FF04-13,201909,199.43,1057,258611.75999999998,50.05,586.0
4646,50006219,dongcheng/东成,充电式起子电钻,201909,456.03,1209,501258.95,40.07,625.0
4685,50006219,dongcheng/东成,手电钻,201909,138.56,1221,176212.69,71.5,346.0
4697,50006219,dongcheng/东成,锂电钻,201909,220.42,1762,433298.06999999995,66.5,421.0
4704,50006219,donk/东科,MBL21,201909,385.33,46,17839.0,72.1,333.0
4720,50006219,dpei/赣春,12V单速 1电1充,201909,96.8,7197,620513.6499999999,66.65,416.0
4735,50006219,dpei/赣春,手持充电钻,201909,97.42,1465,128548.32,53.63,567.0
4780,50006219,expow,632-2S,201909,199.0,398,78361.7,72.89,317.0
4825,50006219,fogo/富格,100,201909,46.43,1112584,74389104.33000001,86.06,94.0
4851,50006219,fogo/富格,102,201909,84.79,12007,1276778.57,73.06,313.0
4896,50006219,fogo/富格,10A,201909,154.51,9428,1620909.6300000004,74.85,280.0
4941,50006219,fogo/富格,18A,201909,153.67,6122,1120732.54,61.45,493.0
4986,50006219,fogo/富格,200,201909,122.12,5987,859842.1300000001,81.95,162.0
4990,50006219,fujiwara/藤原,FUJ-冲击锂电钻,201909,207.35,476,110314.43000000001,59.16,518.0
5033,50006219,gcraft/世匠,C15003,201909,75.31,11787,1019077.8300000002,74.77,281.0
5044,50006219,guanshi/冠仕,21V锂电钻,201909,153.6,78,13539.6,72.84,318.0
5068,50006219,guanshi/冠仕,DX1001,201909,146.14,4739,694262.8999999999,61.56,491.0
5094,50006219,guanshi/冠仕,DZ001,201909,54.44,101764,7990913.48,88.02,66.0
5120,50006219,guanshi/冠仕,DZ002,201909,76.04,6129,548814.91,59.77,513.0
5126,50006219,guanshi/冠仕,DZ01,201909,71.26,1403,120254.04,78.99,215.0
5146,50006219,guanshi/冠仕,T2LDZ,201909,128.0,1109,140471.8,42.38,623.0
5158,50006219,guanshi/冠仕,多功能冲击钻,201909,79.87,1014,93223.74999999999,71.99,335.0
5161,50006219,hansch/汉斯,HS5110,201909,81.6,55,4488.0,56.31,548.0
5188,50006219,hansch/汉斯,HSLDZ,201909,87.77,8190,680998.17,79.05,213.0
5225,50006219,hcc hancuan/韩川,10,201909,65.14,554,34250.2,51.18,581.0
5243,50006219,hcc hancuan/韩川,6002/6106/6107/6108/6110/6111,201909,70.8,383,21162.000000000004,60.89,498.0
5244,50006219,hephaestus/工匠之神,501,201909,118.8,13,1544.4,62.61,478.0
5289,50006219,hg/沪工,501,201909,150.5,1433,211600.31999999995,62.79,477.0
5334,50006219,hg/沪工,506B,201909,151.73,1166,159495.05000000005,47.0,602.0
5356,50006219,hg/沪工,512,201909,190.1,3990,759248.2699999999,80.27,192.0
5362,50006219,hilda/希尔达,ID406,201909,81.6,2818,231606.0,79.64,202.0
5403,50006219,hitachi/日立,D10VC3,201909,402.66,742,267826.15,59.95,509.0
5448,50006219,hitachi/日立,D10VST,201909,225.53,1249,273345.17999999993,58.25,525.0
5493,50006219,hitachi/日立,D6SH,201909,209.47,2014,383958.82999999996,57.06,540.0
5538,50006219,hitachi/日立,DS10DAL,201909,341.89,10438,4309267.710000001,78.52,224.0
5542,50006219,hitachi/日立,DS12DA,201909,317.33,96,39961.869999999995,58.18,528.0
5587,50006219,hitachi/日立,FDV16VB2,201909,501.37,277,120260.79999999999,50.7,583.0
5632,50006219,hitachi/日立,RLDS10DALCR,201909,339.97,230,94717.66000000002,42.82,622.0
5677,50006219,inbof/鹰宝,F系列,201909,171.6,1400,314453.75000000006,64.88,452.0
5688,50006219,jd/巨大,JD101,201909,96.0,387,85971.0,66.45,422.0
5701,50006219,ken/锐奇,13RE,201909,81.97,967,80661.6,85.27,104.0
5742,50006219,ken/锐奇,6410ER,201909,139.0,765,105136.93,28.07,638.0
5779,50006219,ken/锐奇,7212,201909,190.8,3976,1314050.32,79.84,199.0
5809,50006219,ken/锐奇,7212无刷锂电钻,201909,214.8,1901,733875.4000000001,64.35,460.0
5824,50006219,ken/锐奇,BL6012C,201909,118.78,707,69824.0,60.92,497.0
5869,50006219,ken/锐奇,BL6212CB,201909,167.28,1653,470263.7700000001,61.16,495.0
5908,50006219,ken/锐奇,BL7212,201909,340.8,566,216406.27000000002,58.45,522.0
5914,50006219,komda/凯铭达,KMD-001,201909,82.8,1098,90914.40000000001,63.03,474.0
5918,50006219,komda/凯铭达,黑电钻,201909,82.8,228,19756.800000000003,63.4,471.0
5924,50006219,kress/卡胜,11000211000,201909,200.19,149,30453.82,81.6,171.0
5938,50006219,l.bin/罗宾,1105,201909,82.8,504,41731.200000000004,64.09,467.0
5942,50006219,l.bin/罗宾,12A16A,201909,82.8,214,17719.2,84.23,122.0
5979,50006219,lacela,J1Z-KY-16A,201909,77.4,24966,2729739.16,79.08,211.0
6012,50006219,laoa/老a,LA415010,201909,188.4,467,82056.29,66.37,427.0
6057,50006219,laoa/老a,LA712112,201909,245.69,6831,1609148.3200000003,80.16,196.0
6081,50006219,lm lava,001,201909,153.6,915,141517.40000000002,74.91,279.0
6112,50006219,makita/牧田,330,201909,380.8,3052,1468081.57,68.98,374.0
6152,50006219,makita/牧田,6412 6413,201909,378.94,1113,341246.49,68.38,385.0
6197,50006219,makita/牧田,6413,201909,374.9,492,146430.56000000003,61.74,489.0
6221,50006219,makita/牧田,DF330D,201909,411.46,393,167532.46999999997,53.28,568.0
6266,50006219,makita/牧田,DF330DWE,201909,229.81,658,292695.37,62.46,481.0
6311,50006219,makita/牧田,DF330DWE/DF030DWE,201909,106.8,903,401024.69999999995,59.21,517.0
6349,50006219,makita/牧田,DF331DWME,201909,358.44,452,206871.36,61.74,488.0
6390,50006219,makita/牧田,HP1630,201909,470.37,914,407246.52,58.2,526.0
6431,50006219,makita/牧田,M0600,201909,189.6,4205,727705.7699999999,73.98,299.0
6468,50006219,makita/牧田,M0600B,201909,179.92,912,106031.15999999999,54.38,561.0
6513,50006219,makita/牧田,M6001B,201909,191.86,1903,360455.29,68.42,381.0
6552,50006219,makita/牧田,M6200B,201909,510.4,178,82285.6,65.75,440.0
6585,50006219,makita/牧田,MT80A,201909,189.78,670,90892.2,74.22,292.0
6630,50006219,maovon/妙有,10AB,201909,65.52,5930,378990.24,76.45,253.0
6664,50006219,maovon/妙有,MAOVON,201909,70.2,1637,134901.56000000006,75.22,272.0
6709,50006219,metabo/麦太保,POWERMAXX BS,201909,980.4,896,742802.2300000002,51.28,580.0
6753,50006219,metabo/麦太保,SBE760,201909,764.0,42,30858.0,38.37,628.0
6787,50006219,miniq/迷你强,5156E,201909,351.0,1947,669902.5,60.85,500.0
6832,50006219,miniq/迷你强,BG-5168E,201909,380.0,223,89260.78000000001,46.01,607.0
6834,50006219,mpt,5506,201909,94.8,9269,878701.22,86.13,93.0
6849,50006219,mpt,MPT2125,201909,81.6,15511,1074991.21,88.07,64.0
6852,50006219,oumecrown/欧美冠,003,201909,141.6,118,16708.8,73.47,307.0
6880,50006219,oumecrown/欧美冠,锂电充电电钻,201909,69.6,2782,202236.48,67.24,406.0
6925,50006219,powcan,7101,201909,42.0,6202,343183.25000000006,69.49,368.0
6970,50006219,rhea tool/雷亚,10-05,201909,150.0,1959,278180.0,82.58,153.0
7015,50006219,rhea tool/雷亚,12V,201909,163.01,16471,3166810.4899999998,85.08,112.0
7060,50006219,rhea tool/雷亚,16-01,201909,266.98,2275,553243.3,83.47,134.0
7103,50006219,rhea tool/雷亚,21V,201909,141.6,1040,188492.50999999998,60.26,506.0
7133,50006219,rhea tool/雷亚,AZ1001,201909,162.37,1682,272883.70999999996,75.14,273.0
7178,50006219,rhea tool/雷亚,AZ101,201909,176.18,57603,9434310.1,88.85,47.0
7199,50006219,rhea tool/雷亚,C1301,201909,159.6,19123,3197258.5,88.03,65.0
7242,50006219,rhea tool/雷亚,J1Z-JL10-01,201909,191.37,1955,338136.49,52.43,575.0
7255,50006219,ronix/罗尼克斯,8012,201909,202.8,230,50215.5,66.08,435.0
7277,50006219,sata/世达,JZ51005,201909,174.49,1608,263129.0,76.78,247.0
7289,50006219,shquf/泉方电气,QF020,201909,105.6,3262,340814.4,45.09,616.0
7314,50006219,sj/上匠,SJ-6000,201909,89.1,6131,751042.0800000001,53.81,566.0
7339,50006219,sj/上匠,锂电钻,201909,81.0,508,62452.17000000001,35.19,631.0
7366,50006219,skt/斯凯特,CZ131-1,201909,94.8,420,44711.49,35.29,630.0
7384,50006219,solid/塑力,168-08-21V,201909,238.8,1791,344178.5999999999,68.4,383.0
7395,50006219,solid/塑力,SOLID-16,201909,1140.0,2500,2850000.0,86.48,83.0
7440,50006219,stanley/史丹利,600/700/7213,201909,195.46,1708,513001.67,72.33,326.0
7474,50006219,stanley/史丹利,DCD791D2,201909,327.6,285,298969.56000000006,72.79,319.0
7502,50006219,stanley/史丹利,SCI12S2K,201909,636.6,171,109187.73,83.49,132.0
7540,50006219,stanley/史丹利,STDH7213,201909,204.09,821,257630.33000000002,56.51,546.0
7585,50006219,stanley/史丹利,STDH7213-A9,201909,229.12,1500,428429.1699999998,65.4,443.0
7630,50006219,stanley/史丹利,STDR5510,201909,185.21,2130,398660.33999999997,72.47,324.0
7649,50006219,tank/坦克,J1Z-JL10-01,201909,162.0,3507,604345.7,78.07,227.0
7668,50006219,tank/坦克,TK-DD0114,201909,216.0,955,204948.0,76.46,252.0
7670,50006219,tenwa,220007,201909,298.0,19,5662.0,88.16,61.0
7696,50006219,tenwa,DR-D06,201909,333.6,126,43692.49999999998,50.66,584.0
7703,50006219,ulite/优力特,001,201909,141.6,1583,201904.79999999996,85.11,110.0
7707,50006219,ulite/优力特,锂电钻,201909,141.6,283,35152.8,75.97,259.0
7742,50006219,wido,AC-SDZ450,201909,130.8,1162,156995.30999999994,68.84,376.0
7782,50006219,worx/威克士,20298111000,201909,228.53,4283,923426.7299999997,69.8,365.0
7806,50006219,worx/威克士,20304811000,201909,414.99,2130,1287228.0299999998,71.25,348.0
7835,50006219,worx/威克士,20306811000,201909,1446.8,286,517430.6,49.04,593.0
7846,50006219,worx/威克士,20310711000,201909,877.39,308,302467.47000000003,64.66,455.0
7891,50006219,worx/威克士,30122011000/30120711000,201909,476.38,20770,10912019.609999996,81.93,164.0
7915,50006219,worx/威克士,30162711000,201909,998.0,711,701567.0,63.05,473.0
7927,50006219,worx/威克士,30214211000,201909,238.59,2875,635929.8600000001,78.99,214.0
7934,50006219,worx/威克士,30231111000,201909,163.44,539,103951.95000000001,67.74,396.0
7959,50006219,worx/威克士,317.3,201909,393.2,2601,957640.0,67.12,411.0
8004,50006219,worx/威克士,WU107,201909,384.01,1523,618081.7500000001,66.35,430.0
8035,50006219,worx/威克士,WU118,201909,231.92,917,193824.23,61.91,486.0
8076,50006219,worx/威克士,WU128,201909,219.66,4386,1791474.63,77.81,233.0
8079,50006219,worx/威克士,WU130,201909,369.89,2645,1060841.96,88.07,63.0
8102,50006219,worx/威克士,WU172,201909,375.71,1057,608237.73,51.56,578.0
8118,50006219,worx/威克士,WU179,201909,451.45,865,474299.22000000003,64.93,451.0
8143,50006219,worx/威克士,WU185,201909,817.05,327,286795.6500000001,57.15,539.0
8157,50006219,worx/威克士,WU189,201909,854.32,416,417458.63999999996,42.02,624.0
8176,50006219,worx/威克士,WX101,201909,330.17,171,61493.59999999999,65.96,438.0
8221,50006219,worx/威克士,WX128,201909,336.88,49562,17405280.200000003,84.49,118.0
8238,50006219,worx/威克士,WX128.1,201909,349.1,360,125955.72,30.45,635.0
8283,50006219,worx/威克士,WX128.1/WX128.9,201909,186.39,1475,289219.2700000001,71.02,352.0
8319,50006219,worx/威克士,WX128.3,201909,491.42,2747,1282837.0099999998,79.44,206.0
8339,50006219,worx/威克士,WX128.8,201909,357.6,960,337255.42,76.25,258.0
8355,50006219,worx/威克士,WX129,201909,487.89,89,45099.78999999999,46.82,604.0
8392,50006219,worx/威克士,WX176,201909,595.98,2721,1848778.0399999996,57.42,535.0
8396,50006219,worx/威克士,WX301,201909,203.78,21,3977.2,55.4,554.0
8429,50006219,worx/威克士,WX317.1,201909,225.95,9581,2031197.6500000001,83.44,135.0
8446,50006219,worx/威克士,WX372,201909,455.37,732,359943.67000000004,73.28,310.0
8487,50006219,worx/威克士,WX372.9,201909,451.2,1783,927654.62,68.26,389.0
8489,50006219,wynn’s/威力狮,WS4447,201909,158.69,236,37518.950000000004,88.94,45.0
8510,50006219,x－tron/小强,5241,201909,121.98,5655,834005.8600000001,89.22,41.0
8546,50006219,x－tron/小强,5241-LI-12S,201909,298.8,1730,481304.3400000001,59.81,512.0
8558,50006219,yat/亚特,WLT-6613,201909,94.83,7132,672556.71,86.45,85.0
8564,50006219,yat/亚特,WLT-6616,201909,154.8,1456,225388.8,87.99,68.0
8567,50006219,yat/亚特,YT-CD12,201909,153.6,115,17664.0,77.36,240.0
8570,50006219,yat/亚特,YT-CD21,201909,165.64,68,12359.34,54.48,560.0
8588,50006219,yat/亚特,YT3204,201909,151.89,6010,868331.57,83.52,129.0
8605,50006219,yat/亚特,Z031001,201909,97.82,35264,3419467.1999999997,82.92,146.0
8618,50006219,yat/亚特,Z031002,201909,154.8,1087,171740.20999999996,67.63,399.0
8629,50006219,yat/亚特,Z032012,201909,153.6,11282,1826420.38,87.48,72.0
