,cid,cidname,brand,model,datamonth,price,biz30day,biz30day_rank,total_sold_price,total_sold_price_rank,model_ratings,model_rank,model_pos,model_neu,model_neg,model_total,model_rate,model_rate_rank
367,2019090610,投影仪,奥普达,CYW600,201908,2850.0,198,337,567444.0,322,74.4,364.0,65.0,0.0,0.0,65.0,1.0,47
308,2019090610,投影仪,万德成,VV28,201908,1304.25,610,250,815391.14,291,83.27,243.0,832.0,0.0,0.0,832.0,1.0,48
161,2019090610,投影仪,nec,其他/OTHER,201908,2750.0,37,421,79730.20000000001,418,72.84,376.0,16.0,0.0,0.0,16.0,1.0,49
63,2019090610,投影仪,benq/明基,RS3355,201908,2878.0,171,349,446425.23999999993,336,87.98,149.0,105.0,0.0,0.0,105.0,1.0,50
425,2019090610,投影仪,美高光电,G20S,201908,2799.0,31,423,87126.65,416,79.37,301.0,48.0,0.0,0.0,48.0,1.0,51
103,2019090610,投影仪,e家乐,A8.C,201908,345.6,76,404,26265.6,429,81.95,267.0,52.0,0.0,0.0,52.0,1.0,52
168,2019090610,投影仪,optoma/奥图码,SL1,201908,3099.0,169,351,448201.0,334,68.78,407.0,100.0,0.0,0.0,100.0,1.0,53
147,2019090610,投影仪,lejiada/乐佳达,YG300,201908,318.0,168,353,47162.36,425,60.43,427.0,24.0,0.0,0.0,24.0,1.0,54
86,2019090610,投影仪,epson/爱普生,6300,201908,600.0,124,370,89040.0,415,83.66,233.0,45.0,0.0,0.0,45.0,1.0,55
368,2019090610,投影仪,奥普达,CYWI000,201908,1809.0,134,365,245806.0,376,84.04,221.0,48.0,0.0,0.0,48.0,1.0,56
409,2019090610,投影仪,灵云,S2,201908,689.0,50,419,34656.07,427,68.37,410.0,12.0,0.0,0.0,12.0,1.0,57
65,2019090610,投影仪,benq/明基,TH683,201908,5402.33,109,381,599637.3200000001,313,87.69,156.0,88.0,0.0,0.0,88.0,1.0,58
167,2019090610,投影仪,optoma/奥图码,S341,201908,2362.0,228,325,566391.6100000001,323,83.47,235.0,76.0,0.0,0.0,76.0,1.0,59
36,2019090610,投影仪,benq/明基,E1443,201908,4162.25,482,264,1908052.09,234,83.31,242.0,746.0,0.0,4.0,750.0,0.9946666666666667,60
383,2019090610,投影仪,微影,Q5,201908,298.8,844,235,401078.41,339,89.13,119.0,1296.0,0.0,8.0,1304.0,0.9938650306748467,61
157,2019090610,投影仪,nec,NP-CD1110,201908,1975.92,2388,158,5451774.64,151,80.24,291.0,2432.0,8.0,8.0,2448.0,0.9934640522875817,62
24,2019090610,投影仪,aet,Z1多媒体,201908,815.67,1469,191,1228166.8,266,82.11,261.0,1816.0,0.0,12.0,1828.0,0.9934354485776805,63
155,2019090610,投影仪,nec,CD1100X,201908,2835.0,466,267,1259922.5,264,80.59,284.0,1128.0,8.0,0.0,1136.0,0.9929577464788732,64
182,2019090610,投影仪,podoor,投影仪,201908,1589.0,2095,166,3381620.81,190,90.16,103.0,3252.0,12.0,12.0,3276.0,0.9926739926739927,65
13,2019090610,投影仪,acer/宏碁,X1225I,201908,3659.0,185,341,653315.0,310,82.68,252.0,532.0,4.0,0.0,536.0,0.9925373134328358,66
190,2019090610,投影仪,poner saund/轰天炮,GP18,201908,320.63,5210,115,1832849.41,238,88.58,132.0,3365.0,12.0,16.0,3393.0,0.9917477158856469,67
346,2019090610,投影仪,创荣,炫舞 1700-HT,201908,1398.0,403,284,361354.57999999996,347,87.85,151.0,1110.0,5.0,5.0,1120.0,0.9910714285714286,68
389,2019090610,投影仪,微影,Z3,201908,774.0,9199,79,7293421.0,130,94.92,12.0,12780.0,40.0,76.0,12896.0,0.9910049627791563,69
325,2019090610,投影仪,先奇,XQ-6,201908,1549.0,2077,167,4351234.8100000005,174,93.31,36.0,3215.0,10.0,20.0,3245.0,0.9907550077041603,70
227,2019090610,投影仪,rigal,RD-825,201908,958.3,63562,5,72568161.69,15,96.13,4.0,83152.0,315.0,469.0,83936.0,0.990659550133435,71
259,2019090610,投影仪,touchjet,S1智触版,201908,2088.0,442,276,930006.0,288,88.35,140.0,970.0,0.0,10.0,980.0,0.9897959183673469,72
216,2019090610,投影仪,rigal,RD-606,201908,1560.31,13934,56,20612743.62,59,91.6,70.0,17052.0,104.0,92.0,17248.0,0.9886363636363636,73
145,2019090610,投影仪,kixin,K5升级版,201908,1729.0,16648,43,27646398.0,46,89.29,118.0,3076.0,16.0,20.0,3112.0,0.9884318766066839,74
60,2019090610,投影仪,benq/明基,MX528,201908,3420.78,1714,181,5524296.969999998,149,85.08,199.0,2048.0,8.0,16.0,2072.0,0.9884169884169884,75
430,2019090610,投影仪,飞兰,Z1,201908,598.8,290,303,162791.6,395,82.05,265.0,805.0,5.0,5.0,815.0,0.9877300613496932,76
213,2019090610,投影仪,rigal,RD-603,201908,2119.0,205,336,422895.0,338,79.24,302.0,312.0,4.0,0.0,316.0,0.9873417721518988,77
183,2019090610,投影仪,poner saund/轰天炮,33-06W,201908,1077.68,13894,58,13282743.819999998,84,92.49,52.0,8848.0,20.0,95.0,8963.0,0.9871694745063037,78
371,2019090610,投影仪,奥普达,OPD-98K,201908,1521.33,6442,96,9467460.330000002,112,93.9,27.0,11138.0,50.0,95.0,11283.0,0.9871488079411505,79
322,2019090610,投影仪,先奇,XQ-17,201908,858.0,3030,146,2734982.75,211,90.6,94.0,3940.0,12.0,40.0,3992.0,0.9869739478957916,80
59,2019090610,投影仪,benq/明基,MX522H,201908,3288.69,1313,198,4306334.01,175,84.67,207.0,1554.0,0.0,21.0,1575.0,0.9866666666666667,81
25,2019090610,投影仪,aodian/澳典,M 19,201908,1455.57,28554,26,37119621.269999996,36,95.76,6.0,27615.0,137.0,237.0,27989.0,0.9866376076315695,82
429,2019090610,投影仪,陌咔,Q3,201908,1999.0,518,257,999392.1699999999,282,86.62,175.0,1108.0,4.0,12.0,1124.0,0.9857651245551602,83
385,2019090610,投影仪,微影,T5,201908,298.8,3257,138,3411711.5199999996,189,93.41,34.0,7172.0,28.0,76.0,7276.0,0.9857064321055525,84
181,2019090610,投影仪,podoor,T5,201908,1799.0,252,313,453348.0,333,81.55,274.0,272.0,0.0,4.0,276.0,0.9855072463768116,85
195,2019090610,投影仪,poner saund/轰天炮,LED-96+,201908,1527.0,14105,54,19213060.78,64,95.24,11.0,17715.0,86.0,180.0,17981.0,0.9852066069740282,86
197,2019090610,投影仪,poner saund/轰天炮,M11,201908,1526.09,4628,121,6971686.0,135,92.62,48.0,4792.0,20.0,52.0,4864.0,0.9851973684210527,87
311,2019090610,投影仪,亦智,H8,201908,725.1,5850,104,9368301.01,114,94.38,22.0,9135.0,65.0,75.0,9275.0,0.9849056603773585,88
251,2019090610,投影仪,sony/索尼,MP-CD1,201908,2998.58,911,227,3236899.61,194,83.83,226.0,975.0,5.0,10.0,990.0,0.9848484848484849,89
205,2019090610,投影仪,poner saund/轰天炮,M9,201908,1458.22,6375,98,9389600.719999999,113,88.92,122.0,3608.0,12.0,44.0,3664.0,0.9847161572052402,90
369,2019090610,投影仪,奥普达,HK10,201908,980.0,356,293,332680.0,354,79.48,300.0,630.0,0.0,10.0,640.0,0.984375,91
301,2019090610,投影仪,ximico/西米可,S3,201908,512.22,1705,182,748328.51,303,80.1,293.0,1456.0,4.0,20.0,1480.0,0.9837837837837838,92
395,2019090610,投影仪,普沃达,Z3,201908,888.0,10345,74,9250171.0,119,96.2,3.0,51432.0,396.0,456.0,52284.0,0.9837043837502869,93
345,2019090610,投影仪,创荣,炫舞 1601-HT,201908,499.0,526,256,432053.0,337,89.65,111.0,472.0,8.0,0.0,480.0,0.9833333333333333,94
279,2019090610,投影仪,xbygimi/极米科技,G03V,201908,3743.07,878,232,3134718.0,197,81.81,268.0,353.0,0.0,6.0,359.0,0.9832869080779945,95
267,2019090610,投影仪,ukcsis,T6,201908,1318.8,10336,75,14084741.27,82,94.47,19.0,26902.0,200.0,260.0,27362.0,0.9831883634237263,96
164,2019090610,投影仪,optoma/奥图码,HD39HDR,201908,5419.0,162,356,898388.0,289,79.61,297.0,232.0,0.0,4.0,236.0,0.9830508474576272,97
354,2019090610,投影仪,大眼橙,X7,201908,4299.0,54,417,224446.0,380,78.09,324.0,232.0,0.0,4.0,236.0,0.9830508474576272,98
184,2019090610,投影仪,poner saund/轰天炮,DLP-100WM,201908,1299.0,483,263,626864.4900000001,311,84.27,217.0,1716.0,12.0,18.0,1746.0,0.9828178694158075,99
307,2019090610,投影仪,万德成,VV26,201908,1152.0,29726,24,42818583.76,28,92.55,49.0,22793.0,91.0,308.0,23192.0,0.9827957916522939,100
92,2019090610,投影仪,epson/爱普生,CB-X05,201908,3251.61,3492,132,11864837.360000001,96,84.99,202.0,2334.0,12.0,30.0,2376.0,0.9823232323232324,101
323,2019090610,投影仪,先奇,XQ-2,201908,3199.0,276,309,756524.0,299,80.26,289.0,330.0,0.0,6.0,336.0,0.9821428571428571,102
202,2019090610,投影仪,poner saund/轰天炮,M6,201908,1584.43,10798,73,15801546.92,74,94.15,23.0,15566.0,72.0,212.0,15850.0,0.9820820189274448,103
312,2019090610,投影仪,亦智,Z3,201908,837.6,5067,116,8195117.380000001,122,92.85,41.0,6455.0,21.0,98.0,6574.0,0.9818983875874657,104
220,2019090610,投影仪,rigal,RD-806旗舰版,201908,1780.0,60,414,96121.67,413,85.85,187.0,216.0,4.0,0.0,220.0,0.9818181818181818,105
397,2019090610,投影仪,欢乐投,W80,201908,297.6,7143,89,2458156.76,218,87.82,153.0,3644.0,40.0,28.0,3712.0,0.9816810344827587,106
198,2019090610,投影仪,poner saund/轰天炮,M12,201908,1347.37,3575,130,4863775.87,159,91.29,80.0,2304.0,4.0,40.0,2348.0,0.9812606473594548,107
201,2019090610,投影仪,poner saund/轰天炮,M5,201908,1307.5,31663,23,35135848.03999999,38,95.65,7.0,23014.0,232.0,247.0,23493.0,0.9796109479419401,108
146,2019090610,投影仪,lamela/拉米拉,X200,201908,1966.68,3231,139,6242694.319999999,143,94.84,14.0,10072.0,88.0,124.0,10284.0,0.9793854531310774,109
373,2019090610,投影仪,奥普达,Z1,201908,1561.17,5623,108,9363048.84,115,91.32,75.0,3936.0,24.0,60.0,4020.0,0.9791044776119403,110
244,2019090610,投影仪,signyean/希影,S2,201908,1798.8,1846,179,3374344.82,191,91.29,81.0,3504.0,36.0,40.0,3580.0,0.9787709497206704,111
30,2019090610,投影仪,aodian/澳典,T13,201908,1699.0,517,258,960483.0,285,84.25,218.0,553.0,6.0,6.0,565.0,0.9787610619469026,112
26,2019090610,投影仪,aodian/澳典,M18,201908,2579.0,182,343,571214.0,320,76.52,344.0,322.0,7.0,0.0,329.0,0.9787234042553191,113
266,2019090610,投影仪,ukcsis,T 9,201908,1615.67,494,260,387261.83999999997,344,82.99,248.0,920.0,4.0,16.0,940.0,0.9787234042553191,114
76,2019090610,投影仪,coolux/酷乐视,R4风尚,201908,1559.94,7322,86,12852798.379999999,89,92.82,43.0,20550.0,180.0,270.0,21000.0,0.9785714285714285,115
64,2019090610,投影仪,benq/明基,RX3356,201908,3425.0,1183,209,3922018.8200000003,181,86.91,168.0,910.0,10.0,10.0,930.0,0.978494623655914,116
208,2019090610,投影仪,rigal,806,201908,1413.33,24108,30,24844210.68,52,92.38,54.0,13890.0,56.0,252.0,14198.0,0.9783068037751796,117
143,2019090610,投影仪,jmgo/坚果,微果H6,201908,2112.39,5450,109,11587320.75,97,88.49,137.0,3784.0,24.0,60.0,3868.0,0.9782833505687694,118
399,2019090610,投影仪,欧擎,OSON-D9,201908,1438.8,9668,78,13038720.550000003,87,90.51,97.0,5352.0,40.0,80.0,5472.0,0.9780701754385965,119
382,2019090610,投影仪,微影,H2S,201908,1399.0,171,348,254149.0,374,81.98,266.0,356.0,0.0,8.0,364.0,0.978021978021978,120
321,2019090610,投影仪,先奇,XQ-16,201908,2080.0,212,331,323092.64,358,84.33,216.0,220.0,0.0,5.0,225.0,0.9777777777777777,121
336,2019090610,投影仪,光米,T1S,201908,499.0,290,302,145000.0,402,74.45,363.0,215.0,0.0,5.0,220.0,0.9772727272727273,122
31,2019090610,投影仪,aodian/澳典,T13S,201908,1799.0,171,350,314568.6,362,80.39,287.0,215.0,5.0,0.0,220.0,0.9772727272727273,123
255,2019090610,投影仪,sony/索尼,VPL-EX433,201908,3482.91,3414,133,10590714.730000002,103,86.89,170.0,2292.0,42.0,12.0,2346.0,0.9769820971867008,124
305,2019090610,投影仪,万德成,VV19.,201908,406.8,6660,94,2916537.8900000006,202,90.65,92.0,5936.0,49.0,91.0,6076.0,0.9769585253456221,125
132,2019090610,投影仪,jmgo/坚果,M6,201908,1940.15,8640,80,17587546.61,69,94.6,18.0,8771.0,46.0,161.0,8978.0,0.9769436400089107,126
15,2019090610,投影仪,acer/宏碁,X128H,201908,2729.26,2236,161,6402796.19,140,82.17,260.0,1136.0,11.0,16.0,1163.0,0.9767841788478074,127
138,2019090610,投影仪,jmgo/坚果,V9,201908,6357.77,1560,186,10851240.19,102,90.48,98.0,2475.0,25.0,35.0,2535.0,0.9763313609467456,128
45,2019090610,投影仪,benq/明基,I706,201908,7380.4,96,390,582562.3999999999,317,79.03,306.0,164.0,0.0,4.0,168.0,0.9761904761904762,129
55,2019090610,投影仪,benq/明基,MS630ST,201908,3431.24,486,262,1591396.2899999993,245,84.05,220.0,322.0,0.0,8.0,330.0,0.9757575757575757,130
160,2019090610,投影仪,nec,NP-U321H+,201908,8999.0,240,319,3767010.7400000007,186,79.58,298.0,320.0,0.0,8.0,328.0,0.975609756097561,131
228,2019090610,投影仪,rigal,RD-825/,201908,973.37,209,333,196465.47,384,83.72,231.0,320.0,4.0,4.0,328.0,0.975609756097561,132
53,2019090610,投影仪,benq/明基,MS527,201908,2461.99,11306,69,28317531.979999997,45,91.6,69.0,10176.0,64.0,192.0,10432.0,0.9754601226993865,133
90,2019090610,投影仪,epson/爱普生,CB-U05,201908,6086.77,708,243,4402058.890000001,172,84.96,203.0,714.0,6.0,12.0,732.0,0.9754098360655737,134
390,2019090610,投影仪,微影,Z8,201908,1237.16,3302,137,3845423.38,183,90.0,105.0,6476.0,48.0,116.0,6640.0,0.9753012048192771,135
110,2019090610,投影仪,fujitsu/富士通,FA100,201908,1274.17,16228,46,26429187.869999997,47,93.85,29.0,49566.0,427.0,840.0,50833.0,0.9750752463950584,136
347,2019090610,投影仪,创荣,炫舞 2001-HT,201908,1620.88,136,364,246143.59999999998,375,77.09,338.0,156.0,4.0,0.0,160.0,0.975,137
83,2019090610,投影仪,coolux/酷乐视,Z6,201908,2512.9,473,265,746237.11,305,87.68,157.0,575.0,10.0,5.0,590.0,0.9745762711864406,138
421,2019090610,投影仪,福满门,B100AA-A,201908,322.8,111872,2,40644452.120000005,31,94.8,15.0,95011.0,776.0,1704.0,97491.0,0.9745617544183566,139
387,2019090610,投影仪,微影,Z1,201908,298.8,1315,197,967662.0,284,84.54,211.0,1964.0,12.0,40.0,2016.0,0.9742063492063492,140
135,2019090610,投影仪,jmgo/坚果,R8,201908,2254.96,384,287,932654.5,287,87.61,158.0,600.0,4.0,12.0,616.0,0.974025974025974,141
333,2019090610,投影仪,光米,S1,201908,503.83,656,245,340078.39,352,81.19,277.0,375.0,0.0,10.0,385.0,0.974025974025974,142
200,2019090610,投影仪,poner saund/轰天炮,M4,201908,1253.51,13826,60,23119967.76,53,90.84,88.0,4001.0,29.0,78.0,4108.0,0.9739532619279455,143
274,2019090610,投影仪,whaley/微鲸,WP20E2A,201908,1699.0,365,291,592153.0,314,76.97,339.0,444.0,4.0,8.0,456.0,0.9736842105263158,144
85,2019090610,投影仪,d·m,Z3,201908,899.0,608,251,546592.0,325,91.18,85.0,3544.0,32.0,64.0,3640.0,0.9736263736263736,145
206,2019090610,投影仪,poner saund/轰天炮,S160,201908,1508.38,10134,76,15000772.309999999,75,90.88,87.0,5556.0,64.0,88.0,5708.0,0.9733707077785564,146
89,2019090610,投影仪,epson/爱普生,CB-S05E,201908,2718.86,20146,37,46629991.7,22,91.78,67.0,13556.0,153.0,219.0,13928.0,0.9732912119471568,147
193,2019090610,投影仪,poner saund/轰天炮,LED-86+ WIFI,201908,1232.34,53393,14,80169338.58999999,12,95.77,5.0,56501.0,557.0,997.0,58055.0,0.9732322797347343,148
134,2019090610,投影仪,jmgo/坚果,P3,201908,3755.45,2901,148,9578538.0,111,85.58,191.0,1288.0,4.0,32.0,1324.0,0.972809667673716,149
388,2019090610,投影仪,微影,Z2,201908,1249.0,622,249,799104.38,296,80.57,285.0,1144.0,8.0,24.0,1176.0,0.9727891156462585,150
392,2019090610,投影仪,微麦,M100S,201908,1599.0,2899,149,4606811.0,166,93.17,39.0,5708.0,44.0,116.0,5868.0,0.972733469665985,151
222,2019090610,投影仪,rigal,RD-807升级版,201908,1694.0,5994,103,9939098.0,108,94.85,13.0,12419.0,130.0,220.0,12769.0,0.9725898660819171,152
315,2019090610,投影仪,亦盾,Q900,201908,1173.6,14081,55,21333016.81,57,92.5,51.0,13555.0,125.0,260.0,13940.0,0.9723816355810617,153
194,2019090610,投影仪,poner saund/轰天炮,LED-96,201908,1164.91,10087,77,14263440.249999998,81,93.56,33.0,11808.0,40.0,296.0,12144.0,0.9723320158102767,154
304,2019090610,投影仪,万德成,C5,201908,1437.6,6662,93,10260478.490000002,106,88.79,125.0,2783.0,32.0,48.0,2863.0,0.97205728257073,155
93,2019090610,投影仪,epson/爱普生,CB-X05E,201908,3517.09,5687,107,20386992.249999996,60,92.3,58.0,5527.0,90.0,74.0,5691.0,0.9711825689685468,156
43,2019090610,投影仪,benq/明基,EX6550,201908,3446.19,2351,159,7811120.509999999,123,85.19,196.0,1414.0,0.0,42.0,1456.0,0.9711538461538461,157
344,2019090610,投影仪,冰冠,813,201908,321.6,1643,183,528388.81,327,85.57,192.0,1748.0,28.0,24.0,1800.0,0.9711111111111111,158
196,2019090610,投影仪,poner saund/轰天炮,LED-96G,201908,1527.62,68312,4,95957272.86999999,7,95.37,9.0,44955.0,304.0,1046.0,46305.0,0.9708454810495627,159
407,2019090610,投影仪,火辣椒,T3,201908,1511.5,3060,144,5023612.5,156,90.9,86.0,2120.0,28.0,36.0,2184.0,0.9706959706959707,160
61,2019090610,投影仪,benq/明基,MX532P,201908,3412.33,376,289,1285247.29,260,83.13,247.0,231.0,7.0,0.0,238.0,0.9705882352941176,161
230,2019090610,投影仪,rigal,RD-829,201908,454.8,1785,180,700952.3999999999,308,92.1,64.0,4228.0,35.0,95.0,4358.0,0.9701698026617714,162
281,2019090610,投影仪,xbygimi/极米科技,G04V,201908,4010.11,1192,207,4630708.0,165,84.03,222.0,780.0,12.0,12.0,804.0,0.9701492537313433,163
56,2019090610,投影仪,benq/明基,MW529,201908,3675.15,422,282,1496316.2100000002,251,76.79,342.0,227.0,0.0,7.0,234.0,0.9700854700854701,164
80,2019090610,投影仪,coolux/酷乐视,V501,201908,1111.7,4436,125,4682861.79,164,88.76,126.0,896.0,4.0,24.0,924.0,0.9696969696969697,165
302,2019090610,投影仪,ximico/西米可,T5,201908,948.84,2208,162,1075367.05,275,86.31,181.0,795.0,10.0,15.0,820.0,0.9695121951219512,166
131,2019090610,投影仪,jmgo/坚果,L6-H,201908,4611.98,1482,190,7151962.6,132,85.02,201.0,439.0,0.0,14.0,453.0,0.9690949227373068,167
253,2019090610,投影仪,sony/索尼,VPL-DX221,201908,2932.82,1847,178,5309774.24,152,87.02,165.0,783.0,10.0,15.0,808.0,0.969059405940594,168
366,2019090610,投影仪,奥普达,02,201908,1005.6,6241,100,6810459.2,136,89.59,112.0,4530.0,25.0,120.0,4675.0,0.9689839572192513,169
426,2019090610,投影仪,节之冠,R11,201908,1599.0,219,327,356361.22,349,74.73,359.0,310.0,0.0,10.0,320.0,0.96875,170
284,2019090610,投影仪,xbygimi/极米科技,XH05L,201908,2479.28,1150,210,3277846.0,192,79.98,294.0,465.0,0.0,15.0,480.0,0.96875,171
384,2019090610,投影仪,微影,Q7智能语音版,201908,298.8,452,273,157666.72,397,85.83,188.0,860.0,8.0,20.0,888.0,0.9684684684684685,172
313,2019090610,投影仪,亦盾,BH908W,201908,1077.6,20837,36,36768916.91,37,96.64,2.0,26259.0,388.0,480.0,27127.0,0.968002359273049,173
199,2019090610,投影仪,poner saund/轰天炮,M2,201908,1158.09,61844,7,91894718.0,10,94.46,20.0,27872.0,264.0,678.0,28814.0,0.967307558825571,174
40,2019090610,投影仪,benq/明基,E580,201908,7061.98,377,288,2609152.9699999997,215,75.72,351.0,322.0,6.0,5.0,333.0,0.9669669669669669,175
34,2019090610,投影仪,benq/明基,BS5050,201908,2484.03,7743,83,20814919.18,58,91.51,71.0,12670.0,175.0,259.0,13104.0,0.9668803418803419,176
