,cid,brand,model,datamonth,price,biz30day,total_sold_price,model_ratings,model_rank
3810,2019070912,安之若素,洛神花酵素果冻,201906,39.0,2916,113724.0,94.0,37.0
3832,2019070912,完美森林,果味果冻,201906,60.0,8769,736938.32,,
3844,2019070912,小腰精,018,201906,25.48,8635,230206.91999999998,93.77,39.0
3874,2019070912,小腰精,酵素果冻,201906,28.1,419156,12118062.059999997,97.31,14.0
3881,2019070912,川品,高端系列,201906,39.0,11773,556007.0,98.49,3.0
3920,2019070912,巨峰,葡萄果冻,201906,77.39,35569,2415393.4899999998,67.45,245.0
3935,2019070912,平野,80G,201906,4.5,30968,138889.18,67.1,246.0
3944,2019070912,平野,日式果冻布丁,201906,37.85,3674,115895.63999999998,81.56,186.0
3954,2019070912,平野,浓厚牛奶芝士布丁,201906,27.78,5313,148178.96000000002,91.92,67.0
3961,2019070912,平野,牛乳布丁,201906,29.36,11218,316083.44,76.91,218.0
3971,2019070912,平野,芝士味/焦糖味布丁,201906,27.58,22431,689799.81,85.19,146.0
3996,2019070912,广元堂,SOSO酵素果冻,201906,36.02,51437,2227717.9,95.05,29.0
4005,2019070912,康喔,3盒酵素果冻（蓝莓味）,201906,34.8,2764,156647.0,90.77,85.0
4018,2019070912,徐福记,C的酷,201906,20.07,21411,492915.68,89.17,104.0
4031,2019070912,徐福记,小叭叭 益起C,201906,16.9,7264,128496.34,88.99,108.0
4038,2019070912,徐福记,小叭叭C的酷/益起C,201906,29.9,7267,216136.75,81.69,184.0
4092,2019070912,御食园,果冻爽,201906,28.75,70659,2012343.0299999996,86.5,131.0
4107,2019070912,忘不了,果板果冻,201906,13.53,18233,243508.02000000002,85.68,142.0
4132,2019070912,惠尔康,优の冻组合装,201906,36.8,10046,341948.69999999995,91.75,71.0
4148,2019070912,惠尔康,吸冻,201906,28.62,8413,245888.1,79.3,203.0
4167,2019070912,慕方,慕方蓝莓酵素果冻,201906,32.05,3101,103553.00000000001,93.65,42.0
4180,2019070912,慕诗,烧仙草,201906,34.38,10062,344443.79999999993,95.56,24.0
4189,2019070912,懒人爱,洛神果冻系列,201906,26.0,3882,108630.0,94.32,33.0
4200,2019070912,懒人爱,酵素果冻2盒装,201906,35.0,8475,315610.0,96.02,22.0
4244,2019070912,拂朵,冻吃大吃,201906,117.5,46802,5684188.029999999,,
4298,2019070912,新巧风,鸡蛋布丁,201906,22.18,33422,486230.36999999994,76.01,222.0
4321,2019070912,新巧风,鸡蛋布丁果冻180G,201906,8.8,6884,60579.2,89.88,95.0
4341,2019070912,旺旺,132G*8,201906,31.8,6998,217025.16,79.3,202.0
4352,2019070912,旺旺,ALICE QUEEN果汁果冻480G,201906,22.19,10908,243690.84999999998,70.21,240.0
4378,2019070912,旺旺,吸吸冰,201906,30.27,15501,466475.49,86.8,126.0
4404,2019070912,旺旺,吸的冻,201906,24.17,26087,675851.3099999999,75.54,224.0
4451,2019070912,旺旺,摇滚冻,201906,14.51,81526,1406025.1700000002,84.24,156.0
4500,2019070912,旺旺,维多粒,201906,23.68,17149,552050.5599999999,83.78,163.0
4530,2019070912,旺旺,茶咖冻 132G 茶味,201906,32.58,5176,190520.62000000002,84.98,147.0
4584,2019070912,旺旺,蒟篛果冻,201906,13.39,183093,719868.4699999999,88.65,112.0
4598,2019070912,杏花楼,三口味冻冻果,201906,50.36,1755,87752.08,75.55,223.0
4612,2019070912,杏花楼,冻冻果,201906,18.2,10079,170772.09000000003,86.63,130.0
4617,2019070912,来伊份,QQ冻,201906,9.89,5980,59142.229999999996,87.29,119.0
4636,2019070912,来伊份,奶酪布丁,201906,13.72,16816,254415.03000000003,69.46,241.0
4639,2019070912,来伊份,日式纸袋果冻,201906,19.89,13938,277259.31,73.63,228.0
4649,2019070912,林锦记,海盐果冻4枚,201906,32.9,7408,260087.48,73.52,231.0
4667,2019070912,果太郎,可吸果冻165G,201906,4.67,7163,33962.46,,
4678,2019070912,果延嗖,果延嗖酵素果冻,201906,36.57,3471,135813.41,91.6,73.0
4718,2019070912,果爱,什锦果冻,201906,15.04,27954,529922.72,77.51,216.0
4733,2019070912,柳月,咖啡布丁,201906,68.42,4980,328130.60000000003,81.25,190.0
4747,2019070912,梦美颜,酵素果冻,201906,74.72,4334,324657.1,89.83,98.0
4766,2019070912,梦雨果,JSGD001,201906,26.9,14934,409160.48000000004,89.13,106.0
4792,2019070912,梦雨果,MYGJSGD012,201906,59.0,2254,148387.0,,
4805,2019070912,樱桃小丸子,150G吸吸系列,201906,199.0,2081,61562.09999999999,69.24,242.0
4833,2019070912,樱桃小丸子,果冻布丁,201906,66.68,25832,1130665.01,84.02,159.0
4861,2019070912,樱桃小丸子,樱桃小丸子,201906,98.0,46413,3324267.81,86.05,139.0
4889,2019070912,樱桃小丸子,海藻冻,201906,31.8,12628,270717.65,89.64,100.0
4905,2019070912,樱桃小丸子,礼盒系列心型,201906,49.9,12703,664869.7999999999,82.71,175.0
4929,2019070912,樱桃小丸子,鸡蛋布丁果冻,201906,20.92,5107,97399.19,90.64,88.0
4936,2019070912,樱花泗,酵素果冻,201906,43.41,9516,371704.91000000003,87.97,116.0
4961,2019070912,淘吉,慕斯果冻,201906,6.78,36605,248016.09999999998,82.55,177.0
4982,2019070912,淘吉,淘吉果冻布丁,201906,14.9,7418,126360.5,73.58,230.0
5009,2019070912,爱飘飘,酵素果冻果粉,201906,73.39,1571482,128660021.63,97.76,8.0
5024,2019070912,爽露爽,米酒布丁,201906,23.31,2685,66450.53,84.7,149.0
5038,2019070912,生和堂,雪梨枇杷膏,201906,1.73,324422,710461.7,92.42,60.0
5056,2019070912,百变女郎,A果冻,201906,29.0,12517,415173.0,96.24,21.0
5061,2019070912,百变女郎,B-秋语果冻-39,201906,39.0,3457,134823.0,96.51,18.0
5081,2019070912,百变女郎,帅洋-果味-29,201906,29.0,2560,74240.0,89.84,97.0
5095,2019070912,百变女郎,洛神花-39,201906,39.0,2951,111189.0,94.16,36.0
5108,2019070912,百变女郎,玫瑰茄-帅洋--39,201906,39.0,8188,319332.0,90.81,83.0
5116,2019070912,百食驿,酵素果冻,201906,198.0,11364,628158.7,95.33,26.0
5165,2019070912,盈茂,拖肥,201906,10.96,25615,231592.57000000004,80.84,193.0
5177,2019070912,盛香珍,DRQ3包组合果冻,201906,49.28,9191,456883.54999999993,83.79,162.0
5231,2019070912,盛香珍,优酪果园,201906,27.03,74421,2209632.6799999997,64.03,250.0
5267,2019070912,盛香珍,优酪果园果冻1000G,201906,34.57,39110,1429702.6099999999,78.94,205.0
5280,2019070912,盛香珍,果冻210G,201906,39.89,9093,359460.5,80.94,192.0
5293,2019070912,盛香珍,果冻布丁,201906,29.3,7202,180459.94,88.96,109.0
5316,2019070912,盛香珍,盛香珍蒟蒻265G*2包,201906,46.53,5210,176620.11000000004,84.17,158.0
5338,2019070912,盛香珍,纤维果冻组合,201906,44.4,2482,114607.73000000001,83.55,165.0
5369,2019070912,盛香珍,荔枝果冻,201906,66.93,11198,651202.38,81.62,185.0
5399,2019070912,盛香珍,蒟蒻果冻,201906,26.1,11864,354962.04,90.66,87.0
5411,2019070912,福慕堂,酵素果冻,201906,58.9,18177,1040404.3600000001,94.88,30.0
5430,2019070912,秀尔魅,酵素果冻蓝莓味道,201906,58.0,63404,3682504.0,93.61,43.0
5445,2019070912,米嬉,酵素果冻系列,201906,28.61,18055,516479.12,97.46,13.0
5462,2019070912,纤淑,酵素果冻,201906,21.19,6541,239004.59,82.98,172.0
5488,2019070912,纤秀堂,3333,201906,58.0,2278,133004.0,,
5517,2019070912,纤秀堂,SC10635021200617,201906,58.0,13313,778064.0,94.32,34.0
5521,2019070912,绿瘦,酵素果冻系列,201906,59.0,30507,1802293.0,93.26,48.0
5542,2019070912,网易严选,1108028,201906,22.69,50767,791237.51,84.6,150.0
5560,2019070912,老城南,200G柠檬冻冻糖,201906,18.76,4928,89809.70999999999,71.65,236.0
5586,2019070912,良品铺子,日式纸袋果冻,201906,18.02,319190,5782686.729999999,86.95,125.0
5640,2019070912,良品铺子,椰果布丁720G,201906,21.85,578143,9055692.719999999,92.26,64.0
5669,2019070912,良品铺子,米酿,201906,24.01,96011,1692419.3800000001,86.48,132.0
5683,2019070912,芊芊佳人,酵素果冻,201906,21.56,1527,33673.0,,
5687,2019070912,花匙,洛神花酵素果冻,201906,27.8,24183,686263.8,92.63,55.0
5714,2019070912,苏晴子,CM520,201906,28.95,94283,2653058.3699999996,97.56,11.0
5738,2019070912,苏晴子,CM7005,201906,55.69,53438,2784260.87,93.74,40.0
5792,2019070912,莎拉米露,果冻米酒系列,201906,34.77,7617,255980.63999999996,82.99,171.0
5799,2019070912,菲诺,YWYZD_1,201906,69.0,12381,854289.0,78.38,211.0
5808,2019070912,菲诺,YZD02,201906,69.0,53980,3708265.0,85.57,144.0
5823,2019070912,菲诺,椰子冻,201906,92.71,17530,1782441.2,85.97,141.0
5846,2019070912,萌萌星,萌萌星组合,201906,25.56,7820,201065.83999999997,87.78,117.0
5884,2019070912,萌萌星,酸奶布丁,201906,12.77,63874,414345.67,82.17,180.0
5912,2019070912,萌萌星,酸奶布丁225G,201906,24.0,6577,155844.8,81.3,189.0
5936,2019070912,萌萌星,酸奶布丁散装,201906,29.13,5513,158482.93000000002,73.16,233.0
5948,2019070912,蓓俪芙,养森系列,201906,78.0,3143,245154.0,,
5954,2019070912,谢怡,人参果冻,201906,82.74,6518,640030.0,92.8,54.0
5968,2019070912,贝兴,贝兴 益生菌粉 1.5G/袋*10袋*2盒套餐,201906,75.86,44121,3460230.0,97.72,10.0
5971,2019070912,超友味,柠檬红茶果冻,201906,12.39,15590,197145.5,65.49,248.0
5996,2019070912,达心堂,酵素果冻,201906,61.93,13749,899351.0,91.94,65.0
6009,2019070912,郁香郎,乳酸果冻,201906,29.8,2757,82422.1,69.24,242.0
6022,2019070912,都乐梦,慕斯,201906,89.25,9637,865272.7500000001,93.69,41.0
6030,2019070912,都乐梦,椰子冻,201906,79.9,1129,90247.05,94.44,32.0
6037,2019070912,都乐梦,糕点,201906,89.9,1747,156358.47,91.51,76.0
6044,2019070912,酷语,酵素,201906,82.8,393,32518.799999999996,92.4,61.0
6059,2019070912,钰盈堂,果肉果冻,201906,81.6,1460,154754.4,94.3,35.0
6075,2019070912,雅客,雅客心动珍礼果冻,201906,29.9,25459,741189.1100000001,91.25,79.0
6106,2019070912,雪之恋,果冻500G,201906,20.05,5783,115646.00000000001,67.8,244.0
6151,2019070912,雪之恋,果冻布丁,201906,43.2,27489,624511.1899999997,76.35,221.0
6187,2019070912,雪之恋,雪之恋果冻500G,201906,19.48,5908,114815.98999999999,52.59,253.0
6214,2019070912,雪之恋,雪之恋果冻50G*10个,201906,21.8,3899,82082.70000000003,77.35,217.0
6237,2019070912,韩乐,优酪果冻1.75KG,201906,20.98,15548,297907.66,88.25,115.0
6260,2019070912,韩乐,优酪果冻2.5KG,201906,19.8,5023,98859.09999999999,76.5,220.0
6283,2019070912,韩乐,韩乐优酪果冻2KG,201906,18.8,84050,1595487.17,86.03,140.0
6292,2019070912,麦心诺,明星款果冻,201906,89.0,34872,2924038.0,98.63,2.0
6301,2019070912,麦心诺,明星款果粉,201906,89.0,11143,1030105.0,95.19,28.0
6308,2019070912,all lucky days/拉珂,酵素果冻,201906,58.0,398,23046.0,95.36,25.0
6339,2019070912,bocca/牧家,气球布丁,201906,92.45,78014,6813509.100000001,83.81,161.0
6370,2019070912,bpc/童颜丸,类人肽小颜防晒果冻,201906,1438.52,6955,9967978.5,,
6387,2019070912,call me queen/叫我女王,胶原蛋白/洛神花/燕窝果冻,201906,36.87,247211,8322821.0,97.85,7.0
6419,2019070912,chacheer/洽洽,混合果冻-糖果装,201906,22.9,33604,743290.46,86.24,137.0
6439,2019070912,alibaba/小黄人,布丁吸吸果冻,201906,13.62,10182,131725.52000000002,48.94,255.0
